CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
5658,2,2.362,36,2,25,7,16,44,0,8,16,5,1.000,19.000,15.000,2.000,0.000,9.143
5659,1,4.000,32,7,15,2,34,35,4,3,8,1,2.291,23.489,10.497,4.039,3.839,6.716
5660,8,0.000,36,7,47,8,25,55,4,13,20,6,0.000,23.000,10.000,4.000,1.000,0.000
5661,2,0.000,17,2,18,9,7,19,0,4,6,2,0.000,13.000,1.000,2.000,2.000,4.000
5662,4,0.000,21,5,10,3,13,29,7,0,7,1,0.675,13.936,7.042,2.092,1.620,5.948
5663,2,5.000,47,4,51,11,27,85,3,18,9,0,2.737,27.265,15.130,4.870,4.488,9.456
5664,4,1.690,19,2,26,3,15,40,1,13,4,2,3.000,9.000,8.000,2.000,0.000,3.000
5665,2,0.000,21,4,16,7,13,28,1,5,7,2,1.000,15.000,5.000,1.000,4.000,1.000
5666,4,2.000,17,5,10,5,13,19,2,0,4,2,0.000,17.000,4.000,1.000,1.000,1.000
5667,1,2.279,19,4,13,2,14,21,4,2,8,0,0.000,18.000,9.000,1.000,0.000,2.823
5668,4,4.085,41,4,58,7,33,68,2,10,18,7,6.000,23.000,11.000,2.000,7.000,8.217
5669,6,1.000,36,0,38,14,20,56,3,8,12,6,3.211,22.835,12.488,3.060,3.405,8.749
5670,6,0.000,43,10,50,6,23,70,2,5,12,8,1.000,24.000,12.000,4.000,2.000,13.000
5671,9,0.000,19,0,48,2,7,33,0,17,9,2,0.000,6.000,10.000,1.000,0.000,0.000
5672,0,0.041,8,4,5,2,10,17,3,0,1,1,0.000,8.000,5.000,0.000,1.000,2.989
5673,4,0.000,26,1,12,3,2,27,0,1,7,1,3.000,6.000,4.000,2.000,1.000,6.000
5674,2,0.000,8,0,5,4,7,14,3,2,9,1,0.146,7.613,5.676,2.424,-0.059,3.978
5675,3,1.009,13,0,15,5,7,20,0,5,7,4,0.000,8.000,5.000,2.000,0.000,4.881
5676,3,2.466,21,1,9,9,12,37,0,1,6,2,1.000,13.000,5.000,3.000,4.000,4.246
5677,3,1.000,13,5,15,5,17,30,3,4,1,1,0.000,21.000,4.000,3.000,1.000,7.000
5678,2,3.801,21,4,26,6,46,36,9,3,14,4,3.000,22.000,23.000,2.000,5.000,4.000
5679,1,0.382,16,4,12,0,8,16,0,3,3,1,0.000,7.000,1.000,0.000,1.000,1.645
5680,4,1.450,23,0,10,3,11,27,0,6,13,2,0.000,12.000,6.000,0.000,0.000,6.139
5681,4,-0.001,25,1,38,2,6,24,2,17,12,3,0.000,17.000,5.000,0.000,0.000,2.072
5682,8,3.000,62,16,74,17,47,79,6,12,27,7,3.777,38.450,20.151,6.857,4.007,13.213
5683,3,2.951,23,2,9,11,15,53,10,1,8,2,2.000,12.000,16.000,4.000,5.000,18.000
5684,2,3.010,28,3,16,11,30,46,2,2,5,4,0.000,33.000,3.000,4.000,2.000,4.000
5685,2,2.000,19,1,17,3,7,22,0,3,10,2,0.000,12.000,9.000,1.000,0.000,1.000
5686,3,7.000,19,8,19,7,25,57,5,2,11,4,1.690,26.173,11.878,4.555,2.347,7.383
5687,3,2.000,19,3,12,12,8,38,5,4,4,5,5.000,10.000,3.000,2.000,5.000,3.000
5688,11,1.908,26,4,54,6,18,44,2,8,5,1,0.000,18.000,11.000,5.000,0.000,7.174
5689,6,3.573,29,4,24,4,35,44,11,2,8,3,2.000,22.000,12.000,9.000,4.000,10.000
5690,7,2.000,38,2,41,3,12,39,1,18,14,6,1.000,21.000,11.000,0.000,1.000,8.000
5691,1,0.407,14,2,29,2,9,29,0,10,5,1,0.000,9.000,4.000,0.000,0.000,0.000
5692,2,2.000,15,5,30,4,16,27,2,7,6,6,0.000,17.000,2.000,2.000,2.000,1.000
5693,1,0.861,17,1,33,2,12,25,2,13,5,0,1.000,5.000,14.000,0.000,2.000,0.000
5694,3,0.000,39,10,54,9,26,83,4,8,18,9,2.348,26.863,12.861,3.371,3.173,10.711
5695,2,2.000,18,0,14,3,29,25,1,6,9,0,12.000,12.000,12.000,0.000,3.000,0.000
5696,4,8.000,44,2,32,13,31,63,0,5,16,8,0.000,35.000,7.000,6.000,5.000,7.000
5697,7,0.000,20,3,15,4,21,34,1,3,11,3,1.000,12.000,6.000,5.000,2.000,4.000
5698,6,2.000,14,2,15,4,9,22,0,7,3,1,0.000,9.000,3.000,5.000,1.000,3.000
5699,5,2.000,36,7,35,3,25,57,1,13,10,4,1.787,20.342,10.973,3.788,2.356,6.170
5700,3,2.000,16,4,41,6,13,29,2,18,8,0,6.000,12.000,6.000,1.000,1.000,1.000
5701,2,3.000,26,0,10,7,30,22,3,4,7,0,0.000,25.000,5.000,4.000,5.000,0.000
5702,4,5.000,47,5,22,4,28,53,2,9,13,4,3.083,24.294,15.214,2.891,3.688,9.010
5703,5,2.227,28,7,23,1,17,48,5,5,7,2,4.000,9.000,8.000,1.000,5.000,5.097
5704,6,3.024,28,5,37,24,19,62,9,4,12,4,0.000,21.000,16.000,11.000,0.000,7.764
5705,1,9.000,33,3,9,6,48,28,6,2,9,1,1.000,44.000,6.000,2.000,5.000,0.000
5706,1,2.982,20,4,3,6,15,17,2,0,1,1,0.000,12.000,3.000,2.000,1.000,2.441
5707,0,1.000,35,1,17,1,34,34,0,15,12,0,1.830,26.084,11.978,4.249,3.703,8.608
5708,4,3.000,12,2,13,2,15,27,2,2,5,5,-0.548,14.980,5.299,1.328,1.631,3.587
5709,1,0.000,18,0,8,17,13,43,1,4,6,1,2.000,8.000,12.000,5.000,8.000,8.000
5710,0,0.681,5,2,13,2,10,23,2,6,4,2,0.000,15.000,5.000,0.000,1.000,5.800
5711,2,2.961,35,2,25,3,24,41,1,4,10,1,0.000,16.000,16.000,3.000,2.000,4.000
5712,19,2.984,51,9,79,8,23,93,4,27,22,10,2.000,28.000,24.000,2.000,0.000,11.666
5713,4,9.000,47,5,28,10,47,75,6,7,6,1,2.573,34.984,15.769,5.380,4.104,10.723
5714,1,2.000,18,1,7,2,8,17,3,10,4,1,0.000,6.000,6.000,0.000,0.000,1.000
5715,8,0.000,15,3,27,4,3,40,0,8,1,6,1.000,8.000,3.000,0.000,1.000,0.000
5716,6,0.475,29,4,68,1,6,49,0,20,8,2,0.000,11.000,7.000,0.000,0.000,2.000
5717,3,1.000,27,2,12,29,20,45,8,4,7,0,11.000,4.000,10.000,4.000,31.000,0.000
5718,1,0.000,21,0,22,1,18,23,1,8,7,3,1.405,14.452,7.787,3.297,1.220,6.361
5719,5,2.000,25,5,19,4,31,44,3,3,7,4,3.074,24.748,7.882,4.463,2.257,6.125
5720,1,0.000,17,13,17,2,5,22,2,6,2,2,1.000,4.000,3.000,1.000,3.000,8.000
5721,3,3.000,7,2,2,2,12,17,3,1,1,0,1.000,7.000,6.000,3.000,0.000,8.000
5722,1,0.000,2,1,1,5,3,7,3,1,2,0,0.000,6.000,3.000,1.000,2.000,7.000
5723,10,0.000,40,1,40,3,15,48,2,8,5,6,1.000,21.000,10.000,1.000,0.000,4.000
5724,1,1.000,17,0,10,1,8,14,9,2,8,1,0.000,13.000,9.000,1.000,0.000,14.000
5725,0,0.546,11,1,6,5,11,19,2,4,2,2,0.000,7.000,5.000,2.000,3.000,1.000
5726,13,2.000,51,2,55,5,14,64,0,11,15,6,0.000,17.000,21.000,1.000,0.000,1.000
5727,2,0.000,7,1,9,0,18,20,1,5,5,0,0.000,14.000,4.000,6.000,0.000,6.000
5728,11,3.000,46,11,50,10,26,78,3,10,16,2,2.170,25.980,13.776,4.126,3.416,8.932
5729,2,1.000,36,2,5,12,32,35,3,0,14,0,1.000,22.000,19.000,6.000,5.000,8.000
5730,5,4.000,63,6,48,17,68,103,11,10,16,5,2.000,57.000,27.000,11.000,11.000,18.000
5731,1,0.000,19,3,17,11,20,41,3,7,6,3,0.000,17.000,5.000,3.000,5.000,8.000
5732,1,1.000,10,0,6,0,4,12,0,4,0,0,0.000,4.000,3.000,0.000,0.000,3.000
5733,1,0.000,6,0,3,3,5,17,0,0,5,1,0.000,7.000,5.000,1.000,0.000,2.000
5734,15,4.208,32,6,30,14,38,61,7,4,11,7,8.000,27.000,9.000,7.000,10.000,1.000
5735,19,9.000,70,10,85,7,46,95,2,18,25,10,11.000,34.000,29.000,8.000,7.000,17.000
5736,1,0.000,17,3,14,0,24,33,2,8,3,2,0.000,20.000,7.000,1.000,0.000,5.000
5737,3,1.366,25,0,22,0,6,17,0,7,11,0,0.000,5.000,9.000,0.000,0.000,4.000
5738,1,3.000,32,4,30,1,24,38,1,11,9,0,4.000,18.000,5.000,1.000,6.000,2.000
5739,0,0.000,9,1,0,7,5,12,1,1,1,0,0.000,6.000,0.000,0.000,1.000,2.000
5740,1,4.000,34,5,58,10,30,66,4,16,18,5,4.000,33.000,13.000,0.000,4.000,9.000
5741,6,2.325,36,2,18,6,22,25,2,2,16,1,1.000,12.000,11.000,5.000,5.000,0.000
5742,3,0.727,9,3,11,3,8,16,1,4,0,1,0.000,14.000,1.000,2.000,2.000,1.000
5743,1,0.000,21,12,26,2,14,35,4,2,10,2,0.000,18.000,6.000,1.000,1.000,3.000
5744,2,2.000,27,6,7,18,8,28,1,2,10,1,0.000,13.000,7.000,4.000,4.000,0.000
5745,3,0.779,6,1,4,1,4,20,0,2,6,0,0.000,5.000,5.000,1.000,1.000,1.000
5746,1,1.000,8,0,1,3,8,24,4,0,5,0,1.837,6.757,6.726,1.629,1.821,6.623
5747,4,0.000,14,3,17,4,5,31,2,7,6,1,-0.444,8.950,5.756,1.185,0.567,4.897
5748,4,1.000,20,4,18,7,27,39,3,3,9,1,0.000,30.000,6.000,5.000,5.000,14.000
5749,5,1.000,33,3,35,2,9,34,0,6,13,3,0.000,8.000,9.000,1.000,0.000,0.000
5750,1,0.000,12,2,6,4,20,24,1,1,1,1,-0.176,18.439,3.141,3.108,1.084,3.789
5751,1,0.000,4,3,10,1,2,9,1,2,1,1,0.000,5.000,0.000,0.000,1.000,1.000
5752,1,1.204,17,2,5,12,15,31,1,0,1,2,6.000,12.000,5.000,4.000,3.000,2.240
5753,3,0.000,17,2,20,6,24,38,4,5,7,8,0.000,21.000,11.000,0.000,5.000,10.000
5754,5,0.000,26,2,11,9,26,43,2,1,2,6,0.675,22.180,7.296,3.951,1.922,3.691
5755,5,0.000,8,8,27,1,8,25,8,13,1,1,0.335,9.367,3.380,1.882,1.378,1.718
5756,3,3.000,38,14,50,10,29,62,4,10,18,4,2.636,22.538,12.129,4.452,3.588,8.812
5757,8,7.000,20,1,29,1,9,18,0,6,9,0,0.000,8.000,1.000,2.000,1.000,2.000
5758,5,0.000,16,1,15,4,10,26,0,6,5,3,0.626,12.385,5.244,3.207,1.410,4.186
5759,3,3.254,34,6,34,20,23,45,6,4,5,0,2.000,26.000,8.000,9.000,8.000,6.008
5760,2,0.000,21,0,26,1,2,27,0,12,5,4,0.000,4.000,10.000,1.000,0.000,6.000
5761,23,3.000,42,10,84,7,22,61,0,18,47,4,1.000,22.000,20.000,0.000,3.000,2.000
5762,2,0.000,10,1,17,3,5,28,2,5,7,2,1.000,7.000,6.000,2.000,1.000,5.000
5763,1,0.000,10,1,11,10,12,18,3,3,7,2,0.861,12.788,3.990,2.033,1.846,6.440
5764,4,4.000,22,2,21,9,36,50,4,4,8,3,3.000,29.000,14.000,2.000,4.000,1.000
5765,1,1.000,20,3,16,10,22,35,0,2,1,2,0.982,21.716,4.110,4.053,1.683,2.348
5766,1,0.000,9,1,1,3,5,18,3,2,5,1,1.000,6.000,2.000,0.000,4.000,9.000
5767,5,2.289,22,3,28,2,20,44,3,6,16,4,9.000,9.000,9.000,2.000,7.000,7.069
5768,4,4.005,40,8,47,13,38,64,7,15,23,6,10.000,18.000,14.000,9.000,12.000,8.000
5769,1,1.519,10,2,8,3,11,14,7,4,6,0,0.000,12.000,7.000,0.000,2.000,9.000
5770,5,0.647,9,4,8,3,8,18,0,1,2,0,1.000,5.000,2.000,0.000,1.000,3.411
5771,4,3.000,6,1,25,0,2,22,0,11,4,4,-0.622,2.173,1.628,0.906,-0.849,1.390
5772,6,0.000,5,1,15,1,2,10,1,4,6,2,0.000,4.000,1.000,0.000,0.000,0.000
5773,9,1.000,35,7,31,4,24,45,0,3,19,2,3.000,8.000,15.000,6.000,4.000,1.000
5774,8,4.000,49,6,41,18,40,79,4,5,26,9,9.000,29.000,12.000,2.000,14.000,5.000
5775,4,0.468,13,3,18,5,7,27,0,4,5,4,1.000,15.000,3.000,3.000,0.000,4.708
5776,1,1.418,9,2,6,1,4,13,0,0,8,0,0.000,5.000,3.000,0.000,0.000,3.000
5777,5,4.484,58,3,67,13,43,78,3,9,22,5,0.000,41.000,18.000,7.000,2.000,12.380
5778,1,2.000,8,0,12,2,5,13,2,3,2,0,1.000,8.000,2.000,0.000,0.000,4.000
5779,0,2.093,13,1,3,7,13,23,0,0,3,1,0.000,9.000,1.000,1.000,4.000,2.896
5780,5,5.000,24,7,27,6,45,42,6,2,13,7,12.000,31.000,11.000,0.000,19.000,8.000
5781,1,2.445,26,0,26,4,25,34,3,7,12,3,0.000,29.000,9.000,0.000,0.000,3.000
5782,4,0.000,24,5,21,5,9,26,0,2,12,7,0.000,10.000,8.000,1.000,2.000,3.000
5783,10,1.000,24,1,29,3,12,44,7,8,11,3,1.882,11.637,11.580,3.405,1.673,4.740
5784,9,1.000,18,4,14,2,13,29,0,5,2,3,0.664,15.716,3.893,2.123,1.917,3.407
5785,1,5.000,18,5,34,8,26,38,5,17,6,1,1.192,22.897,8.356,3.345,2.783,3.657
5786,1,2.000,13,0,6,6,13,23,3,1,4,1,1.000,20.000,6.000,1.000,2.000,6.000
5787,2,1.000,29,1,21,8,18,34,2,5,6,3,0.000,18.000,5.000,6.000,1.000,4.000
5788,2,0.738,24,1,11,1,3,21,1,10,4,1,0.000,9.000,2.000,1.000,0.000,0.511
5789,6,4.000,10,1,36,2,17,40,2,9,5,2,4.000,19.000,3.000,1.000,0.000,1.000
5790,2,0.747,1,0,0,0,1,3,2,0,6,0,0.000,1.000,7.000,0.000,0.000,15.000
5791,6,1.952,12,3,20,4,8,33,0,5,2,3,1.000,8.000,2.000,1.000,0.000,3.674
5792,7,1.367,24,1,19,9,15,25,1,8,7,0,5.000,13.000,6.000,2.000,5.000,3.993
5793,0,1.000,23,1,12,3,20,25,0,7,3,0,1.039,19.401,5.788,4.157,2.321,1.019
5794,13,1.522,24,4,15,7,16,46,1,5,4,0,3.000,10.000,7.000,2.000,7.000,3.000
5795,4,5.000,25,3,9,6,18,30,2,1,3,3,0.000,20.000,5.000,1.000,4.000,7.000
5796,0,7.000,18,6,14,4,38,20,20,5,11,0,0.000,28.000,21.000,7.000,1.000,17.000
5797,1,5.000,23,1,8,3,22,29,2,2,5,0,2.000,6.000,12.000,2.000,3.000,2.000
5798,0,2.000,18,4,13,5,11,19,0,1,10,2,0.653,8.172,8.263,2.304,0.237,3.352
5799,4,4.000,23,1,25,6,14,24,0,7,11,0,0.333,10.325,9.480,1.946,1.106,3.516
5800,3,2.872,29,2,25,2,24,44,9,7,18,2,3.000,13.000,25.000,2.000,2.000,12.898
5801,9,2.000,55,1,43,8,39,58,3,22,18,7,3.349,28.687,15.414,5.896,4.266,8.023
5802,3,1.137,29,1,8,8,20,45,0,0,4,4,1.000,12.000,3.000,7.000,3.000,4.114
5803,1,2.000,22,8,20,6,23,30,1,2,11,1,0.000,21.000,6.000,2.000,2.000,1.000
5804,3,3.000,16,1,13,6,11,31,2,6,7,5,0.000,10.000,8.000,2.000,0.000,6.000
5805,0,1.265,24,1,25,0,15,22,2,5,3,0,0.000,13.000,10.000,0.000,1.000,5.000
5806,1,2.558,22,1,7,9,17,25,2,1,6,1,0.000,12.000,13.000,1.000,2.000,3.000
5807,2,1.484,8,0,6,3,8,20,0,1,0,1,0.000,11.000,4.000,0.000,0.000,1.282
5808,8,1.095,22,3,19,5,8,43,1,8,4,3,0.000,15.000,3.000,1.000,1.000,1.492
5809,5,2.000,25,1,22,3,21,30,0,4,7,2,1.631,16.376,6.754,3.337,2.360,6.061
5810,7,1.987,28,4,30,9,18,29,3,10,17,4,2.000,28.000,9.000,0.000,2.000,12.000
5811,2,0.000,7,3,11,3,2,20,1,2,4,2,0.000,3.000,4.000,2.000,1.000,4.000
5812,4,3.000,19,3,27,4,18,32,3,11,13,2,3.000,9.000,9.000,2.000,7.000,15.000
5813,3,4.000,11,2,31,3,2,18,1,7,5,0,-0.010,3.377,2.380,0.099,0.698,1.824
5814,18,0.000,36,7,43,9,14,65,2,9,11,4,0.000,13.000,10.000,4.000,4.000,5.000
5815,2,4.000,30,5,30,5,21,55,0,9,8,5,1.218,20.112,10.940,3.315,3.416,6.414
5816,7,9.000,34,5,53,17,39,74,10,10,17,5,2.093,31.315,15.949,6.320,4.442,11.254
5817,1,2.000,23,2,18,6,47,48,9,7,9,2,3.594,32.782,13.117,6.594,4.842,8.449
5818,2,1.548,26,3,31,4,10,30,2,9,13,2,0.000,18.000,6.000,0.000,2.000,4.226
5819,2,2.547,18,3,12,11,22,42,4,0,8,1,1.000,16.000,7.000,5.000,7.000,7.782
5820,0,3.926,55,9,29,8,31,76,1,3,7,8,5.000,18.000,17.000,5.000,4.000,10.952
5821,15,1.000,53,8,82,6,37,92,2,14,22,6,2.324,30.229,15.014,4.249,3.547,10.600
5822,17,5.000,41,6,32,9,35,93,2,6,5,5,2.606,34.792,13.306,5.267,3.821,10.955
5823,0,1.072,18,3,11,6,10,23,0,5,5,2,0.000,3.000,6.000,6.000,2.000,1.942
5824,2,0.000,11,6,15,2,11,38,2,4,8,2,0.000,6.000,3.000,2.000,0.000,9.000
5825,3,2.000,14,0,5,2,18,20,2,0,1,2,0.262,15.792,5.234,3.366,0.864,3.491
5826,2,3.973,30,4,29,3,20,48,2,5,14,3,4.000,19.000,17.000,0.000,4.000,9.045
5827,13,1.000,28,4,54,5,16,63,0,10,9,7,0.000,16.000,3.000,0.000,0.000,3.000
5828,1,0.000,8,2,4,10,7,16,2,2,0,0,0.775,8.814,2.685,1.772,1.368,1.063
5829,7,3.265,33,5,43,8,22,47,8,11,10,1,0.000,24.000,17.000,6.000,3.000,15.000
5830,3,2.000,32,1,12,3,16,28,0,6,8,0,0.000,10.000,12.000,3.000,3.000,4.000
5831,7,1.000,27,2,35,1,13,27,3,7,17,5,3.000,12.000,4.000,1.000,0.000,0.000
5832,2,0.000,19,6,25,0,18,33,1,7,11,4,3.000,14.000,13.000,3.000,2.000,1.000
5833,1,2.531,10,1,7,3,15,17,3,4,2,0,4.000,12.000,4.000,2.000,3.000,0.000
5834,3,1.000,29,2,10,3,13,44,0,3,5,1,0.296,12.068,7.611,3.834,1.376,5.622
5835,6,1.000,12,4,7,14,13,22,1,0,3,2,1.000,16.000,4.000,7.000,8.000,4.000
5836,0,0.000,2,3,9,5,6,11,5,3,3,0,1.210,12.425,0.206,1.368,1.522,0.593
5837,5,0.000,23,1,10,11,7,24,0,2,9,5,0.000,15.000,10.000,4.000,2.000,5.000
5838,5,0.000,21,4,21,6,15,39,3,15,8,2,1.595,15.603,6.994,3.171,1.845,4.778
5839,13,0.000,26,4,41,2,14,48,4,10,16,3,1.000,13.000,13.000,1.000,3.000,11.000
5840,0,0.000,4,1,1,4,1,7,1,0,2,0,-1.129,6.704,2.953,1.027,-0.938,2.630
5841,2,0.000,20,3,6,8,20,39,3,0,5,5,2.185,17.857,7.731,2.913,2.726,4.789
5842,0,0.279,5,4,16,1,1,16,1,4,1,1,0.000,7.000,0.000,0.000,0.000,0.910
5843,2,5.000,10,1,25,0,10,21,1,6,9,3,1.321,10.970,5.495,3.205,1.206,1.102
5844,3,2.000,40,2,39,11,19,50,3,12,24,3,0.000,31.000,12.000,3.000,3.000,20.000
5845,8,6.000,37,6,67,15,50,76,6,21,17,9,2.405,41.978,9.665,6.167,3.397,8.321
5846,12,4.000,72,4,74,9,43,94,5,15,34,10,5.000,42.000,34.000,3.000,4.000,9.000
5847,6,2.417,26,9,19,15,24,44,1,4,5,5,2.000,19.000,15.000,5.000,7.000,5.483
5848,0,0.000,16,0,0,0,2,10,4,0,9,0,0.563,3.768,6.336,1.628,0.592,6.483
5849,2,1.000,11,0,6,0,13,11,7,0,2,1,0.000,10.000,7.000,2.000,0.000,2.000
5850,0,4.000,10,1,8,5,13,24,3,3,2,0,0.000,9.000,7.000,5.000,1.000,3.000
5851,6,1.000,20,3,21,2,14,33,1,4,11,9,0.703,14.424,8.462,1.884,0.988,3.432
5852,10,2.221,34,7,34,14,24,51,0,0,16,3,0.000,26.000,9.000,2.000,12.000,5.582
5853,1,2.000,29,4,9,8,17,40,2,2,13,1,2.001,17.414,11.987,2.705,3.160,9.157
5854,1,3.000,39,1,18,1,25,52,1,9,12,2,0.000,21.000,10.000,3.000,0.000,5.000
5855,4,0.948,16,4,16,0,5,25,0,5,6,2,1.000,2.000,2.000,0.000,1.000,5.000
5856,5,1.821,22,8,68,11,19,62,5,13,20,4,0.000,16.000,13.000,7.000,1.000,9.582
5857,9,6.000,38,5,34,9,37,72,6,12,10,7,4.000,32.000,10.000,5.000,2.000,8.000
5858,0,1.000,6,0,9,3,9,12,2,2,5,2,2.000,13.000,2.000,0.000,0.000,4.000
5859,6,3.865,38,0,33,9,38,55,6,11,12,7,1.000,45.000,10.000,5.000,1.000,9.099
5860,6,4.010,43,12,92,6,20,73,6,17,27,6,6.000,29.000,16.000,6.000,0.000,21.000
5861,4,1.000,24,5,19,0,14,35,1,3,6,1,0.000,14.000,1.000,0.000,1.000,5.000
5862,6,0.000,21,1,5,21,34,38,5,1,1,5,6.000,22.000,8.000,11.000,8.000,0.000
5863,1,0.000,13,0,21,3,5,23,1,6,4,2,0.000,8.000,1.000,1.000,0.000,0.000
5864,2,4.000,15,5,27,5,12,34,2,4,7,4,-0.948,13.105,7.994,2.634,0.246,5.440
5865,0,0.000,28,8,22,8,20,42,0,1,8,3,0.000,20.000,4.000,6.000,0.000,4.000
5866,2,4.000,49,9,25,7,60,69,11,3,16,3,19.000,28.000,28.000,2.000,11.000,12.000
5867,3,1.000,7,0,13,2,3,24,0,1,1,2,0.000,6.000,2.000,1.000,1.000,0.000
5868,0,5.000,8,2,8,5,22,24,6,4,4,0,2.000,20.000,8.000,5.000,0.000,6.000
5869,1,0.000,6,0,0,0,2,15,0,3,2,0,0.000,0.000,4.000,0.000,0.000,0.000
5870,4,1.000,24,8,27,5,13,34,1,4,8,7,1.440,14.249,8.015,1.885,0.607,6.585
5871,8,0.000,26,5,11,1,40,42,2,1,2,2,2.299,30.299,7.401,5.609,3.842,5.905
5872,1,1.357,13,2,8,4,7,21,1,0,1,1,0.000,10.000,5.000,4.000,2.000,5.211
5873,5,3.000,23,5,16,6,18,30,4,0,6,3,0.000,18.000,6.000,4.000,1.000,11.000
5874,0,0.010,5,0,14,1,2,9,0,5,1,1,0.000,2.000,1.000,1.000,0.000,-1.220
5875,4,3.000,21,1,45,5,12,31,1,11,15,2,1.000,19.000,18.000,0.000,0.000,9.000
5876,12,1.967,33,6,53,7,15,57,0,12,21,4,0.000,21.000,1.000,3.000,0.000,2.725
5877,1,2.000,4,1,3,2,10,11,2,0,4,0,0.000,10.000,6.000,1.000,0.000,4.000
5878,5,4.000,46,0,52,8,23,49,2,12,22,4,2.276,21.334,13.570,3.859,2.288,9.828
5879,9,4.000,45,4,24,13,40,72,3,3,20,4,3.000,28.000,16.000,11.000,12.000,18.000
5880,3,1.000,1,3,10,0,8,13,2,3,7,0,0.575,7.312,3.095,1.322,1.689,2.491
5881,7,5.000,42,4,37,11,30,68,4,8,16,8,2.864,28.897,14.637,5.656,4.296,7.360
5882,1,0.000,4,0,8,4,9,21,0,6,2,1,0.175,9.845,2.793,1.580,0.466,1.178
5883,4,2.000,20,1,5,0,18,20,4,0,8,0,1.000,14.000,4.000,0.000,4.000,6.000
5884,14,2.049,38,3,47,7,10,50,3,7,20,4,1.000,12.000,14.000,1.000,4.000,8.218
5885,10,0.000,21,5,30,7,12,38,0,10,6,1,3.000,12.000,4.000,0.000,5.000,0.000
5886,4,0.000,22,1,29,1,10,24,0,14,8,1,2.000,7.000,1.000,0.000,2.000,4.000
5887,3,2.000,32,1,8,5,21,31,3,4,7,0,1.000,10.000,14.000,4.000,5.000,11.000
5888,2,1.301,7,2,8,0,4,17,2,0,3,2,0.000,5.000,1.000,2.000,0.000,2.000
5889,4,2.000,16,1,7,1,9,19,0,4,3,3,0.956,9.410,5.392,0.984,0.880,2.231
5890,0,0.975,15,4,23,1,14,12,0,5,13,0,0.000,13.000,5.000,2.000,1.000,3.000
5891,6,2.000,31,4,19,15,22,58,4,7,15,4,5.000,27.000,16.000,1.000,4.000,27.000
5892,1,2.000,12,0,1,3,8,14,2,0,5,0,0.000,10.000,3.000,1.000,1.000,6.000
5893,1,2.151,14,3,27,0,14,26,1,7,5,2,1.000,18.000,12.000,2.000,0.000,10.000
5894,4,2.000,23,6,20,6,12,42,2,7,14,3,2.000,9.000,10.000,1.000,2.000,5.000
5895,3,3.000,26,6,24,5,18,34,3,7,9,3,2.109,16.779,10.462,3.210,3.546,6.051
5896,2,4.000,16,6,20,15,10,45,4,1,2,3,2.000,18.000,3.000,5.000,5.000,4.000
5897,7,2.000,35,1,29,3,30,52,5,9,9,4,2.160,23.922,14.082,4.239,1.872,6.946
5898,1,1.172,18,4,9,4,11,29,5,0,2,0,0.000,12.000,3.000,0.000,4.000,3.621
5899,2,0.000,4,1,7,2,7,11,3,0,2,1,-0.193,9.393,3.255,1.837,1.294,3.899
5900,2,1.842,17,3,7,6,11,23,2,3,3,0,2.000,7.000,4.000,2.000,1.000,1.433
5901,5,1.000,40,1,12,9,32,47,4,6,15,4,4.034,21.313,14.706,4.557,4.881,10.781
5902,2,0.612,8,1,9,7,6,15,0,2,1,0,1.000,4.000,4.000,0.000,3.000,1.000
5903,1,2.000,29,1,39,3,11,53,0,10,13,4,0.000,13.000,9.000,2.000,1.000,4.000
5904,3,2.000,34,3,37,12,16,55,3,8,12,4,2.000,20.000,4.000,6.000,2.000,7.000
5905,1,3.000,6,5,12,0,13,7,3,4,1,0,0.000,12.000,3.000,0.000,0.000,3.000
5906,3,5.000,21,1,4,9,21,47,1,1,4,4,1.097,20.335,9.216,4.151,2.838,8.170
5907,1,2.000,37,0,11,2,19,26,1,5,17,0,0.000,12.000,10.000,1.000,2.000,14.000
5908,2,3.076,32,1,9,5,20,22,2,6,13,0,0.000,21.000,3.000,1.000,4.000,7.000
5909,5,2.498,21,1,23,7,25,39,0,8,14,2,1.000,23.000,9.000,1.000,1.000,0.000
5910,1,4.326,43,0,44,5,38,57,3,13,21,1,2.000,28.000,18.000,0.000,6.000,11.416
5911,3,2.000,15,2,11,7,12,23,2,2,4,2,2.000,12.000,5.000,1.000,0.000,0.000
5912,4,1.000,35,5,28,5,15,57,1,8,14,1,2.000,12.000,6.000,8.000,1.000,5.000
5913,2,6.068,50,5,24,15,40,56,4,2,10,3,3.000,38.000,31.000,5.000,6.000,16.425
5914,3,7.000,17,2,32,1,12,33,2,7,8,4,0.000,11.000,7.000,1.000,0.000,5.000
5915,2,3.177,45,8,53,3,35,53,5,12,14,0,4.000,21.000,13.000,4.000,3.000,3.000
5916,1,1.056,33,8,24,6,21,38,0,4,9,1,2.000,16.000,7.000,1.000,4.000,1.000
5917,5,2.820,27,5,13,3,19,44,5,2,11,2,1.000,14.000,14.000,3.000,2.000,14.000
5918,1,0.000,5,0,2,11,6,17,1,0,4,2,0.000,5.000,2.000,0.000,7.000,0.000
5919,1,1.000,18,1,9,6,25,32,3,6,3,1,1.256,20.870,4.578,3.128,2.705,2.568
