期間,年齢,収入,教育,雇用,設備,コールカード,ワイヤレス,長距離月,通話料月,設備月,カード月,ワイヤレス月,長距離計,通話料計,カード計,ボイス,ポケベル,インターネット,キャッチ,スリーホン,電子請求,log長距離,log無料通話,ln収入,顧客,解約
71,60,508.000,4,35,0,1,0,23.550,48.250,0.000,21.000,0.000,1665.600,3474.050,1465.000,1,1,0,1,1,0,3.159,3.876,6.230,4,0
72,63,222.000,2,43,0,1,0,81.550,62.250,0.000,15.500,0.000,5988.500,4439.250,1150.000,0,1,0,1,1,0,4.401,4.131,5.403,3,0
45,66,87.000,3,25,0,1,0,6.050,0.000,0.000,21.250,0.000,306.900,0.000,880.000,0,0,0,0,0,0,1.800,3.240,4.466,1,0
5,31,34.000,1,9,1,1,1,1.600,17.250,31.100,12.750,19.850,6.150,78.850,60.000,1,0,0,1,1,0,0.470,2.848,3.526,3,1
17,38,18.000,4,0,0,0,0,8.550,0.000,0.000,0.000,0.000,162.250,0.000,0.000,0,0,0,0,0,0,2.146,3.240,2.890,2,0
70,55,65.000,3,24,0,1,0,26.700,42.750,0.000,20.500,0.000,1874.250,2921.350,1465.000,1,0,0,1,1,0,3.285,3.755,4.174,3,0
57,57,130.000,3,27,1,1,0,13.550,0.000,30.650,12.750,0.000,849.000,0.000,685.000,0,0,1,0,0,1,2.606,3.240,4.868,2,0
20,33,44.000,3,8,1,0,0,6.400,0.000,29.050,0.000,0.000,124.450,0.000,0.000,0,0,0,0,1,1,1.856,3.240,3.784,2,0
72,52,63.000,1,24,0,1,0,41.950,25.750,0.000,33.250,0.000,3114.750,1871.950,2305.000,0,0,0,1,1,0,3.736,3.248,4.143,3,0
32,50,57.000,4,20,0,1,1,4.600,38.500,0.000,37.750,23.500,123.000,1267.100,1205.000,0,0,0,1,1,0,1.526,3.651,4.043,3,0
22,57,264.000,1,35,0,1,0,3.000,0.000,0.000,6.000,0.000,68.350,0.000,105.000,0,0,0,0,1,0,1.099,3.240,5.576,3,0
6,24,28.000,1,5,0,1,0,4.400,9.000,0.000,28.250,0.000,35.100,57.800,155.000,0,0,0,1,1,0,1.482,2.197,3.332,3,1
32,23,26.000,3,1,1,1,0,11.000,24.000,31.100,28.250,0.000,325.000,796.950,880.000,1,0,1,1,1,0,2.398,3.178,3.258,4,0
38,33,38.000,4,0,1,1,0,10.950,0.000,27.200,12.250,0.000,412.800,0.000,465.000,0,0,1,0,0,1,2.393,3.240,3.638,2,0
53,35,59.000,3,5,0,1,0,16.850,23.250,0.000,18.500,0.000,888.450,1250.700,995.000,0,1,0,1,0,0,2.824,3.146,4.078,3,0
37,76,117.000,4,21,0,1,0,7.500,0.000,0.000,6.250,0.000,273.700,0.000,230.000,0,0,0,0,0,0,2.015,3.240,4.762,1,0
47,35,70.000,4,9,1,0,1,10.750,33.000,47.400,0.000,45.850,551.000,1556.200,0.000,1,1,1,1,1,1,2.375,3.497,4.248,4,1
69,59,104.000,2,13,0,1,0,16.000,30.500,0.000,13.750,0.000,1120.750,2104.650,925.000,1,0,0,1,1,0,2.773,3.418,4.644,3,0
63,56,71.000,3,18,0,1,0,18.400,0.000,0.000,24.750,0.000,1162.900,0.000,1510.000,0,0,0,0,1,0,2.912,3.240,4.263,1,0
61,34,70.000,3,7,1,1,1,18.850,30.000,51.950,18.750,47.300,1230.700,1820.300,1095.000,1,1,1,1,1,1,2.937,3.401,4.248,4,1
56,38,56.000,4,10,1,1,1,25.100,26.750,44.950,11.500,27.400,1418.350,1435.250,645.000,0,1,1,1,0,1,3.223,3.287,4.025,4,0
40,57,68.000,1,23,0,0,0,13.350,25.750,0.000,0.000,0.000,572.400,987.700,0.000,0,0,0,1,1,0,2.592,3.248,4.220,3,0
61,45,80.000,2,13,0,1,0,18.100,0.000,0.000,35.250,0.000,1114.750,0.000,2200.000,0,0,0,0,0,0,2.896,3.240,4.382,2,0
16,26,21.000,4,1,1,0,1,3.550,11.000,44.750,0.000,30.800,56.850,182.250,0.000,1,1,1,0,0,1,1.267,2.398,3.045,4,0
7,43,69.000,3,5,0,0,0,4.450,0.000,0.000,0.000,0.000,36.850,0.000,0.000,0,0,0,0,0,0,1.493,3.240,4.234,1,0
20,31,39.000,2,3,0,0,0,7.750,0.000,0.000,0.000,0.000,148.750,0.000,0.000,0,0,0,0,0,0,2.048,3.240,3.664,1,0
35,38,90.000,2,18,0,1,0,6.800,17.750,0.000,14.000,0.000,245.950,558.350,425.000,0,1,1,1,0,1,1.917,2.876,4.500,2,0
60,37,64.000,5,1,0,1,0,14.850,0.000,0.000,17.500,0.000,978.350,0.000,970.000,0,0,0,0,0,0,2.698,3.240,4.159,2,0
47,25,28.000,2,6,1,1,1,7.750,19.750,35.150,17.000,31.150,315.900,859.600,770.000,1,1,0,1,1,1,2.048,2.983,3.332,4,0
33,28,24.000,2,0,0,1,0,7.500,0.000,0.000,15.750,0.000,224.250,0.000,485.000,0,0,0,0,0,1,2.015,3.240,3.178,1,0
12,34,44.000,2,7,0,0,0,4.050,0.000,0.000,0.000,0.000,48.850,0.000,0.000,0,0,0,0,0,0,1.399,3.240,3.784,1,0
10,31,32.000,4,7,1,0,0,5.400,0.000,28.350,0.000,0.000,60.150,0.000,0.000,0,1,1,0,0,1,1.686,3.240,3.466,2,1
69,33,52.000,4,9,0,1,0,29.950,0.000,0.000,29.000,0.000,2142.800,0.000,1915.000,0,0,0,0,1,0,3.400,3.240,3.951,3,0
23,20,15.000,3,0,0,0,0,7.500,0.000,0.000,0.000,0.000,199.650,0.000,0.000,0,0,0,0,0,0,2.015,3.240,2.708,2,0
53,31,46.000,3,6,1,1,0,27.100,18.500,42.500,37.500,0.000,1408.350,935.000,2015.000,0,1,1,0,0,0,3.300,2.918,3.829,2,0
60,57,107.000,2,33,0,1,1,17.550,30.750,0.000,21.250,46.700,1035.200,1863.150,1245.000,0,1,0,1,1,0,2.865,3.426,4.673,3,0
33,33,56.000,2,11,0,1,0,13.450,0.000,0.000,16.000,0.000,470.900,0.000,470.000,0,0,0,1,0,0,2.599,3.240,4.025,1,0
67,40,40.000,4,7,1,1,1,24.350,0.000,46.600,15.250,37.450,1585.850,0.000,1015.000,1,1,1,0,0,1,3.193,3.240,3.689,4,0
15,38,56.000,3,13,0,1,0,5.400,18.000,0.000,15.000,0.000,76.750,274.950,225.000,0,0,0,1,0,0,1.686,2.890,4.025,3,0
64,31,46.000,2,7,1,1,1,24.150,0.000,34.800,17.750,33.200,1546.550,0.000,1115.000,1,0,1,0,0,1,3.184,3.240,3.829,2,0
46,49,51.000,2,21,0,1,0,7.250,0.000,0.000,21.750,0.000,329.950,0.000,945.000,0,0,0,0,0,0,1.981,3.240,3.932,1,1
72,60,12.000,1,20,0,1,1,53.750,68.500,0.000,10.250,43.950,3776.100,4938.600,780.000,1,1,0,1,1,0,3.984,4.227,2.485,4,0
61,43,34.000,5,6,1,1,1,25.050,39.000,56.800,32.750,51.000,1541.900,2536.100,1980.000,1,1,1,1,1,1,3.221,3.664,3.526,4,1
54,27,27.000,2,6,1,1,1,12.400,35.000,48.300,5.750,43.500,660.850,1919.750,315.000,1,1,1,1,1,1,2.518,3.555,3.296,4,0
28,36,42.000,3,7,0,1,0,12.900,28.250,0.000,14.000,0.000,363.650,820.150,370.000,0,0,1,1,1,0,2.557,3.341,3.738,3,0
28,38,119.000,5,2,1,0,1,5.050,0.000,46.900,0.000,42.650,141.950,0.000,0.000,1,1,1,0,1,1,1.619,3.240,4.779,4,1
32,43,146.000,1,27,0,1,1,18.300,33.500,0.000,15.500,17.450,546.350,1090.650,510.000,0,0,0,1,1,0,2.907,3.512,4.984,3,0
52,46,51.000,2,13,0,1,0,12.500,0.000,0.000,15.000,0.000,638.700,0.000,755.000,0,0,0,0,0,0,2.526,3.240,3.932,2,0
48,62,86.000,1,22,1,1,1,16.350,33.500,38.950,18.750,30.600,729.300,1613.600,920.000,1,0,0,1,1,1,2.794,3.512,4.454,3,0
52,42,27.000,3,8,0,1,0,19.650,31.000,0.000,19.750,0.000,1008.800,1661.300,1050.000,0,0,1,1,1,0,2.978,3.434,3.296,3,0
37,43,38.000,3,9,0,0,0,8.100,0.000,0.000,0.000,0.000,289.750,0.000,0.000,0,0,0,0,0,0,2.092,3.240,3.638,2,0
41,52,928.000,3,29,0,1,0,7.650,25.000,0.000,13.500,0.000,344.000,1060.650,465.000,1,0,0,1,1,0,2.035,3.219,6.833,3,0
43,27,21.000,2,1,0,1,0,12.650,0.000,0.000,16.500,0.000,558.850,0.000,760.000,0,0,0,0,0,0,2.538,3.240,3.045,2,0
67,60,24.000,1,6,0,1,0,25.100,0.000,0.000,21.500,0.000,1659.100,0.000,1530.000,1,0,0,0,1,0,3.223,3.240,3.178,3,0
61,52,91.000,1,25,0,1,0,13.800,0.000,0.000,47.000,0.000,840.150,0.000,2790.000,0,0,0,0,0,0,2.625,3.240,4.511,1,0
70,39,38.000,2,8,0,1,0,30.300,26.500,0.000,51.250,0.000,2201.000,1981.650,3450.000,0,0,0,0,1,0,3.411,3.277,3.638,3,0
44,32,96.000,4,5,1,1,1,5.250,22.000,61.950,8.750,57.800,213.450,951.950,360.000,1,1,1,1,1,1,1.658,3.091,4.564,4,0
46,45,96.000,3,17,1,1,0,10.950,0.000,24.500,9.750,0.000,504.300,0.000,410.000,0,0,1,0,0,1,2.393,3.240,4.564,2,0
39,34,54.000,3,5,0,1,0,6.500,0.000,0.000,13.250,0.000,265.450,0.000,460.000,0,0,0,0,0,0,1.872,3.240,3.989,1,0
39,59,1668.000,4,27,0,0,0,8.200,15.000,0.000,0.000,0.000,303.950,595.600,0.000,1,0,1,1,0,0,2.104,2.708,7.419,2,0
50,29,53.000,4,0,1,1,1,13.200,46.000,53.150,11.500,46.400,593.350,2412.650,540.000,1,1,0,1,1,0,2.580,3.829,3.970,4,0
5,31,21.000,3,1,0,0,0,2.600,0.000,0.000,0.000,0.000,16.100,0.000,0.000,0,0,0,0,0,1,0.956,3.240,3.045,1,1
10,34,52.000,5,3,1,0,1,4.300,0.000,32.550,0.000,25.400,47.450,0.000,0.000,0,0,1,0,0,1,1.459,3.240,3.951,2,1
72,69,17.000,3,36,0,1,0,38.200,0.000,0.000,28.250,0.000,2751.650,0.000,2005.000,0,0,0,0,0,0,3.643,3.240,2.833,2,0
68,60,262.000,2,39,0,1,0,31.600,0.000,0.000,26.000,0.000,2112.250,0.000,1690.000,0,0,0,1,0,0,3.453,3.240,5.568,3,0
58,28,34.000,5,1,1,1,0,19.900,0.000,41.700,23.750,0.000,1144.600,0.000,1335.000,1,1,1,0,0,1,2.991,3.240,3.526,2,0
18,44,107.000,1,19,0,0,0,2.250,0.000,0.000,0.000,0.000,41.800,0.000,0.000,0,0,0,0,0,0,0.811,3.240,4.673,1,0
65,45,67.000,5,13,1,1,0,9.850,20.750,27.650,36.000,0.000,671.200,1391.850,2305.000,0,0,0,1,1,0,2.287,3.033,4.205,3,0
8,45,37.000,4,0,1,0,0,4.650,0.000,32.050,0.000,0.000,64.450,0.000,0.000,0,0,1,0,0,1,1.537,3.240,3.611,2,1
1,20,21.000,2,0,1,0,0,0.900,0.000,23.850,0.000,0.000,0.900,0.000,0.000,1,1,0,0,0,1,-0.105,3.240,3.045,1,1
42,58,22.000,1,4,0,0,0,3.600,0.000,0.000,0.000,0.000,166.750,0.000,0.000,0,0,0,0,0,0,1.281,3.240,3.091,2,0
4,25,71.000,3,3,1,0,0,3.600,0.000,28.700,0.000,0.000,14.950,0.000,0.000,1,0,1,0,0,1,1.281,3.240,4.263,1,0
17,35,77.000,3,8,0,0,0,8.100,15.000,0.000,0.000,0.000,144.400,251.100,0.000,0,0,0,1,0,0,2.092,2.708,4.344,3,0
8,24,18.000,4,0,1,1,1,2.950,17.000,39.300,20.000,34.300,16.800,134.250,165.000,1,1,1,1,1,1,1.082,2.833,2.890,4,1
49,37,50.000,2,12,0,1,0,4.200,0.000,0.000,16.500,0.000,243.100,0.000,800.000,0,0,0,0,0,0,1.435,3.240,3.912,2,0
56,46,33.000,4,7,1,1,0,22.700,0.000,32.900,8.500,0.000,1257.400,0.000,525.000,0,0,1,0,0,1,3.122,3.240,3.497,2,0
62,57,94.000,1,22,0,1,0,11.950,32.000,0.000,53.000,0.000,757.600,1999.950,3250.000,0,1,0,1,1,1,2.481,3.466,4.543,4,0
42,57,209.000,1,40,0,1,0,9.450,0.000,0.000,11.000,0.000,383.450,0.000,475.000,0,0,0,0,0,0,2.246,3.240,5.342,1,0
13,32,31.000,4,5,0,1,1,5.050,35.500,0.000,10.500,23.300,64.850,452.300,115.000,1,0,0,1,1,0,1.619,3.570,3.434,3,0
69,46,66.000,2,19,0,1,0,21.850,0.000,0.000,46.500,0.000,1589.100,0.000,3265.000,0,0,0,0,0,0,3.084,3.240,4.190,2,0
45,59,51.000,1,15,0,1,0,5.950,0.000,0.000,5.250,0.000,236.300,0.000,175.000,0,0,0,0,0,0,1.783,3.240,3.932,1,0
66,42,118.000,2,20,0,1,0,26.800,0.000,0.000,21.750,0.000,1774.750,0.000,1480.000,0,0,0,0,0,0,3.288,3.240,4.771,2,0
15,35,25.000,2,3,1,0,0,4.750,0.000,21.400,0.000,0.000,41.400,0.000,0.000,0,0,1,0,0,1,1.558,3.240,3.219,1,1
41,44,59.000,3,21,1,1,0,12.100,0.000,44.900,24.500,0.000,479.950,0.000,1005.000,1,0,1,1,0,1,2.493,3.240,4.078,2,0
11,20,20.000,2,0,1,1,1,4.750,23.000,38.550,13.500,42.700,48.000,221.350,155.000,1,1,1,1,1,1,1.558,3.135,2.996,4,1
45,30,63.000,5,4,1,1,1,7.100,40.750,39.750,16.500,50.850,314.800,1849.500,775.000,1,1,1,1,1,1,1.960,3.707,4.143,4,1
52,62,36.000,4,17,0,1,0,13.350,18.500,0.000,18.500,0.000,709.250,978.850,915.000,0,0,0,0,1,0,2.592,2.918,3.584,1,0
42,56,72.000,4,18,1,1,1,8.000,0.000,38.500,20.500,40.050,336.900,0.000,770.000,1,1,1,1,1,1,2.079,3.240,4.277,4,0
48,35,50.000,1,16,0,1,0,12.850,21.750,0.000,17.000,0.000,622.750,1018.550,790.000,1,0,0,1,0,0,2.553,3.080,3.912,3,0
4,31,39.000,2,5,1,1,1,4.900,26.000,41.550,10.000,36.400,19.650,95.950,25.000,1,1,1,1,1,1,1.589,3.258,3.664,4,1
53,64,54.000,2,20,1,1,1,9.650,39.250,51.150,53.500,74.800,483.550,2053.200,2675.000,1,1,1,1,1,1,2.267,3.670,3.989,4,0
1,59,9.000,1,4,0,1,0,3.800,26.500,0.000,20.500,0.000,3.800,26.500,20.500,0,0,0,1,0,0,1.335,3.277,2.197,3,0
19,30,33.000,4,1,1,0,0,4.050,22.250,31.800,0.000,0.000,79.450,396.350,0.000,1,1,1,1,1,1,1.399,3.102,3.497,4,0
33,30,28.000,1,9,0,0,0,7.400,0.000,0.000,0.000,0.000,246.550,0.000,0.000,0,0,0,0,0,0,2.001,3.240,3.332,1,0
42,36,44.000,2,11,0,0,1,7.000,26.500,0.000,0.000,26.100,321.950,1161.300,0.000,0,1,0,1,1,0,1.946,3.277,3.784,3,0
60,32,34.000,4,4,0,1,0,23.950,0.000,0.000,10.000,0.000,1513.000,0.000,615.000,0,0,0,0,0,0,3.176,3.240,3.526,2,0
57,51,68.000,4,18,0,1,0,16.050,18.750,0.000,8.250,0.000,930.400,1096.000,365.000,0,0,0,1,1,0,2.776,2.931,4.220,3,0
64,39,37.000,1,9,0,1,0,10.200,0.000,0.000,17.500,0.000,640.750,0.000,1020.000,0,0,0,0,0,0,2.322,3.240,3.611,1,0
28,20,18.000,3,0,1,0,1,7.700,0.000,38.900,0.000,32.000,190.050,0.000,0.000,1,1,1,1,1,1,2.041,3.240,2.890,4,0
29,35,55.000,2,7,0,1,0,15.650,21.750,0.000,30.750,0.000,477.950,612.550,855.000,0,0,0,1,1,0,2.750,3.080,4.007,3,1
46,31,21.000,1,5,0,1,0,8.950,0.000,0.000,9.250,0.000,369.950,0.000,415.000,0,0,0,1,1,0,2.192,3.240,3.045,3,0
22,41,29.000,3,11,0,0,0,12.750,0.000,0.000,0.000,0.000,274.850,0.000,0.000,0,0,0,0,0,0,2.546,3.240,3.367,1,1
10,56,9.000,2,6,0,0,0,3.200,0.000,0.000,0.000,0.000,36.900,0.000,0.000,0,0,0,0,1,0,1.163,3.240,2.197,1,0
50,41,138.000,2,18,1,1,0,12.350,19.750,27.850,14.500,0.000,585.050,937.850,690.000,0,0,0,0,0,1,2.514,2.983,4.927,2,1
55,65,28.000,4,12,0,1,1,18.600,46.250,0.000,14.750,41.200,1007.300,2610.550,835.000,1,1,0,1,1,0,2.923,3.834,3.332,4,0
15,54,62.000,1,11,0,0,0,3.150,0.000,0.000,0.000,0.000,54.250,0.000,0.000,0,0,0,0,0,0,1.147,3.240,4.127,1,0
31,32,37.000,3,8,0,1,1,4.600,19.750,0.000,8.750,56.450,140.550,593.750,290.000,1,1,1,1,1,0,1.526,2.983,3.611,4,0
5,44,83.000,1,16,1,0,0,4.650,0.000,25.250,0.000,0.000,12.300,0.000,0.000,0,0,0,1,0,0,1.537,3.240,4.419,2,1
69,63,168.000,1,43,0,1,0,14.500,44.250,0.000,18.250,0.000,1020.300,3097.250,1230.000,0,0,0,1,1,0,2.674,3.790,5.124,3,0
26,27,33.000,4,1,1,1,1,5.850,25.500,42.450,13.250,34.150,114.550,656.850,310.000,1,1,1,1,1,1,1.766,3.239,3.497,4,1
10,33,66.000,3,9,0,1,0,7.100,21.250,0.000,25.250,0.000,59.300,241.800,220.000,0,0,1,0,0,0,1.960,3.056,4.190,1,1
26,30,18.000,4,1,0,1,0,7.250,25.500,0.000,32.500,0.000,171.850,688.350,840.000,1,1,0,1,1,0,1.981,3.239,2.890,4,1
25,30,20.000,1,4,0,1,0,8.550,21.750,0.000,15.500,0.000,215.950,522.150,370.000,0,0,0,1,1,0,2.146,3.080,2.996,3,0
30,23,19.000,3,1,1,1,0,7.900,0.000,35.200,27.500,0.000,253.050,0.000,840.000,0,0,1,0,0,1,2.067,3.240,2.944,2,0
21,39,25.000,2,1,0,1,1,8.500,27.000,0.000,20.000,31.250,175.300,582.000,440.000,0,0,0,1,1,0,2.140,3.296,3.219,3,0
71,46,119.000,5,7,1,1,1,42.850,0.000,70.050,15.000,111.950,3080.850,0.000,1020.000,1,1,1,0,1,1,3.758,3.240,4.779,4,0
11,48,323.000,4,25,0,1,1,5.250,30.000,0.000,21.750,25.750,48.500,293.850,205.000,0,0,1,1,1,0,1.658,3.401,5.778,3,1
24,30,45.000,1,11,0,0,0,6.000,0.000,0.000,0.000,0.000,134.700,0.000,0.000,0,0,0,0,0,0,1.792,3.240,3.807,1,0
65,59,197.000,4,26,1,1,0,45.400,0.000,25.750,46.750,0.000,2973.550,0.000,3065.000,0,1,0,0,0,1,3.816,3.240,5.283,2,0
16,34,56.000,3,10,0,0,0,9.350,0.000,0.000,0.000,0.000,157.000,0.000,0.000,0,0,0,0,0,0,2.235,3.240,4.025,1,1
37,51,24.000,4,4,0,1,0,8.200,0.000,0.000,13.750,0.000,288.400,0.000,480.000,0,0,0,0,0,1,2.104,3.240,3.178,2,0
5,30,25.000,3,6,1,0,0,2.400,14.750,27.500,0.000,0.000,25.450,72.450,0.000,0,0,0,1,0,0,0.875,2.691,3.219,3,1
3,55,26.000,5,0,1,0,0,6.400,0.000,31.200,0.000,0.000,22.400,0.000,0.000,1,0,1,0,0,1,1.856,3.240,3.258,2,1
5,32,33.000,4,3,1,0,0,3.200,0.000,21.600,0.000,0.000,24.550,0.000,0.000,0,0,1,0,0,1,1.163,3.240,3.497,1,1
60,44,150.000,2,24,0,1,1,20.000,63.500,0.000,15.000,36.800,1207.300,3907.800,870.000,1,1,0,1,1,1,2.996,4.151,5.011,4,0
19,37,99.000,2,15,0,0,0,8.000,0.000,0.000,0.000,0.000,142.050,0.000,0.000,0,0,1,0,0,1,2.079,3.240,4.595,2,1
54,40,50.000,4,12,0,1,1,22.800,0.000,0.000,5.000,33.050,1266.100,0.000,310.000,1,0,1,1,1,1,3.127,3.240,3.912,4,0
25,41,81.000,3,20,0,1,0,7.400,0.000,0.000,11.000,0.000,193.650,0.000,290.000,0,0,0,1,1,0,2.001,3.240,4.394,3,0
1,36,21.000,1,1,1,0,0,1.350,0.000,22.600,0.000,0.000,1.350,0.000,0.000,0,0,0,0,0,1,0.300,3.240,3.045,2,1
54,68,273.000,3,27,0,1,0,18.350,0.000,0.000,6.000,0.000,1003.200,0.000,325.000,0,0,1,0,0,1,2.910,3.240,5.609,1,0
14,31,39.000,3,4,0,0,0,4.400,0.000,0.000,0.000,0.000,60.650,0.000,0.000,0,0,0,0,0,0,1.482,3.240,3.664,1,0
14,28,17.000,2,3,1,0,0,5.800,0.000,20.850,0.000,0.000,86.750,0.000,0.000,0,0,0,0,0,1,1.758,3.240,2.833,1,1
10,45,115.000,3,17,1,0,0,5.700,0.000,28.050,0.000,0.000,52.950,0.000,0.000,0,0,1,0,0,1,1.740,3.240,4.745,2,1
7,23,27.000,2,1,0,1,0,3.650,9.500,0.000,7.000,0.000,21.000,76.050,55.000,0,0,0,1,0,0,1.295,2.251,3.296,1,0
33,45,35.000,1,6,0,1,0,5.650,24.000,0.000,25.500,0.000,205.750,860.950,780.000,0,1,0,1,1,0,1.732,3.178,3.555,3,1
3,23,20.000,2,4,1,0,0,4.650,0.000,30.000,0.000,0.000,11.200,0.000,0.000,1,0,1,0,1,1,1.537,3.240,2.996,1,0
56,58,92.000,1,25,0,1,0,8.250,0.000,0.000,19.750,0.000,476.700,0.000,1075.000,0,0,0,0,1,0,2.110,3.240,4.522,1,0
54,56,207.000,2,35,0,1,0,9.000,25.250,0.000,9.000,0.000,464.650,1352.250,455.000,0,0,0,1,1,0,2.197,3.229,5.333,3,0
72,55,40.000,1,11,0,1,0,34.250,0.000,0.000,35.750,0.000,2472.650,0.000,2770.000,0,0,0,0,0,0,3.534,3.240,3.689,2,0
18,29,40.000,2,1,1,0,0,9.500,0.000,27.350,0.000,0.000,196.200,0.000,0.000,0,0,1,1,0,0,2.251,3.240,3.689,3,0
25,29,55.000,4,1,0,0,0,5.250,24.750,0.000,0.000,0.000,147.950,612.450,0.000,0,0,0,0,0,1,1.658,3.209,4.007,1,1
42,62,26.000,1,35,0,1,0,8.750,0.000,0.000,27.000,0.000,337.750,0.000,1070.000,0,0,0,0,0,1,2.169,3.240,3.258,1,0
4,37,41.000,2,8,1,1,0,2.800,13.500,29.900,16.500,0.000,5.300,45.750,60.000,0,1,1,1,0,0,1.030,2.603,3.714,1,0
12,50,203.000,4,25,0,1,1,4.950,22.000,0.000,11.250,28.300,71.500,284.700,120.000,0,1,0,1,0,1,1.599,3.091,5.313,1,1
53,64,380.000,2,36,0,1,0,12.850,40.250,0.000,15.000,0.000,687.900,2104.300,825.000,0,0,0,1,1,0,2.553,3.695,5.940,3,0
13,38,104.000,4,6,0,1,1,10.250,21.500,0.000,25.750,58.850,160.400,274.000,325.000,1,1,1,1,1,1,2.327,3.068,4.644,4,1
18,31,24.000,3,4,0,0,0,12.150,0.000,0.000,0.000,0.000,202.200,0.000,0.000,0,0,0,0,0,1,2.497,3.240,3.178,2,0
67,42,81.000,3,20,0,1,1,24.400,41.250,0.000,9.500,36.700,1701.000,2799.450,615.000,1,1,0,1,1,0,3.195,3.720,4.394,4,0
6,24,17.000,1,1,0,1,0,3.250,21.000,0.000,15.250,0.000,29.250,132.200,45.000,0,0,0,1,1,0,1.179,3.045,2.833,3,0
25,46,45.000,1,12,0,0,0,5.400,16.000,0.000,0.000,0.000,155.000,408.050,0.000,1,0,0,1,0,0,1.686,2.773,3.807,3,0
15,39,32.000,2,2,1,0,0,3.450,0.000,31.850,0.000,0.000,44.450,0.000,0.000,1,0,0,0,0,1,1.238,3.240,3.466,2,1
32,35,57.000,4,5,1,0,0,8.600,11.000,30.050,0.000,0.000,259.300,335.150,0.000,0,0,0,0,0,0,2.152,2.398,4.043,2,0
22,39,63.000,4,9,1,0,0,6.200,0.000,21.350,0.000,0.000,121.700,0.000,0.000,0,0,1,0,0,1,1.825,3.240,4.143,2,1
8,22,25.000,4,0,0,1,1,8.000,32.250,0.000,18.250,19.450,61.550,264.000,155.000,1,0,0,1,1,0,2.079,3.474,3.219,3,0
3,31,22.000,1,1,1,0,0,3.400,0.000,22.700,0.000,0.000,7.600,0.000,0.000,0,0,1,1,0,1,1.224,3.240,3.091,1,1
32,54,155.000,2,20,0,0,0,16.350,0.000,0.000,0.000,0.000,528.500,0.000,0.000,0,0,0,0,0,0,2.794,3.240,5.043,1,0
49,54,30.000,2,5,0,1,0,15.500,0.000,0.000,14.250,0.000,754.800,0.000,625.000,0,0,0,0,0,0,2.741,3.240,3.401,2,0
2,28,46.000,3,0,0,0,1,3.450,0.000,0.000,0.000,15.100,6.550,0.000,0.000,0,1,0,1,1,1,1.238,3.240,3.829,4,0
39,47,68.000,4,10,0,0,0,8.300,0.000,0.000,0.000,0.000,308.550,0.000,0.000,0,0,1,0,0,1,2.116,3.240,4.220,2,1
42,33,67.000,2,5,0,1,0,6.700,0.000,0.000,25.250,0.000,270.200,0.000,1075.000,0,0,0,0,1,0,1.902,3.240,4.205,2,0
28,36,69.000,3,2,1,1,1,6.050,25.250,41.550,31.750,36.600,153.050,697.050,835.000,1,1,0,1,1,1,1.800,3.229,4.234,4,0
41,46,47.000,2,11,1,1,1,6.300,41.250,55.800,20.000,50.950,279.700,1665.000,830.000,1,1,0,1,1,0,1.841,3.720,3.850,4,0
67,50,83.000,2,12,1,1,0,29.450,0.000,22.650,19.000,0.000,1921.550,0.000,1240.000,0,0,0,0,0,1,3.383,3.240,4.419,2,0
38,40,34.000,2,11,1,1,0,4.250,0.000,19.800,7.000,0.000,157.600,0.000,275.000,0,0,1,0,0,0,1.447,3.240,3.526,2,0
18,38,45.000,2,2,1,1,1,2.700,31.500,36.250,15.000,23.400,45.600,609.200,270.000,1,0,1,1,1,1,0.993,3.450,3.807,4,1
6,42,29.000,2,2,0,1,1,4.300,25.750,0.000,29.000,31.900,13.400,159.150,165.000,1,1,0,1,1,0,1.459,3.248,3.367,4,0
4,36,21.000,2,1,0,0,0,3.300,0.000,0.000,0.000,0.000,22.100,0.000,0.000,0,0,0,0,1,0,1.194,3.240,3.045,1,0
13,23,30.000,3,0,1,0,0,5.150,24.250,28.850,0.000,0.000,53.500,294.550,0.000,1,1,1,0,1,0,1.639,3.188,3.401,4,0
20,35,78.000,4,7,1,0,1,5.500,0.000,46.100,0.000,35.250,97.150,0.000,0.000,1,1,1,1,0,1,1.705,3.240,4.357,4,1
34,49,61.000,3,15,0,0,0,12.650,34.250,0.000,0.000,0.000,414.900,1119.350,0.000,0,0,0,1,1,0,2.538,3.534,4.111,3,0
46,29,90.000,5,3,0,1,1,16.850,40.500,0.000,34.500,39.800,736.450,1817.750,1480.000,1,1,1,1,1,0,2.824,3.701,4.500,4,0
48,41,43.000,2,7,0,1,0,19.500,0.000,0.000,11.750,0.000,887.700,0.000,530.000,0,0,0,0,0,0,2.970,3.240,3.761,2,0
69,61,301.000,2,37,1,1,1,26.050,36.750,41.850,16.250,38.450,1738.150,2589.300,1110.000,1,0,0,1,1,0,3.260,3.604,5.707,3,0
32,34,32.000,2,15,0,0,0,9.250,0.000,0.000,0.000,0.000,285.750,0.000,0.000,0,0,0,0,1,0,2.225,3.240,3.466,1,0
29,29,41.000,2,9,1,0,0,4.750,23.000,37.450,0.000,0.000,112.000,626.600,0.000,0,0,0,0,1,1,1.558,3.135,3.714,2,0
55,52,127.000,1,28,0,1,0,7.050,0.000,0.000,20.250,0.000,400.550,0.000,1150.000,1,0,0,0,0,1,1.953,3.240,4.844,2,0
