CUSTID,小計_Sum,アクセサリ_小計_Sum,インナーウエア_小計_Sum,バッグ_小計_Sum,化粧品_小計_Sum,婦人服_小計_Sum,靴_小計_Sum,食品_小計_Sum
102217,705584,0,159536,97729,28892,260048,123288,36091
102218,44964,44964,0,0,0,0,0,0
102219,79650,0,0,0,0,79650,0,0
102222,28714,0,4000,0,10680,4894,9140,0
102223,183094,0,0,6960,25720,148137,2277,0
102226,52504,0,0,31504,1020,19980,0,0
102229,45144,0,13739,7360,0,1900,11000,11145
102230,193022,0,0,0,108969,0,52772,31281
102233,62178,0,0,0,3000,49878,9300,0
102235,38887,0,3330,4320,7060,4877,10920,8380
102236,141777,6650,35703,6247,41245,33587,8235,10110
102239,145304,6780,35160,0,18816,2067,82481,0
102241,49620,0,0,0,0,37680,11940,0
102242,128029,6380,6475,8435,53284,3384,46387,3684
102245,294106,3990,87579,64239,98225,35303,0,4770
102247,67986,0,0,13200,0,21700,2186,30900
102248,62074,0,2900,11941,8450,16480,19055,3248
102250,153845,0,39050,0,5778,14820,20934,73263
102253,77489,10875,4530,0,30381,12220,19483,0
102256,661444,127138,41718,9785,227882,105119,120659,29143
102259,87233,0,2701,0,22750,10590,41000,10192
102261,262751,8278,48227,1194,30095,44653,54198,76106
102262,119775,0,50586,0,26439,30000,0,12750
102266,123362,57202,0,0,1000,43680,4180,17300
102267,117031,0,16031,0,3000,0,98000,0
102268,22009,0,0,0,2910,17119,1980,0
102270,65026,8710,0,0,20316,31600,0,4400
102279,508686,41735,24442,203066,52898,22565,74500,89480
102284,71552,2500,0,4400,27550,5278,24768,7056
102285,40827,0,25596,0,6513,4380,4338,0
102287,141399,0,13366,42788,37963,21044,9423,16815
102288,274799,4727,74462,4998,65128,87952,1596,35936
102290,31030,0,0,0,0,27760,3270,0
102291,124660,0,27058,26860,7400,0,24340,39002
102292,37850,0,14900,1440,8550,9960,0,3000
102295,183902,28216,7904,45795,10841,57119,2140,31887
102297,125784,15039,23494,20265,36670,0,17640,12676
102298,70418,1340,34639,0,5333,3867,1216,24023
102299,197602,0,10490,5793,95451,6208,60610,19050
102300,32236,4675,14304,4500,6420,1320,0,1017
102302,314898,0,123300,0,0,191598,0,0
102303,144345,55200,9194,39876,3520,11640,8435,16480
102304,31588,0,10987,1606,3164,1590,12761,1480
102306,79309,0,7149,12894,17845,9081,21760,10580
102307,32713,0,3020,4917,9948,6640,8188,0
102308,126590,12750,6302,4080,32536,29360,35716,5846
102310,234942,0,11880,12650,84595,3000,112747,10070
102314,467899,30024,133115,16820,136910,120060,27470,3500
102315,116203,0,70020,24140,22043,0,0,0
102316,53130,0,0,0,30910,0,22220,0
102317,57121,0,15115,0,23506,18500,0,0
102318,82332,0,26448,0,18430,33354,4100,0
102319,39365,5432,4662,8240,9370,7265,1140,3256
102320,12739,0,5535,2412,4792,0,0,0
102321,64302,0,0,0,15650,5410,0,43242
102325,24874,0,8334,0,12760,3780,0,0
102326,189717,4796,17074,38370,48896,54916,24135,1530
102327,115616,29925,16421,8980,19840,1400,6300,32750
102329,146486,0,7750,0,44180,0,94556,0
102331,192420,0,0,3780,0,0,0,188640
102333,20764,5230,6071,0,5740,0,0,3723
102334,109902,7768,91120,3168,0,7846,0,0
102336,134033,0,8630,9370,25796,22440,65971,1826
102337,307197,78967,18278,26683,48418,75650,35370,23831
102339,129374,26268,2252,0,91130,0,7900,1824
102340,160710,0,40142,0,16850,84042,3666,16010
102341,25655,2734,7260,1853,0,2600,0,11208
102345,103790,5000,8368,29205,4438,4272,29782,22725
102348,56924,3240,13990,4980,5664,27300,1750,0
102351,97139,6226,38711,5962,23545,4829,6568,11298
102352,42654,0,14304,0,5700,8910,4640,9100
102354,117930,42438,24704,0,27098,0,9480,14210
102361,289440,0,0,5380,275230,0,8830,0
102362,57211,0,3500,3100,28121,0,13090,9400
102363,529956,0,104046,14800,58450,139172,123025,90463
102364,36220,0,0,13960,0,22260,0,0
102367,25235,0,3875,0,0,21360,0,0
102368,120698,2120,0,23600,1520,0,48710,44748
102369,24263,2924,16988,0,4351,0,0,0
102371,1096708,78214,246111,176479,130967,200912,184860,79165
102372,387565,111585,97713,46959,35950,28693,19910,46755
102374,1323290,34279,561160,65054,220480,182970,148191,111156
102375,60880,0,0,0,8500,38520,0,13860
102376,62082,0,1980,0,38302,2960,16110,2730
102377,39165,3450,0,0,0,10830,0,24885
102379,59239,0,3826,2016,8970,25775,7900,10752
102380,123246,30445,12102,10180,2907,37302,13460,16850
102381,132972,1120,6540,2720,82152,0,40440,0
102382,35310,0,0,9790,0,25520,0,0
102385,45440,0,0,0,1300,32750,11390,0
102388,666363,101149,185453,21435,134720,55903,151770,15933
102389,564057,132990,74940,11933,25374,164106,152410,2304
102390,170996,0,0,56165,18900,60731,35200,0
102391,280382,3920,0,51952,86240,86380,27044,24846
102392,152189,13335,10175,4130,48322,12175,48422,15630
102393,313186,12920,45670,4000,54017,7110,138365,51104
102395,233591,171200,0,22090,22880,15661,1760,0
102397,511408,46224,4318,50233,207098,66794,39298,97443
102398,39450,4400,1694,1200,3500,7320,17736,3600
102400,57973,0,0,10242,13984,30933,2814,0
102402,21093,0,3570,0,4400,7703,0,5420
102405,48480,0,0,40320,8160,0,0,0
102407,12993,0,7779,0,0,0,5214,0
102408,99045,0,19980,0,0,46333,32732,0
102409,27382,0,1292,1440,3500,19170,1980,0
102410,176540,0,30852,12217,35310,46300,7710,44151
102411,201221,0,5860,30260,40677,30320,92864,1240
102412,158719,0,60078,7980,69637,10195,9608,1221
102414,42776,11925,5198,18083,1490,6080,0,0
102417,477644,0,31111,54614,253188,55305,72601,10825
102419,97627,0,6925,2475,45823,3560,3960,34884
102420,749914,22638,11732,35179,47593,254700,353265,24807
102422,228302,4161,3500,5074,71836,76596,67135,0
102424,58102,0,6400,10140,1560,10542,10660,18800
102426,23111,1774,0,3456,4684,6420,6777,0
102427,85233,0,0,0,0,85233,0,0
102430,42729,0,15318,13651,0,9920,3840,0
102433,332562,14730,130318,16230,50389,75600,24789,20506
102434,238011,1060,128210,0,11076,35695,35200,26770
102437,1093971,0,599527,22810,207657,74697,14820,174460
102438,26968,0,0,1800,9150,8068,2450,5500
102439,179779,12920,62950,17630,53230,1134,0,31915
102444,24860,0,0,0,2160,19700,3000,0
102446,357151,0,101794,0,78265,143840,0,33252
102447,124396,4490,22213,0,8235,43053,3400,43005
102448,82460,16300,1618,27222,18300,11442,3450,4128
102451,17300,0,13320,0,0,3980,0,0
102454,54620,0,0,0,1400,46720,6500,0
102456,99266,0,21800,8600,29526,24940,1200,13200
102457,159958,0,2620,47100,47880,11692,3240,47426
102459,39500,0,0,0,10500,29000,0,0
102460,55690,1404,4325,11691,2030,5037,2300,28903
102462,135868,0,0,0,3520,124060,8288,0
102465,85480,0,37180,0,26940,16020,5340,0
102468,147433,8964,60618,20913,36567,14830,3851,1690
102469,34643,0,3160,4665,18406,7152,0,1260
102471,470830,34936,81157,100828,23394,227969,2546,0
102472,100847,2508,7965,0,3420,46200,35410,5344
102473,18862,0,0,0,0,18862,0,0
102475,45846,11856,24750,5390,0,3850,0,0
102477,74536,1395,5116,16279,7974,19672,21420,2680
102479,78929,1960,8496,8370,25092,11979,9292,13740
102483,25068,0,3988,17200,0,3880,0,0
102484,153267,74400,8400,0,31992,3300,35175,0
102485,994042,14415,343556,138828,222372,80489,108953,85429
102488,529540,11015,158251,13560,157339,142210,37090,10075
102489,118513,36662,1400,1395,67226,6620,0,5210
102497,69034,3680,1620,0,58154,0,0,5580
102501,140940,0,0,0,0,140940,0,0
102505,46897,0,0,0,0,44863,0,2034
102506,100021,0,9600,80769,0,1782,6670,1200
102507,165664,14040,63260,18040,46514,1500,3135,19175
102508,85430,0,19300,12000,44750,9380,0,0
102509,89408,10460,22562,5360,3480,19000,11901,16645
102510,414181,0,61505,23442,39600,74914,124360,90360
102511,43226,8675,19583,0,2890,6350,1440,4288
102512,81307,30150,6462,3140,0,35595,5960,0
102513,75540,24450,9600,6677,13870,7846,0,13097
102514,31038,0,1982,0,9234,15294,0,4528
102516,243070,0,137100,0,24109,22441,59420,0
102518,85316,0,0,0,60656,20700,1360,2600
102521,244205,6135,23139,3500,70529,9130,9340,122432
102522,193337,15454,48460,21160,54293,48462,0,5508
102523,114623,0,21031,7546,20316,14330,25000,26400
102524,108099,0,2880,4400,59480,11382,9030,20927
102526,143428,0,90588,0,0,35640,0,17200
102529,132187,0,0,47845,24272,21644,26486,11940
102530,945252,12300,22040,108000,163666,100539,7725,530982
102532,240671,16156,4326,0,84084,110800,22235,3070
102533,36068,0,9132,10784,6940,0,9212,0
102534,30640,0,0,0,0,11840,0,18800
102535,67308,9899,6391,0,6960,5674,28184,10200
102537,231632,35092,25332,44102,20682,47203,21760,37461
102539,102360,0,42570,0,0,59790,0,0
102540,152500,0,0,26500,0,126000,0,0
102542,32281,3094,0,5480,16031,1840,4146,1690
102545,81454,0,8626,6480,15760,5690,44898,0
102547,110907,0,41285,33969,32185,1368,2100,0
102549,40562,0,0,0,26190,14372,0,0
102550,103776,0,0,0,0,100822,2954,0
102551,146445,87800,4600,6815,38270,8960,0,0
102552,590254,75426,78734,19654,103786,156098,36479,120077
102556,64593,15502,12400,15010,16301,2400,2980,0
102557,103513,0,4247,27658,39352,0,1476,30780
102560,73428,3400,12600,1310,30470,22694,2954,0
102561,45095,0,2920,2296,11387,14101,2831,11560
102562,374841,5100,71886,7200,13130,220430,1350,55745
102565,48096,0,7000,0,13862,15254,4300,7680
102568,33425,0,0,0,20770,0,4430,8225
102569,75252,0,11813,4616,17938,6593,11904,22388
102570,27558,0,9908,0,0,0,0,17650
102571,34440,0,0,0,14161,7194,5505,7580
102573,507497,0,55159,0,41336,36332,4770,369900
102576,49302,7846,17216,0,21360,0,2880,0
102578,25584,0,2000,0,14964,0,6220,2400
102579,134632,15300,34543,0,33789,0,0,51000
102580,144102,0,76580,3040,23120,19012,6550,15800
102581,346060,11330,46093,71423,115040,33200,58954,10020
102583,127134,2079,1620,1791,79004,22027,20613,0
102585,64300,0,0,0,37200,24050,3050,0
102586,255576,0,28591,6628,70048,13882,86754,49673
102588,116706,0,9118,18430,50306,29280,5792,3780
102592,91934,2673,25069,0,21117,28240,2880,11955
102593,66685,3680,8000,0,0,42625,6380,6000
102595,28010,0,18000,0,0,7562,2448,0
102596,31300,0,15566,0,15734,0,0,0
102599,63075,1881,0,1200,8470,35674,0,15850
102600,89680,3320,1710,4708,44995,0,11270,23677
102606,309046,42080,51720,0,10580,136176,4090,64400
102609,186612,8082,20877,14760,22708,19487,69918,30780
102611,94015,0,17580,7960,9440,54055,4980,0
102612,109146,0,47416,0,31920,27320,0,2490
102613,126209,0,8231,0,13960,40800,63218,0
102615,62617,3400,8576,11073,3240,0,27137,9191
102616,31060,0,0,0,0,31060,0,0
102617,99182,0,0,0,5711,78134,15337,0
102618,167839,7775,15454,4082,14863,22911,39083,63671
102619,334353,21234,0,12981,125910,85952,47266,41010
102620,30961,0,0,5390,7720,3880,6600,7371
102621,349892,25854,36851,37134,142327,47472,41183,19071
102626,34645,0,9039,0,17642,2140,3896,1928
102627,169507,0,43514,19479,40020,29291,21093,16110
102636,465099,13336,187330,32671,130659,16514,76675,7914
102641,74748,0,19575,1440,24122,18511,6340,4760
102642,226688,0,160873,0,29705,0,0,36110
102643,986175,9800,275685,3000,28652,669038,0,0
102645,55256,1995,20131,0,3004,26438,3688,0
102646,252967,10794,42410,31010,50219,35731,57306,25497
102648,65776,0,0,28540,1500,14204,18880,2652
102649,70445,0,3231,0,37482,26472,0,3260
102653,155155,0,1458,2880,27444,10932,112441,0
102656,53142,0,3080,0,9800,11492,14670,14100
102658,78496,29820,0,17038,11730,7565,4263,8080
102660,23407,0,0,13860,0,0,9547,0
102661,228963,0,10260,20436,18532,157005,13680,9050
102662,38048,0,0,12450,2870,14028,0,8700
102663,744646,0,85668,503630,80609,47702,27037,0
102664,116052,0,2940,1440,9570,81750,6600,13752
102665,488177,34130,88594,91629,56456,37271,88663,91434
102666,129025,27365,20260,4865,55774,5540,10315,4906
102667,260043,13053,8300,2640,69460,106325,36795,23470
102668,47510,0,0,0,0,40950,0,6560
102672,260313,0,33324,18205,35097,25190,93958,54539
102675,161518,0,1080,53475,12236,0,12590,82137
102678,25108,0,0,0,15288,0,0,9820
102679,135932,5250,28150,10330,21748,48361,1224,20869
102680,122283,25678,23750,0,7912,32975,19947,12021
102681,86192,11129,21675,2394,24642,18423,5535,2394
102684,531200,56084,54806,71325,44164,219664,47017,38140
102685,39204,0,0,0,0,39204,0,0
102686,49214,0,26310,14782,2628,5494,0,0
102689,196782,1352,6875,14370,72602,4192,3730,93661
102691,264927,19937,55902,0,50256,99670,31192,7970
102692,113830,0,13470,0,13220,71660,13400,2080
102694,86226,1160,9860,0,34476,5880,7160,27690
102695,328083,6970,55288,57874,69581,76212,20650,41508
102696,291053,0,172985,2040,78292,15860,0,21876
102697,291621,0,127372,24728,17743,52940,2640,66198
102700,352662,0,88676,50671,21949,35264,109527,46575
102703,617230,1745,150227,24200,56889,290516,34363,59290
102708,36050,2200,0,0,0,0,0,33850
102709,334412,20659,52927,30005,33030,6580,38088,153123
102711,136014,0,22210,11700,14714,1100,0,86290
102712,81398,1994,11972,6480,48912,3680,8360,0
102713,24964,0,5298,0,8746,1980,8940,0
102715,65274,1395,23097,1108,21184,0,16800,1690
102717,147197,0,47915,40570,25532,29030,4150,0
102718,144299,0,8785,0,25367,60100,42171,7876
102719,63810,0,8490,0,0,55320,0,0
102720,290760,0,196140,0,64310,1550,7960,20800
102724,266970,0,24216,4980,181112,28912,0,27750
102728,151527,20060,7351,14010,52135,35472,21169,1330
102730,294210,0,0,0,82510,157700,4400,49600
102733,324238,6998,87311,33240,53409,88246,16922,38112
102736,117267,23795,16719,18848,35765,3200,17140,1800
102737,54294,22525,0,12184,12339,0,6160,1086
102738,44508,0,21875,9163,7318,3762,0,2390
102741,92660,0,36560,0,56100,0,0,0
102744,292073,1490,20191,15350,124592,43432,31964,55054
102745,60915,0,0,3240,23270,29415,4990,0
102748,32380,0,0,4140,8800,1780,0,17660
102749,62823,7407,22500,0,21600,8370,1418,1528
102751,156917,8130,30643,13689,35220,41795,21810,5630
102753,38941,0,0,0,5960,12461,15640,4880
102754,59243,17700,7827,17285,14859,0,0,1572
102756,24160,0,0,0,17900,0,6260,0
102757,286268,1416,40866,23804,92974,22349,77122,27737
102758,182421,0,0,8700,22000,141011,0,10710
102759,13672,0,5342,0,3870,1590,2870,0
102764,40199,11606,10946,0,3952,11541,0,2154
102766,35892,0,35892,0,0,0,0,0
102767,90357,0,9950,0,20611,50209,8142,1445
102768,274314,41925,20653,11780,106771,64545,28640,0
102769,65880,0,25390,0,22080,18410,0,0
102771,248617,2552,64566,22997,39691,41736,33811,43264
102773,80772,0,42520,28052,10200,0,0,0
102774,20381,8600,0,0,0,8198,1326,2257
102777,118816,12242,31088,1395,12550,44379,17162,0
102778,252705,0,10075,0,0,57140,0,185490
102780,109367,3610,25702,29408,20228,20672,7657,2090
102785,205967,43903,64847,20923,28526,17415,0,30353
102786,166336,6618,8466,29914,9117,95189,8940,8092
102791,139279,22148,19706,84045,2700,3400,7280,0
102792,122165,0,3180,12610,62824,35370,8181,0
102793,197166,3402,42907,17286,29534,75550,23557,4930
102794,75429,0,6063,2366,2631,6360,11490,46519
102798,318024,54360,37307,4988,100265,48894,59352,12858
102800,360726,50844,71702,11819,84584,56090,45866,39821
102801,46798,0,9328,0,0,37470,0,0
102802,177550,0,89050,4850,20450,0,0,63200
102806,287735,6058,13268,8170,8780,7103,43950,200406
102809,42355,13190,6519,0,3894,14974,1378,2400
102814,57388,0,15438,18630,13035,6900,3385,0
102817,146433,23330,7548,45684,33811,25112,0,10948
102818,197600,0,0,0,88330,20600,0,88670
102819,47199,0,10486,0,9328,3300,10652,13433
102820,462608,68352,26490,28482,44992,249020,15640,29632
102821,39733,12303,8306,0,0,19124,0,0
102822,115983,3402,3880,0,37570,36260,30511,4360
102825,403365,3432,41326,19436,137685,80330,109944,11212
102826,364297,6606,54931,6928,131828,60656,27572,75776
102828,21668,0,2923,7480,9140,2125,0,0
102831,40059,7408,8961,4940,0,15670,0,3080
102832,81265,12853,11562,3840,47610,0,2440,2960
102833,44390,0,1081,11585,0,18354,0,13370
102836,391800,0,179800,0,212000,0,0,0
102839,240602,0,163380,29912,20880,26430,0,0
102840,290201,0,40963,50141,178140,17492,3465,0
102841,320933,0,55302,41069,51546,106713,56043,10260
102844,76978,0,4200,0,16838,47540,0,8400
102845,715892,141360,23311,56885,89831,282222,46376,75907
102849,66925,0,0,5700,33945,21380,4400,1500
102852,277109,8988,46373,20711,41109,27384,113590,18954
102854,29227,0,0,0,2470,15840,10917,0
102856,271269,0,96067,0,45040,35922,94240,0
102857,220943,1321,104744,33454,30212,26688,15548,8976
102859,38781,0,0,1200,20753,5828,11000,0
102862,74550,0,0,0,0,5400,0,69150
102865,451664,50870,229540,67180,57880,30854,2163,13177
102866,59312,0,18576,0,1960,3000,5480,30296
102867,124947,0,9600,20140,35525,0,37619,22063
102869,686340,91359,8607,211825,166945,5164,12731,189709
102870,131985,0,108643,0,17800,5542,0,0
102872,156126,33357,10070,0,42495,17974,52230,0
102876,46404,0,0,0,17704,25400,3300,0
102879,95816,1086,6065,13684,44086,2534,2511,25850
102881,227525,3680,5608,29920,51586,97655,1656,37420
102882,102658,14040,11012,0,46382,0,10050,21174
102889,58073,19154,13433,0,14002,0,4746,6738
102890,28610,0,0,9200,18250,0,0,1160
102892,25778,0,6963,2740,0,12235,3840,0
102894,79974,0,5743,0,14206,27317,6960,25748
102899,216990,0,68666,7353,68987,23308,17310,31366
102900,449891,0,7923,133268,70071,134641,85140,18848
102904,82972,0,17138,6017,8537,23579,21720,5981
102908,201754,1764,10950,68880,59200,30640,30320,0
102910,458148,0,287594,5885,58311,91716,5842,8800
102911,66712,19500,15455,0,21097,3960,5580,1120
102912,89325,10343,13441,8783,8962,4000,35232,8564
102913,25041,0,0,0,20638,0,1980,2423
102915,921293,5000,187806,4950,212483,410156,95822,5076
102917,55542,2057,7314,22344,7636,10551,2780,2860
102918,1079364,12535,466136,41967,106725,175192,17287,259522
102920,274624,3138,23599,8050,48876,109188,18610,63163
102922,1028225,51599,94027,78645,334159,99167,202232,168396
102924,91711,0,16235,5560,15194,33962,17480,3280
102927,51349,0,16477,0,6520,0,28352,0
102928,177322,0,0,31350,100163,39909,0,5900
102931,1728457,28865,388987,91506,677226,167282,294594,79997
102933,104649,0,18036,0,24888,8020,9751,43954
102936,575747,59060,58832,32607,125419,157032,96393,46404
102940,69370,1034,18278,2980,12200,1240,33638,0
102941,21889,7575,0,0,0,3894,2980,7440
102942,98912,4308,9171,0,9273,4660,38040,33460
102946,124751,0,7500,0,77104,32167,7980,0
102947,130172,0,2120,38264,19238,12200,36500,21850
102948,131169,0,14791,0,16290,95123,4965,0
102949,68428,0,12439,14531,8587,4731,24720,3420
102950,24654,0,0,3480,7810,10364,1160,1840
102951,333011,9568,35138,42500,116520,98320,16387,14578
102952,226546,4450,20324,14543,36442,82968,37939,29880
102956,81416,0,2700,7435,5640,65641,0,0
102957,38930,0,5130,0,8450,25350,0,0
102958,769787,49498,176599,35284,222478,151543,98660,35725
102959,227017,7562,3940,16300,17645,28635,96410,56525
102964,168574,69554,23037,0,21753,4470,8692,41068
102968,69784,39130,5050,0,7824,0,4600,13180
102971,86067,25627,0,12000,0,0,7964,40476
102974,130088,1764,7650,3069,38444,58593,20568,0
102975,239710,10500,0,0,113240,25890,7600,82480
102976,551677,37605,27336,18250,217618,55328,14872,180668
102977,154248,8560,27094,13565,35345,13465,53173,3046
102978,41835,0,33040,3795,5000,0,0,0
102979,265008,0,26599,40485,67740,77930,43830,8424
102980,28520,1320,17300,0,0,9900,0,0
102985,73966,7350,13690,17924,13505,5005,16492,0
102988,60095,0,0,37443,7680,0,14972,0
102990,251265,4255,40426,30378,82081,88347,0,5778
102991,24264,0,10764,0,0,10680,2820,0
102992,53638,0,25064,5131,10033,3690,1080,8640
102995,145607,0,48296,19775,21191,46220,10125,0
102996,121991,31968,0,23883,0,65140,1000,0
102997,215431,3728,11566,18530,126145,18571,23851,13040
102998,39768,0,10215,0,10240,19313,0,0
102999,183986,0,5890,0,71708,25240,3872,77276
103001,75888,0,4253,0,36820,4020,14410,16385
103002,260361,42038,25338,4470,149897,12828,25790,0
103003,48015,3353,11631,10525,8000,6864,7642,0
103004,295007,4450,90770,45519,71334,47379,32815,2740
103005,72750,1060,1770,5400,0,1280,63240,0
103006,25663,0,0,4400,2675,18588,0,0
103008,98269,0,0,3200,39508,53581,1980,0
103009,141999,18525,13016,37511,8482,35578,25615,3272
103010,306666,49695,33165,3710,27105,182941,0,10050
103014,54948,0,0,21538,33410,0,0,0
103018,85111,0,13671,0,13960,57480,0,0
103019,62750,7360,10920,4400,33290,0,6780,0
103021,48770,0,11418,0,13316,0,12810,11226
103022,169513,44116,11329,4620,18028,62691,28729,0
103025,377606,18958,44847,36984,82099,28460,39617,126641
103026,50439,0,5680,0,9360,27426,7973,0
103027,155420,10370,36590,0,12450,47670,33400,14940
103029,65559,4880,26479,0,16210,10510,1480,6000
103030,88141,3360,9465,0,28295,43081,3940,0
103031,170915,4030,26115,4802,49477,61668,13060,11763
103033,147722,0,0,79395,32564,3420,1342,31001
103034,90158,20728,4480,11323,27636,13290,11200,1501
103036,76800,0,28800,0,48000,0,0,0
103037,562931,97975,23358,0,221641,162711,4216,53030
103038,117806,0,0,10000,37110,65895,1880,2921
103039,82766,0,29300,6935,39145,1980,4250,1156
103042,105083,1960,31435,0,11790,48200,1500,10198
103044,323211,11064,10760,0,2980,298407,0,0
103048,449159,319934,44595,18466,29976,23228,8700,4260
103049,373194,0,7230,70062,34404,165624,11868,84006
103050,78072,7360,3040,2850,5922,12087,37605,9208
103053,226270,71413,42188,17814,42988,6080,23624,22163
103054,187207,0,52272,19250,18780,47410,42153,7342
103055,93135,0,4438,7695,10416,0,47501,23085
103056,58749,0,10076,5390,15272,28011,0,0
103058,219360,0,22241,1018,55725,100604,36974,2798
103060,373565,25922,51577,43747,180317,2171,41563,28268
103061,128000,40160,8790,33700,35640,7750,1960,0
103062,32629,0,8980,0,0,0,8800,14849
103066,50755,0,20864,0,28656,0,1235,0
103068,116233,14270,38012,6077,16581,15580,19318,6395
103069,141735,0,42447,4560,54858,36165,3705,0
103074,97165,10960,2660,5149,26568,3354,0,48474
103077,103507,9837,54075,13059,12899,1273,4782,7582
103078,57209,1490,0,0,7548,19558,28613,0
103082,868724,9660,8024,59640,30016,297768,11157,452459
103083,129176,28584,36900,0,8464,36440,5188,13600
103084,1433337,38535,110478,339971,214021,114654,213753,401925
103087,280100,0,0,0,0,280100,0,0
103088,46748,0,0,23200,1050,22498,0,0
103090,332634,0,5027,45615,71660,41233,151247,17852
103091,44111,0,2451,5724,3517,13970,17079,1370
103096,212500,13234,1950,0,164096,11740,21480,0
103097,293121,118075,50787,27627,53631,3434,3502,36065
103098,250640,8190,83323,10760,14082,49618,17820,66847
103104,119214,0,28072,0,26315,52317,11370,1140
103106,44166,7360,4933,0,5208,10729,12630,3306
103107,190273,0,23000,11970,70021,53380,31902,0
103112,288510,4312,141766,1170,93400,12563,12165,23134
103115,425866,21128,77451,41042,58837,143260,47545,36603
103116,131835,0,21805,0,73280,36750,0,0
103120,428680,2916,22971,9560,132034,57842,8782,194575
103121,128256,0,37326,4774,26489,11875,28936,18856
103122,118035,16330,7893,8541,42210,3840,39221,0
103123,328662,0,71938,1482,37676,73745,77879,65942
103125,81260,0,0,0,36142,20770,24348,0
103129,54692,0,0,3798,24030,14924,11940,0
103131,42354,1695,0,9400,31259,0,0,0
103132,175121,0,5394,72657,26465,34671,1800,34134
103133,49112,8768,8176,7129,7177,15924,1938,0
103134,39810,3600,5460,4000,11340,14310,1100,0
103135,82554,0,0,28702,23722,1520,14952,13658
103139,181720,98500,0,0,0,5400,77820,0
103141,93766,0,11366,48257,8316,0,1292,24535
103142,61393,0,0,47250,0,14143,0,0
103145,52266,0,1250,0,51016,0,0,0
103153,131673,0,5040,85900,23268,3870,3450,10145
103154,18254,1764,0,3800,0,0,8430,4260
103155,43427,0,25640,0,3600,1245,0,12942
103156,145929,0,25833,23317,66287,18986,1260,10246
103157,509644,39900,6508,6480,305804,117282,1080,32590
103159,38978,12750,4950,0,0,16298,0,4980
103162,93245,3569,8831,7000,13392,16709,10000,33744
103163,249948,22568,60369,35747,47717,19304,33015,31228
103166,260895,0,44760,84100,52165,6600,73270,0
103168,296598,0,127427,96908,35532,26187,4840,5704
103169,161684,59618,14435,5141,51445,22964,6798,1283
103171,109686,0,3710,0,54604,28458,13639,9275
103173,183214,6774,65534,34254,13559,5700,28818,28575
103174,902058,20420,93131,77391,130959,26180,420957,133020
103176,101225,3728,25145,11597,3352,8243,46790,2370
103177,502261,55937,86537,90245,27600,126504,33424,82014
103181,42805,12210,0,4637,14688,7470,1280,2520
103182,137796,0,1076,0,7397,111468,14285,3570
103183,557620,10782,88086,88889,52504,222780,64760,29819
103185,256311,16832,60556,0,33960,141451,0,3512
103186,151450,13950,137500,0,0,0,0,0
103192,266323,18140,10570,36411,74833,56256,32988,37125
103193,204816,0,13896,6800,47570,0,16600,119950
103198,574096,12435,68042,83838,146227,79922,75798,107834
103199,153273,6486,37226,20711,10399,58194,10517,9740
103203,67413,6400,3252,0,33267,13854,8380,2260
103205,89666,0,22487,0,13108,20112,0,33959
103210,32829,0,4234,0,4635,15140,8820,0
103211,95636,3680,16780,36640,21492,0,14644,2400
103212,24854,0,24854,0,0,0,0,0
103213,90681,0,3820,57820,16275,5600,0,7166
103214,176025,0,80801,13831,19423,7990,11060,42920
103215,212312,6998,66637,10605,35370,50447,21400,20855
103217,119076,1254,0,7760,35959,4423,69680,0
103223,239618,3277,66021,4275,76339,21034,3230,65442
103226,116163,9420,28946,8915,31309,11778,8127,17668
103229,77048,0,0,15379,7820,46889,6960,0
103230,88761,0,0,3900,24510,27438,11393,21520
103233,469648,15176,62445,39449,195530,95397,38025,23626
103236,223716,15066,54890,25800,29700,94550,3710,0
103243,65193,3768,0,0,0,61425,0,0
103246,173348,11769,27765,6400,48303,22360,37035,19716
103247,75179,11400,5413,2790,29866,13214,9616,2880
103250,136406,1610,25007,35762,10190,8563,10550,44724
103253,95449,1981,36984,0,19491,21660,15333,0
103254,130250,0,0,33320,0,96930,0,0
103255,114797,0,1482,1650,45162,0,45703,20800
103256,103535,17362,9356,1780,23513,39400,10044,2080
103257,91377,1287,36871,3810,4024,6550,11527,27308
103258,45558,3350,1755,2930,10481,0,11920,15122
103261,164687,17251,32545,12615,20694,64780,6340,10462
103262,60929,1960,13968,6708,26254,2665,1492,7882
103264,316170,33192,96527,50400,59228,55610,19000,2213
103265,94811,4725,6462,18556,3394,24397,10583,26694
103266,41210,0,0,0,3240,31212,3600,3158
103268,24480,0,23080,1400,0,0,0,0
103269,237058,0,2430,10620,186788,0,14950,22270
103271,163165,6480,1850,5390,32492,4459,87084,25410
103272,139288,5832,0,9040,49339,61423,12296,1358
103273,143968,10507,14190,20361,51659,4560,26940,15751
103274,55165,7196,3262,4980,23145,14422,0,2160
103281,115966,1060,54985,3000,10421,17580,17746,11174
103285,586772,36813,88014,36012,212928,156449,6560,49996
103286,106122,0,0,8700,97422,0,0,0
103287,145353,23135,23746,0,38432,40240,0,19800
103288,17526,5136,3909,0,0,6367,2114,0
103290,46471,0,0,9960,16661,0,15400,4450
103291,19352,1412,0,1830,9540,2218,1980,2372
103295,206814,2440,0,59237,61580,0,10370,73187
103296,37316,3728,6360,9492,10600,0,3290,3846
103300,66346,1446,12461,11144,17606,14530,6605,2554
