C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
-0.086,-1.865,0.954,3.587,-3.273,-3.804,-4.488,-2.135,-0.795,-1.717,-1.581,-1.887,-3.680,-2.833,-1.946,-5.541,-1.431,-4.860,1.176,0.576,-4.093,-0.210,0.161,-3.409,-0.023,0.573,-1.044,0.012,-3.773,-3.402,-2.025,-5.276,1.270,-0.823,0.886,0.008,-2.739,-1.107,-2.340
3.133,1.978,0.441,1.102,1.899,-0.477,1.866,3.131,1.193,0.090,0.965,-0.305,2.664,-1.324,2.461,1.730,1.353,4.298,1.331,1.057,2.217,1.012,1.610,1.536,0.903,0.097,2.052,-1.730,3.320,3.666,-2.359,-0.930,-0.040,0.707,-1.991,2.632,0.040,2.488,-0.371
-3.006,1.280,6.043,6.295,-1.696,0.583,0.014,-0.191,4.608,6.896,2.804,0.355,-1.719,1.040,-2.338,1.107,-0.002,3.065,5.639,0.855,1.490,8.011,5.862,1.209,7.700,-1.577,-1.503,8.644,6.642,-2.016,3.946,2.677,-0.162,-0.599,-2.076,0.697,-3.204,-1.350,2.871
2.627,-0.112,-2.727,-0.752,0.306,3.497,2.498,1.464,-3.899,-2.634,5.994,5.742,2.910,0.117,0.022,4.916,3.613,3.177,-1.922,3.616,1.804,1.758,-2.220,4.173,-1.783,4.484,2.412,0.208,1.205,5.491,2.074,3.885,2.939,2.740,2.515,3.312,2.632,1.506,5.436
2.624,4.873,2.598,2.544,2.115,5.159,1.954,3.476,2.372,5.100,3.097,-3.156,3.971,0.866,3.812,-2.648,5.374,2.340,2.772,5.959,-2.107,5.841,1.914,4.874,1.044,3.146,7.499,0.506,3.198,2.622,2.635,1.717,4.079,0.854,3.721,3.745,3.142,1.214,1.964
1.553,2.753,-0.633,0.027,1.595,5.529,4.945,0.875,-0.972,0.080,-1.253,4.135,3.740,6.831,1.697,3.819,1.179,-2.450,1.691,4.096,3.810,0.097,0.789,-3.425,-0.546,3.572,2.073,-0.400,-3.503,3.158,3.609,3.905,3.526,3.549,0.818,1.868,2.107,1.409,6.805
-3.101,0.805,2.035,-1.754,-3.996,-1.181,0.701,-3.825,2.192,2.363,5.931,-1.294,-4.398,4.252,-2.777,-1.049,-0.900,3.043,-0.243,-0.898,-1.680,4.179,2.582,4.114,2.385,0.673,-0.540,3.631,4.954,-1.419,4.905,2.471,0.334,-2.297,-0.812,-0.090,-2.793,-4.544,-0.830
-6.791,3.472,2.815,1.505,-4.917,-4.530,-5.251,-5.672,2.867,1.759,-2.557,-3.818,-4.412,1.027,-4.528,-2.542,5.065,-1.636,0.626,1.921,-1.727,1.289,0.888,2.142,1.640,3.728,6.990,0.611,0.503,1.982,-0.517,-0.349,4.561,-5.072,3.834,3.290,-7.911,-5.926,1.305
-0.948,1.992,-2.371,-5.152,-0.997,-1.035,0.190,0.432,-3.100,-5.104,-0.813,3.480,-0.756,-2.405,3.575,2.061,-0.365,-0.750,-6.531,-2.864,2.728,-3.100,-2.689,1.233,-3.666,1.428,-1.467,-4.180,-4.200,1.876,-0.239,-0.921,1.380,1.261,-2.902,0.519,0.540,0.861,1.582
-2.724,1.375,0.449,1.720,0.532,-2.106,-3.671,0.510,-1.004,-0.153,1.958,-4.750,-1.870,-3.529,1.565,-4.030,1.754,0.475,0.319,2.972,-5.284,0.872,0.514,0.809,1.339,1.039,1.230,0.323,1.445,-1.408,-4.483,-2.132,-0.823,-0.888,1.428,-0.443,-1.357,-0.001,-3.461
0.475,-1.774,3.180,5.302,1.499,1.474,2.706,-1.190,2.698,3.411,-4.450,5.332,2.282,1.115,-0.741,4.263,-2.704,-1.925,2.744,-0.477,3.506,0.935,2.441,-3.708,1.029,-1.036,-0.260,2.578,-0.676,2.320,3.486,1.449,-3.707,-0.025,-2.392,-2.067,2.330,1.263,0.810
-1.609,0.656,-2.156,-1.375,-5.520,-3.850,-4.880,-1.556,-0.909,0.717,0.235,3.449,-6.034,-3.898,-1.761,2.017,2.311,-1.123,-1.390,0.351,2.658,0.575,-0.373,1.647,0.864,1.831,-0.053,-1.426,-1.526,3.486,-1.273,0.131,1.365,-3.625,0.487,1.430,-3.679,-5.222,2.230
-2.814,-0.900,-4.769,-4.031,-1.335,-1.825,-0.788,-3.635,-5.268,-3.820,2.905,-0.299,-2.539,1.210,-3.374,1.474,-3.442,0.012,-2.114,-1.457,2.069,-4.668,-0.791,0.500,-2.884,-2.397,-1.688,-4.224,0.232,-0.443,1.686,1.513,-2.625,-1.121,-3.174,-1.698,-2.363,-4.474,-1.791
-1.209,0.468,0.878,-0.256,0.550,-0.339,-2.617,0.842,1.078,0.760,1.316,4.289,-0.703,-2.661,1.973,4.153,0.155,2.494,0.399,-0.419,4.381,1.498,0.930,3.973,-0.486,1.605,1.694,-1.433,2.626,4.103,-0.404,-3.403,-1.026,1.730,2.388,0.197,-1.121,-1.391,3.134
-5.567,-2.767,0.000,-1.229,-4.810,-2.336,-2.018,-2.745,-0.124,0.081,-2.328,-1.050,-6.843,5.141,-2.924,-4.207,-4.285,-1.644,-0.389,-3.966,-1.904,-3.109,-0.075,-2.694,-1.087,-3.162,-1.961,-0.260,-0.754,-3.362,2.666,2.052,-1.023,-6.679,-2.237,-4.065,-6.044,-6.018,-5.188
0.275,-4.479,3.082,3.593,1.454,2.653,2.861,-3.032,1.870,5.018,-1.190,4.312,0.956,5.271,-0.894,0.324,-1.985,-4.432,3.459,-3.030,3.083,0.736,4.122,-3.668,6.109,-1.596,-3.555,3.739,1.572,-1.227,2.697,4.286,-0.909,0.260,-4.509,-5.124,1.365,-1.991,-0.570
1.343,-3.495,-2.597,-0.029,0.181,4.458,5.539,2.600,-3.459,-2.303,0.211,4.946,-0.806,5.716,1.542,3.615,-4.410,1.082,-2.486,-4.330,5.624,-1.720,-1.089,1.579,-1.412,-3.466,-5.957,-1.241,-0.085,-0.619,4.732,5.690,-5.945,3.019,-2.334,-5.907,1.421,1.095,-0.400
-4.264,1.212,-0.321,1.236,-4.012,-1.538,-1.047,-2.111,0.363,-1.880,-3.980,-1.528,-4.745,2.702,-3.623,-2.516,0.761,-2.445,1.254,4.265,-4.220,-2.548,1.093,-5.589,1.140,3.533,0.286,-0.132,-2.607,1.483,1.739,3.022,1.432,-2.777,2.338,3.737,-3.811,-2.950,-1.607
2.055,0.061,1.802,-0.671,0.925,-0.886,-2.616,2.447,0.375,0.586,2.715,0.537,0.935,-3.627,1.222,-0.418,-1.936,2.850,-0.503,0.058,1.854,3.012,1.562,4.596,0.240,-2.419,0.090,-1.262,2.308,1.148,-5.069,-4.246,-1.286,0.719,1.409,0.933,2.331,1.731,-0.877
-7.264,-6.578,0.617,-1.323,-4.751,-4.528,-8.284,-5.230,-1.722,-3.316,5.805,-4.492,-3.879,-1.355,-8.099,-6.748,-6.915,1.773,-5.590,-5.705,-4.654,0.883,-3.032,7.267,-1.292,-8.315,-5.088,-1.288,2.542,-9.316,-2.063,-2.392,-5.506,-5.903,-5.993,-4.423,-6.259,-4.647,-8.866
2.399,0.180,-5.593,-4.006,2.666,-0.987,0.055,3.861,-4.982,-1.246,-0.768,0.541,5.123,-5.068,2.550,-2.346,1.016,0.282,-5.532,0.824,-1.073,-5.054,-5.228,-0.204,-2.843,-1.511,1.155,-3.525,-2.462,-1.207,-2.526,-2.999,-0.086,1.118,-0.439,0.862,2.690,-1.403,0.260
0.943,-4.729,6.290,5.335,2.881,3.886,3.946,0.466,5.377,6.493,-1.773,-2.846,1.579,3.745,1.882,-2.037,-4.313,1.824,6.344,-4.038,0.004,6.572,6.408,2.578,6.905,-1.859,-4.190,5.994,5.397,-5.898,3.872,2.725,-5.636,2.049,-4.292,-4.116,1.131,2.241,-3.662
-3.272,-0.744,-2.926,-0.231,-1.040,-2.435,1.846,-2.753,-0.221,0.603,2.814,4.218,-1.446,3.583,-2.900,4.198,-0.755,1.946,-0.536,-0.308,2.361,0.176,-4.301,-0.062,-0.727,-0.917,-0.397,-0.610,0.118,2.182,2.045,2.364,-0.758,-3.602,-0.022,-2.972,-2.129,-3.113,1.476
-2.723,-0.746,1.273,1.829,-4.018,-6.930,-6.941,-2.513,4.338,1.493,-0.908,-1.140,-3.843,-5.199,-4.470,1.317,2.396,4.127,1.761,2.417,0.319,2.257,1.163,-0.186,-0.438,0.270,1.184,-1.498,1.356,1.013,-5.059,-5.803,0.764,-2.392,0.497,2.500,-2.260,-6.118,1.243
2.860,-8.539,2.065,0.143,3.926,0.780,3.089,3.137,2.927,0.515,3.094,-0.308,2.518,-1.360,2.997,-1.689,-6.411,0.822,2.101,-6.016,-0.356,2.931,2.384,1.474,0.769,-5.652,-6.769,2.766,2.632,-7.181,-1.469,0.581,-7.129,4.399,-7.848,-7.478,1.647,1.230,-6.111
1.451,-0.032,-0.130,2.800,0.726,3.917,2.896,2.425,1.693,0.086,-4.247,-1.705,1.204,1.468,2.943,-1.096,-3.737,-3.577,-0.208,-2.638,1.140,1.082,-0.063,-1.294,1.875,-3.073,-0.928,3.882,-3.285,-0.542,3.125,4.222,-0.887,2.295,-1.693,-2.237,-0.437,1.296,-3.574
-1.967,5.055,-2.601,-2.505,-2.130,-6.340,-7.032,-2.216,-1.254,-4.024,-3.439,-2.703,3.309,-6.031,-2.214,-1.259,3.315,-4.491,0.046,3.886,0.377,-3.123,-2.730,0.912,1.029,1.813,3.281,-0.427,-2.954,2.582,-6.962,-8.163,4.229,-3.259,1.289,2.507,-3.010,-3.403,1.229
-0.857,4.078,-1.300,-4.351,2.479,-1.659,-0.739,2.918,1.883,1.445,3.148,-1.250,0.813,-4.198,1.097,-0.172,4.288,0.619,-1.772,3.327,0.426,0.075,-1.766,2.176,-4.436,6.583,3.541,-1.884,0.111,4.351,-1.232,-4.157,4.495,2.062,4.991,5.402,0.929,0.602,3.184
4.919,-1.175,1.924,2.801,4.352,6.072,2.920,3.580,1.578,4.305,-2.124,1.166,8.740,-1.525,6.331,3.569,-1.853,0.933,2.150,-1.236,-0.424,0.900,2.852,-1.904,0.972,-2.881,-2.517,3.598,2.014,-1.501,0.217,-0.446,-2.149,6.369,-0.084,-2.242,2.628,8.213,0.483
0.099,-3.838,-4.460,-5.272,-1.848,0.603,0.804,-1.112,-1.586,-5.084,-0.849,-0.301,-0.196,1.258,-1.153,0.889,-1.932,-0.055,-5.442,-2.988,-1.195,-4.726,-4.312,-1.194,-3.068,-1.136,-2.467,-3.443,-3.394,-2.094,0.675,1.837,-1.470,0.504,-2.018,-1.220,1.694,0.181,-1.911
-0.413,0.088,-4.288,-0.738,-0.128,0.558,-1.914,-1.531,-0.356,0.505,-7.904,-0.616,-0.030,0.128,0.132,2.891,1.035,-7.233,0.163,0.619,2.012,-7.518,-1.800,-5.907,-2.720,0.267,-1.705,0.389,-4.476,2.606,-0.844,0.690,-0.711,-2.489,0.994,1.400,-0.098,-1.650,-0.132
2.349,-3.755,0.241,2.231,2.045,0.798,2.332,3.215,0.912,-0.152,0.778,-4.454,-0.959,-0.656,2.292,-0.446,-1.834,-0.224,-0.405,-2.582,-1.305,0.775,1.549,0.204,0.844,-1.018,0.635,-0.348,0.649,-3.359,1.455,0.641,0.125,0.726,-0.538,-0.918,1.563,-0.078,-1.766
-2.565,0.122,-1.078,0.637,-4.319,-2.531,-2.393,-3.623,-1.118,1.583,4.454,4.735,-1.743,1.428,-1.956,4.628,-0.276,7.055,1.322,-1.761,6.539,5.040,-1.355,3.852,0.938,2.301,1.352,2.797,3.122,3.472,-0.865,0.311,0.085,-4.517,0.019,-0.325,-1.533,-4.233,4.478
1.962,5.432,1.989,-0.296,3.897,1.617,4.664,2.840,-0.881,2.744,0.916,3.109,3.475,0.638,3.350,3.803,3.662,4.933,0.797,3.711,1.399,1.057,-1.312,3.029,-0.825,4.900,5.243,1.009,3.888,5.855,-0.684,1.139,6.515,3.406,3.804,4.302,4.413,3.070,6.306
3.683,-1.293,-0.578,-3.312,4.011,1.934,1.897,3.013,-0.582,-2.525,1.925,-2.786,3.058,-2.042,3.805,-2.498,0.598,4.054,-1.651,-3.394,-1.352,-1.636,-2.011,0.162,-0.449,-0.967,-1.262,-2.947,1.514,-1.753,-1.864,-0.675,-2.288,4.091,-1.518,2.144,2.877,3.070,-3.155
-0.318,2.457,0.813,1.598,-6.113,-1.908,-0.767,-1.619,-1.390,-0.169,-1.140,1.528,-1.227,1.859,-1.104,-0.502,2.644,-1.570,0.794,1.052,1.598,-1.723,-0.022,-2.579,0.971,2.050,0.521,-2.915,-0.887,0.825,-0.275,1.201,1.187,-3.154,3.049,2.623,-0.743,-4.163,3.826
-1.720,6.289,1.978,-0.271,-2.002,-0.748,-0.334,-2.128,1.424,0.567,-2.014,-0.859,-3.906,4.238,-4.931,0.453,2.013,-2.466,-0.130,1.581,0.503,-2.639,0.171,-3.331,1.185,4.003,3.993,-0.895,-0.235,2.442,1.646,2.153,2.077,-2.539,2.589,3.849,-1.584,-3.798,3.360
-3.321,3.066,0.333,0.693,-3.905,-2.404,-3.219,-2.484,2.101,-0.294,-0.143,0.460,-4.965,-1.305,-2.727,-3.501,2.673,1.757,0.557,2.725,-0.624,1.202,0.367,1.634,0.034,2.259,5.053,-1.088,0.937,3.900,0.809,-0.307,4.248,-1.876,2.949,2.348,-3.100,-1.630,-0.135
-0.167,0.286,-2.262,-1.636,0.672,2.189,-0.672,-0.032,-0.904,-2.569,-1.749,-0.555,1.536,-1.079,1.112,-1.168,0.689,-2.653,2.154,0.552,3.104,-1.471,-0.328,-1.812,-1.320,1.103,2.015,-0.076,-3.014,1.199,-0.919,0.511,2.526,2.108,0.277,1.559,1.636,3.391,1.421
3.447,1.134,2.172,-0.197,4.235,3.083,2.291,2.967,1.660,1.634,-5.169,1.587,3.370,-1.277,1.455,-1.180,1.334,-6.585,2.798,-0.274,0.516,-4.215,3.766,-7.598,0.813,1.562,0.506,2.864,-1.670,1.324,-0.429,1.617,0.192,3.559,1.424,0.389,3.105,2.712,0.495
1.046,3.116,-4.709,-7.142,1.761,1.471,-0.351,1.077,-2.231,-5.754,-4.490,-0.557,1.036,0.593,2.681,-0.735,2.963,-5.788,-1.717,3.438,3.047,-7.432,-4.578,-3.404,-5.191,1.943,2.169,-4.636,-6.952,2.136,-1.475,-1.426,0.976,0.491,2.965,4.122,1.186,0.920,3.430
2.049,0.261,5.936,5.947,1.550,4.329,5.268,1.958,3.540,4.831,0.447,5.422,3.646,2.849,-0.149,5.409,-0.500,0.849,3.284,-0.530,3.133,4.930,6.525,-0.503,6.103,0.520,0.149,5.293,4.484,1.941,6.113,4.119,1.383,1.433,-0.001,-0.597,4.591,0.201,4.889
6.398,0.621,-5.169,-2.398,4.656,7.714,9.938,5.669,-1.146,-4.930,1.211,-0.132,7.988,3.221,7.090,0.715,-1.078,0.785,-4.268,-2.877,0.090,-1.916,-5.546,2.901,-4.653,-2.284,0.654,-3.537,-2.639,-1.670,6.985,2.712,-3.026,6.271,-1.398,-2.359,8.592,5.966,-0.572
-6.306,2.822,-3.177,-2.856,-4.217,-4.473,-6.432,-5.385,-3.538,-3.282,-4.557,-5.384,-5.421,-2.219,-4.835,-7.141,0.145,-6.273,-2.639,1.781,-3.608,-7.520,-2.902,-2.695,-4.211,0.279,1.597,-3.280,-4.603,-3.308,-0.891,-2.834,0.392,-3.485,2.374,2.391,-3.982,-3.368,-1.851
-1.648,-1.011,-0.697,-1.856,-1.520,-7.392,-5.435,-3.456,0.857,0.100,-2.064,1.882,0.314,-4.409,-4.005,4.840,1.239,-0.429,-1.072,-0.401,1.422,-1.565,0.705,-4.419,-4.244,-2.907,0.622,-1.622,-3.441,0.619,-8.339,-5.362,-2.545,-4.070,-1.454,-0.818,-1.179,-3.527,1.691
-0.660,-0.975,0.580,1.726,0.473,2.631,0.645,1.860,-0.697,0.800,-2.987,-1.089,1.843,0.867,-0.165,-2.203,-0.688,-0.826,1.225,-0.990,0.148,0.025,2.867,-2.083,1.185,-1.339,-0.386,3.110,-0.489,-3.858,1.636,3.194,-2.069,0.042,-1.067,-3.681,-1.238,0.380,-0.078
-1.893,-3.959,0.811,1.071,-1.053,-0.874,-3.826,-1.096,0.192,0.518,3.723,1.766,-2.456,-0.151,-4.090,-0.226,-2.433,5.102,0.086,-6.016,-0.201,2.619,2.889,2.192,0.930,-6.018,-2.865,0.385,4.151,-0.789,-1.877,-1.522,-3.275,-1.266,-4.667,-3.429,0.157,-2.063,-5.694
0.554,0.953,-1.491,-0.681,2.957,2.066,2.707,3.424,-0.965,-0.914,1.569,1.449,0.858,1.564,1.860,0.950,2.505,2.171,-1.486,2.536,1.099,-0.189,-0.551,4.161,-0.996,1.281,2.576,-1.297,2.138,1.361,-0.716,1.252,1.728,4.278,1.822,2.125,0.720,2.664,3.696
-1.530,2.294,-2.274,-2.701,-1.380,-0.505,0.031,-0.486,-0.630,-2.426,0.223,2.718,-2.237,1.526,-2.462,-1.863,4.388,-2.339,-3.593,2.207,-1.987,-2.924,-3.922,-0.201,-1.889,2.784,0.992,-4.521,-2.970,1.531,-0.222,2.074,0.733,-1.446,2.967,0.089,-0.438,0.379,1.517
-2.217,2.218,1.837,4.209,-2.821,-2.603,-2.159,-3.236,1.762,1.790,-3.711,-3.833,-1.487,1.138,-1.902,-1.574,-0.376,-3.075,3.845,0.133,-4.455,0.756,0.743,-3.468,2.890,-0.384,1.286,1.699,-1.572,-1.134,-2.534,-1.511,-0.249,0.144,-0.752,-0.706,-1.885,-2.044,-3.334
-2.463,0.979,-2.500,-3.344,-2.041,-4.830,-4.290,-2.774,-4.167,-4.657,-2.365,-2.688,-4.222,-0.223,-4.109,-1.314,1.151,-3.656,-2.621,-0.189,-2.509,-6.026,-3.071,-3.036,-4.581,1.691,0.745,-3.579,-4.520,-0.494,-2.445,-4.793,-1.364,-3.266,0.682,1.351,-1.162,-5.465,-1.513
-5.171,-2.880,-0.138,-0.963,-6.258,-7.152,-3.760,-3.584,0.114,-2.968,-1.023,0.867,-1.861,-3.235,-1.752,1.525,-1.062,3.206,-1.178,0.094,-0.455,0.754,-0.418,2.085,-0.679,-1.527,-0.962,0.702,0.085,0.220,-4.957,-2.312,-0.002,-2.625,1.538,0.528,-1.264,-4.482,-0.227
-0.286,0.205,-5.445,-6.066,-0.034,4.363,4.331,2.896,-5.543,-3.439,2.345,-0.313,-1.584,4.715,1.249,-3.549,0.936,2.295,-2.895,-1.777,0.197,-3.241,-5.482,-0.787,-4.123,-0.865,-2.205,-4.539,-3.078,-1.592,6.933,4.760,-0.362,1.037,0.039,-0.833,0.115,0.483,-1.220
2.083,-2.353,-4.086,-3.480,-1.107,-0.835,-2.550,-2.099,-6.042,-8.058,-9.305,0.362,-1.625,-1.209,-0.800,-1.119,2.496,-9.650,-5.245,-0.643,0.582,-10.446,0.932,-10.839,-3.776,-3.986,-0.991,-3.024,-10.961,-1.651,-1.004,-1.684,-2.681,0.517,-1.722,0.227,-1.979,-1.995,-0.543
-2.505,1.545,-0.313,-1.032,-2.999,-6.216,-3.287,-1.696,-0.475,-0.503,-4.003,-3.109,-3.293,-2.874,-0.981,-4.199,-0.056,-4.394,-0.433,2.135,-0.035,-2.677,-0.196,-3.021,-2.933,2.249,2.841,-1.161,-4.333,-0.887,-4.968,-3.902,5.408,0.399,1.289,3.863,-4.939,-1.791,1.568
-2.676,-2.156,-5.743,-3.519,3.181,0.801,2.340,-3.448,-1.840,-5.101,-2.731,-2.859,2.943,1.370,1.262,-3.723,0.366,0.814,-2.953,-0.197,-5.092,-2.572,-3.048,0.955,-4.777,0.034,-2.987,-4.133,-4.685,-4.203,1.758,2.944,-1.006,-1.718,-1.239,-0.429,0.391,1.194,-3.047
5.164,-4.114,0.453,2.612,8.126,4.923,6.229,7.436,2.289,1.593,-0.320,-2.193,7.631,-0.034,8.387,-1.850,-3.900,-0.325,1.362,-1.290,-5.136,2.680,3.691,0.970,2.332,-4.423,-5.055,-0.346,0.518,-4.451,1.100,-1.814,-1.884,4.615,-2.353,-1.819,6.847,4.645,-5.358
2.760,3.301,7.803,7.277,2.535,-2.180,-2.179,1.849,5.442,7.908,-0.460,4.708,0.750,-3.575,0.114,2.612,1.567,0.149,5.998,1.436,2.495,4.645,6.352,-2.499,5.750,2.552,2.474,5.564,5.364,4.012,-5.816,-5.241,3.133,-0.388,2.454,2.206,0.945,3.586,4.849
-0.921,-0.145,0.385,-1.842,-2.730,1.803,0.663,-0.036,1.883,0.799,3.126,-3.111,0.670,2.502,-0.734,-4.236,-0.326,0.001,-0.393,-0.791,-2.087,1.339,-0.891,1.115,-0.705,-2.527,-1.302,-2.252,0.040,-4.294,3.771,2.149,-0.540,-0.130,0.169,-2.044,-2.209,-1.087,-1.854
-1.040,1.731,0.073,1.344,-1.188,2.735,1.641,1.299,3.521,2.085,2.794,-3.760,1.183,0.150,1.372,-3.709,1.367,1.860,3.557,0.994,-0.201,2.739,0.555,1.247,-0.110,0.834,-0.397,2.141,2.961,-2.106,3.382,2.967,0.420,1.575,0.483,-0.399,2.280,0.374,-0.470
-2.622,-0.270,0.229,-1.702,-1.077,-4.623,-3.797,0.450,-0.039,-1.951,-4.331,0.173,-0.996,-5.383,-4.478,-1.940,2.594,-6.146,-1.304,0.972,-3.411,-4.721,1.069,-5.486,-1.831,-0.574,-0.908,0.282,-4.057,-0.365,-4.733,-1.823,-0.728,-2.896,0.962,0.922,0.604,-1.399,-1.473
2.374,1.547,-6.572,-3.167,4.225,0.835,1.450,-0.589,-3.212,-4.092,-6.223,-2.772,0.627,1.078,1.570,-2.945,2.666,-7.181,-1.299,0.451,-5.317,-7.025,-4.810,-4.128,-2.558,1.500,1.928,-3.741,-7.780,-1.294,-0.445,-0.971,3.044,1.257,0.560,0.705,0.943,0.769,-1.276
-2.821,3.174,-0.821,-0.976,-4.117,-2.528,-0.630,-4.238,-1.732,-1.071,-1.754,5.310,-3.343,2.408,-4.052,5.425,2.079,1.057,-1.990,2.375,5.624,-1.898,-2.605,-3.112,1.156,2.475,0.076,-2.256,-2.174,5.429,0.333,1.059,0.877,0.937,3.585,2.398,-2.897,-2.307,6.121
2.372,-1.064,-2.062,-1.377,2.330,0.858,3.821,3.250,-3.157,-2.244,-1.694,0.532,2.483,0.361,2.950,-1.148,-5.946,-2.171,-0.028,-4.253,-0.478,-3.722,-1.127,-3.580,0.469,-3.603,-5.183,1.598,-1.568,-3.548,1.816,-2.125,-3.393,3.575,-5.485,-6.612,1.718,2.703,-4.713
-3.070,-4.371,-0.936,0.164,-3.851,0.266,1.065,-1.519,-1.348,-1.412,-7.029,-3.338,-2.237,4.235,0.062,-1.595,-3.176,-5.645,-1.302,-4.587,-0.946,-4.578,-3.131,-6.356,-0.633,-5.512,-2.734,-0.368,-6.482,-4.564,4.305,2.179,-4.502,-1.154,-4.445,-5.913,-1.751,-3.920,-5.934
3.322,-0.133,-0.928,-1.576,0.696,1.334,0.763,-0.628,-3.337,-2.669,2.123,2.004,2.566,-0.228,2.906,1.607,-0.141,-0.934,-1.729,0.075,0.379,-1.946,-2.880,1.495,0.626,1.618,0.916,-1.725,0.129,2.991,0.205,1.355,0.368,-0.453,0.306,1.946,-1.596,-0.106,-0.004
-3.583,2.974,-2.256,-2.687,-5.162,-2.985,-1.516,-1.787,-1.902,-1.091,-3.002,-6.949,-4.128,3.041,-3.546,-2.466,3.810,-3.066,-2.574,3.599,-2.793,-2.513,-2.061,-1.142,-2.633,4.911,5.814,-1.543,-4.579,-0.144,1.515,-0.955,5.522,-2.108,5.534,5.810,-5.755,-2.491,2.576
0.721,-1.479,-1.153,-3.193,-0.794,-0.484,-0.680,0.360,-0.470,-1.451,2.841,-0.433,2.944,-1.502,1.263,1.224,-0.656,2.327,-2.085,-1.617,-0.445,1.454,-1.756,1.980,-0.126,-0.472,-4.007,-1.180,-0.515,-0.816,-0.576,-2.186,-1.946,1.138,-3.407,-2.399,-0.654,-0.963,-2.511
2.242,-0.455,-5.391,-2.894,2.475,-1.326,-4.078,1.103,-4.292,-2.917,-0.077,0.450,1.891,-5.817,3.319,1.128,1.312,0.310,-1.960,0.382,-0.106,-3.696,-4.778,-0.414,-4.732,1.186,1.394,-3.009,-2.920,0.011,-6.892,-7.196,2.030,3.853,1.499,-0.199,1.431,2.606,2.248
-1.281,-6.169,0.445,1.187,1.682,1.274,2.085,-0.007,1.536,0.251,-1.694,-4.005,-1.534,0.390,1.364,-3.998,-7.709,0.132,0.721,-6.446,-2.808,0.794,3.989,3.064,1.270,-8.003,-8.535,-1.026,1.747,-9.850,2.820,1.053,-6.398,3.011,-6.925,-6.501,0.411,2.462,-7.682
-1.725,0.740,-4.315,-4.217,-3.700,0.397,-4.357,-3.201,-3.214,-3.424,9.603,2.642,-1.032,2.253,-3.556,2.945,1.199,8.768,-3.569,2.239,2.432,2.423,-5.177,8.647,-2.299,0.695,1.408,-5.093,3.673,2.363,-0.331,-0.651,-1.174,-3.549,-1.713,-0.079,-1.912,-2.278,2.194
-5.487,4.801,-2.142,1.347,-3.517,-6.855,-7.632,-2.533,-1.493,1.262,-1.179,-5.509,-3.892,-4.160,-5.526,-5.606,5.442,-0.945,-0.336,2.092,-5.793,0.670,1.185,-0.900,-0.271,3.523,4.530,0.387,-2.128,0.182,-4.833,-4.565,3.321,-5.846,2.070,5.108,-6.872,-2.997,-1.545
1.948,-0.517,-2.737,0.177,-0.613,0.549,1.916,0.608,-0.537,1.052,-7.925,-5.485,0.100,0.823,0.045,-6.046,1.503,-5.592,0.929,0.194,-2.697,-6.783,-3.027,-7.664,-1.648,-1.825,1.103,-3.601,-5.396,-2.742,1.655,0.455,-0.241,0.091,-0.738,-1.112,1.065,1.630,-4.426
-1.176,-0.225,-0.606,1.949,-0.267,-3.957,-4.387,0.114,0.755,0.553,1.907,-2.674,-0.241,-5.807,1.122,-2.238,1.416,1.144,0.587,-1.359,-5.276,-1.085,1.515,-0.615,-0.751,-0.719,0.426,0.265,3.180,-2.327,-6.665,-4.676,-1.915,0.225,-1.333,-0.755,-1.142,0.738,-3.523
-2.124,1.484,-0.921,-1.202,0.791,3.461,4.198,-2.769,0.440,1.139,-7.689,4.639,-2.473,4.683,-0.248,7.559,-0.357,-4.952,0.595,-0.067,6.304,-4.166,0.714,-3.769,-3.188,-0.832,-1.980,-0.816,-4.384,3.379,8.708,4.996,-1.850,0.634,-0.983,-0.521,-0.809,1.781,4.371
1.054,-1.967,-2.329,-2.626,1.723,1.554,0.996,3.866,-0.687,-2.157,1.430,-0.369,1.775,-0.096,-0.196,-3.155,-0.403,-0.405,-1.302,-4.261,1.022,-1.911,-0.704,1.155,-3.202,-1.383,-5.357,-1.433,-0.191,-1.273,0.222,-0.684,-1.516,2.822,-0.689,-1.500,0.503,1.369,-3.647
-3.364,-1.485,-0.833,0.877,-0.249,-5.558,-1.113,-1.687,-0.983,0.493,0.477,1.076,-0.616,-1.080,-3.895,-0.610,-0.665,1.225,-0.001,-1.422,1.156,2.044,-0.542,2.396,0.200,-2.824,-2.744,-1.012,-0.468,-1.721,-3.857,-2.599,-1.969,0.249,-1.961,0.372,-0.817,-3.681,-0.275
0.561,4.027,-4.370,-4.682,-0.238,-2.344,-6.122,-3.554,-3.294,-6.185,-1.281,-3.709,-0.324,-2.963,-1.341,-3.215,2.748,-2.501,-3.586,3.846,-1.774,-5.378,-4.768,-0.641,-2.943,1.821,0.445,-4.085,-4.128,-0.078,-5.780,-5.302,4.115,-1.575,3.463,3.445,0.532,-2.067,1.123
