ID,DATE,TERM,利用機種,OPEREATER,comment,クレーム,機器,機能・サービス,請求,購入
1105,2024-02-25,"2月第4週","B919","TM","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1726,2024-02-25,"2月第4週","B919","TM","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2188,2024-02-25,"2月第4週","B919","TM","新しい着替えパネルがほしい。",0,0,0,0,1
2486,2024-02-25,"2月第4週","L701","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2881,2024-02-25,"2月第4週","V501","TM","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2701,2024-02-25,"2月第4週","L701","TM","新しい着替えパネルがほしい。",0,0,0,0,1
3269,2024-02-25,"2月第4週","B919","TM","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
2504,2024-02-25,"2月第4週","B919","TS","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1413,2024-02-25,"2月第4週","V501","TS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
1450,2024-02-25,"2月第4週","L701","TS","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3280,2024-02-25,"2月第4週","V501","TS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
986,2024-02-25,"2月第4週","L701","TS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
575,2024-02-25,"2月第4週","B919","YN","カスタマーサポートがひどい。",1,0,0,0,0
2004,2024-02-25,"2月第4週","L701","YN","住所変更",0,0,0,0,0
1113,2024-02-25,"2月第4週","B919","YN","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
3626,2024-02-25,"2月第4週","B919","YN","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3243,2024-02-25,"2月第4週","L701","YW","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1992,2024-02-25,"2月第4週","L701","YW","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
2545,2024-02-25,"2月第4週","L701","YW","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2630,2024-02-25,"2月第4週","L701","YW","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2034,2024-02-25,"2月第4週","L701","YW","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2857,2024-02-26,"2月第4週","B919","CT","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
606,2024-02-26,"2月第4週","L701","CT","カスタマーサポートがひどい。",1,0,0,0,0
1132,2024-02-26,"2月第4週","B919","CT","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1994,2024-02-26,"2月第4週","B919","CT","住所変更",0,0,0,0,0
29,2024-02-26,"2月第4週","L701","CT","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
3784,2024-02-26,"2月第4週","B919","HY","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2438,2024-02-26,"2月第4週","V501","HY","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3143,2024-02-26,"2月第4週","L701","HY","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
690,2024-02-26,"2月第4週","V501","HY","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2746,2024-02-26,"2月第4週","L701","HY","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1069,2024-02-26,"2月第4週","B919","JK","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
3603,2024-02-26,"2月第4週","L701","JK","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3241,2024-02-26,"2月第4週","L701","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1462,2024-02-26,"2月第4週","L701","JK","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
1425,2024-02-26,"2月第4週","V501","JK","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2000,2024-02-26,"2月第4週","B919","JK","住所変更",0,0,0,0,0
3785,2024-02-26,"2月第4週","V501","KC","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3708,2024-02-26,"2月第4週","B919","KC","カスタマーサポートがひどい。",1,0,0,0,0
3279,2024-02-26,"2月第4週","V501","KC","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3706,2024-02-26,"2月第4週","B919","KC","カスタマーサポートがひどい。",1,0,0,0,0
2301,2024-02-26,"2月第4週","B919","KC","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
405,2024-02-26,"2月第4週","V501","KO","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3756,2024-02-26,"2月第4週","B919","KO","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
3153,2024-02-26,"2月第4週","B919","KO","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
1072,2024-02-26,"2月第4週","L701","KO","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
3020,2024-02-26,"2月第4週","L701","KO","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
3239,2024-02-26,"2月第4週","L701","KO","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1997,2024-02-26,"2月第4週","B919","MF","住所変更",0,0,0,0,0
2899,2024-02-26,"2月第4週","B919","MF","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2747,2024-02-26,"2月第4週","L701","MF","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1101,2024-02-26,"2月第4週","B919","MF","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
71,2024-02-26,"2月第4週","L701","MF","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2505,2024-02-26,"2月第4週","B919","MF","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
246,2024-02-26,"2月第4週","B919","MK","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3791,2024-02-26,"2月第4週","B919","MK","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1999,2024-02-26,"2月第4週","L701","MK","住所変更",0,0,0,0,0
650,2024-02-26,"2月第4週","V501","MK","住所変更",0,0,0,0,0
3786,2024-02-26,"2月第4週","B919","MK","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2507,2024-02-26,"2月第4週","V501","MT","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
608,2024-02-26,"2月第4週","L701","MT","カスタマーサポートがひどい。",1,0,0,0,0
1996,2024-02-26,"2月第4週","B919","MT","住所変更",0,0,0,0,0
2858,2024-02-26,"2月第4週","B919","MT","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2972,2024-02-26,"2月第4週","V501","MT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
3118,2024-02-26,"2月第4週","B919","SS","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3412,2024-02-26,"2月第4週","L701","SS","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1253,2024-02-26,"2月第4週","L701","SS","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1422,2024-02-26,"2月第4週","V501","SS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
3606,2024-02-26,"2月第4週","L701","SS","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1460,2024-02-26,"2月第4週","B919","TH","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2975,2024-02-26,"2月第4週","B919","TH","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2508,2024-02-26,"2月第4週","B919","TH","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2509,2024-02-26,"2月第4週","L701","TH","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2506,2024-02-26,"2月第4週","L701","TH","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2729,2024-02-26,"2月第4週","L701","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
418,2024-02-26,"2月第4週","B919","TM","新しい着替えパネルがほしい。",0,0,0,0,1
3237,2024-02-26,"2月第4週","L701","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
983,2024-02-26,"2月第4週","V501","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2306,2024-02-26,"2月第4週","L701","TM","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
24,2024-02-26,"2月第4週","L701","TM","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
1103,2024-02-26,"2月第4週","L701","TM","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2050,2024-02-26,"2月第4週","V501","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
982,2024-02-26,"2月第4週","V501","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3138,2024-02-26,"2月第4週","V501","TM","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
623,2024-02-26,"2月第2週","B919","TM","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
3105,2024-02-26,"2月第4週","B919","TS","住所変更",0,0,0,0,0
2856,2024-02-26,"2月第4週","L701","TS","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
3115,2024-02-26,"2月第4週","L701","TS","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2865,2024-02-26,"2月第4週","L701","TS","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
984,2024-02-26,"2月第4週","L701","TS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
414,2024-02-26,"2月第4週","V501","YN","新しい着替えパネルがほしい。",0,0,0,0,1
981,2024-02-26,"2月第4週","V501","YN","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
45,2024-02-26,"2月第4週","L701","YN","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
2863,2024-02-26,"2月第4週","B919","YN","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
3602,2024-02-26,"2月第4週","V501","YN","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3709,2024-02-26,"2月第4週","L701","YN","カスタマーサポートがひどい。",1,0,0,0,0
3242,2024-02-26,"2月第4週","B919","YW","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2181,2024-02-26,"2月第4週","L701","YW","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
3788,2024-02-26,"2月第4週","B919","YW","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1053,2024-02-26,"2月第4週","V501","YW","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
3396,2024-02-26,"2月第4週","V501","YW","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
1446,2024-02-27,"3月第1週","V501","CT","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2734,2024-02-27,"3月第1週","V501","CT","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1559,2024-02-27,"3月第1週","B919","CT","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2736,2024-02-27,"3月第1週","B919","CT","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3152,2024-02-27,"3月第1週","V501","CT","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2866,2024-02-27,"3月第1週","L701","HY","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2254,2024-02-27,"3月第1週","V501","HY","住所変更",0,0,0,0,0
1163,2024-02-27,"3月第1週","V501","HY","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1265,2024-02-27,"3月第1週","V501","HY","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1264,2024-02-27,"3月第1週","B919","HY","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3358,2024-02-27,"3月第1週","L701","JK","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2256,2024-02-27,"3月第1週","V501","JK","住所変更",0,0,0,0,0
1465,2024-02-27,"3月第1週","L701","JK","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
238,2024-02-27,"3月第1週","L701","JK","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2613,2024-02-27,"3月第1週","B919","JK","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1553,2024-02-27,"3月第1週","L701","KC","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
440,2024-02-27,"3月第1週","B919","KC","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2730,2024-02-27,"3月第1週","B919","KC","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1263,2024-02-27,"3月第1週","B919","KC","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2300,2024-02-27,"3月第1週","V501","KC","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1141,2024-02-27,"3月第1週","B919","KC","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3362,2024-02-27,"3月第1週","B919","KO","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2620,2024-02-27,"3月第1週","B919","KO","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1448,2024-02-27,"3月第1週","V501","KO","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1445,2024-02-27,"3月第1週","L701","KO","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
814,2024-02-27,"3月第1週","V501","KO","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2155,2024-02-27,"3月第1週","B919","MF","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3103,2024-02-27,"3月第1週","B919","MF","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2618,2024-02-27,"3月第1週","B919","MF","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
3210,2024-02-27,"3月第1週","B919","MF","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2334,2024-02-27,"3月第1週","B919","MF","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2337,2024-02-27,"3月第1週","L701","MK","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1865,2024-02-27,"3月第1週","V501","MK","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
469,2024-02-27,"3月第1週","L701","MK","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
441,2024-02-27,"3月第1週","V501","MK","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2733,2024-02-27,"3月第1週","L701","MK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
439,2024-02-27,"3月第1週","L701","MT","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
3741,2024-02-27,"3月第1週","B919","MT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2868,2024-02-27,"3月第1週","V501","MT","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2255,2024-02-27,"3月第1週","V501","MT","住所変更",0,0,0,0,0
108,2024-02-27,"3月第1週","L701","MT","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
472,2024-02-27,"3月第1週","B919","MT","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2184,2024-02-27,"3月第1週","L701","SS","住所変更",0,0,0,0,0
3254,2024-02-27,"3月第1週","B919","SS","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2253,2024-02-27,"3月第1週","B919","SS","住所変更",0,0,0,0,0
1558,2024-02-27,"3月第1週","B919","SS","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3739,2024-02-27,"3月第1週","B919","SS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2353,2024-02-27,"3月第1週","B919","SS","住所変更",0,0,0,0,0
3495,2024-02-27,"3月第1週","L701","TH","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
3660,2024-02-27,"3月第1週","B919","TH","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3261,2024-02-27,"3月第1週","B919","TH","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2326,2024-02-27,"3月第1週","V501","TH","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2252,2024-02-27,"3月第1週","B919","TH","住所変更",0,0,0,0,0
3251,2024-02-27,"3月第1週","B919","TH","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
3259,2024-02-27,"3月第1週","V501","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2117,2024-02-27,"3月第1週","L701","TM","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3206,2024-02-27,"3月第1週","V501","TM","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2169,2024-02-27,"3月第1週","B919","TM","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1262,2024-02-27,"3月第1週","V501","TM","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
470,2024-02-27,"3月第1週","B919","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3207,2024-02-27,"3月第1週","V501","TM","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2529,2024-02-27,"3月第1週","B919","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3223,2024-02-27,"3月第1週","L701","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2738,2024-02-27,"3月第1週","B919","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
138,2024-02-27,"3月第1週","L701","TM","住所変更",0,0,0,0,0
3694,2024-02-27,"3月第1週","V501","TS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2528,2024-02-27,"3月第1週","B919","TS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2735,2024-02-27,"3月第1週","V501","TS","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
436,2024-02-27,"3月第1週","B919","TS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
463,2024-02-27,"3月第1週","B919","TS","住所変更",0,0,0,0,0
2317,2024-02-27,"3月第1週","V501","YN","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3278,2024-02-27,"3月第1週","V501","YN","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2612,2024-02-27,"3月第1週","L701","YN","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1557,2024-02-27,"3月第1週","L701","YN","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
471,2024-02-27,"3月第1週","L701","YN","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2623,2024-02-27,"3月第1週","L701","YW","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
3359,2024-02-27,"3月第1週","B919","YW","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
917,2024-02-27,"3月第1週","L701","YW","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
1554,2024-02-27,"3月第1週","L701","YW","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2731,2024-02-27,"3月第1週","B919","YW","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3216,2024-02-28,"3月第1週","B919","CT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
3704,2024-02-28,"3月第1週","V501","CT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
1941,2024-02-28,"3月第1週","B919","CT","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2260,2024-02-28,"3月第1週","B919","CT","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2153,2024-02-28,"3月第1週","V501","CT","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2222,2024-02-28,"3月第1週","B919","HY","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2604,2024-02-28,"3月第1週","B919","HY","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1705,2024-02-28,"3月第1週","B919","HY","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
17,2024-02-28,"3月第1週","V501","HY","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1547,2024-02-28,"3月第1週","B919","HY","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
6,2024-02-28,"3月第1週","L701","JK","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1468,2024-02-28,"3月第1週","L701","JK","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2218,2024-02-28,"3月第1週","L701","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3481,2024-02-28,"3月第1週","B919","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
431,2024-02-28,"3月第1週","L701","JK","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
3707,2024-02-28,"3月第1週","B919","KC","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
1266,2024-02-28,"3月第1週","B919","KC","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2150,2024-02-28,"3月第1週","B919","KC","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
120,2024-02-28,"3月第1週","L701","KC","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
18,2024-02-28,"3月第1週","B919","KO","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2259,2024-02-28,"3月第1週","B919","KO","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
124,2024-02-28,"3月第1週","B919","KO","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2304,2024-02-28,"3月第1週","V501","KO","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1550,2024-02-28,"3月第1週","B919","KO","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2146,2024-02-28,"3月第1週","L701","MF","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2151,2024-02-28,"3月第1週","B919","MF","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1134,2024-02-28,"3月第1週","B919","MF","住所変更",0,0,0,0,0
1429,2024-02-28,"3月第1週","V501","MF","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
423,2024-02-28,"3月第1週","B919","MF","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2861,2024-02-28,"3月第1週","B919","MK","住所変更",0,0,0,0,0
3219,2024-02-28,"3月第1週","B919","MK","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2601,2024-02-28,"3月第1週","B919","MK","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2148,2024-02-28,"3月第1週","V501","MK","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
886,2024-02-28,"3月第1週","B919","MK","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1469,2024-02-28,"3月第1週","L701","MT","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2149,2024-02-28,"3月第1週","B919","MT","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3382,2024-02-28,"3月第1週","L701","MT","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2328,2024-02-28,"3月第1週","L701","MT","住所変更",0,0,0,0,0
2851,2024-02-28,"3月第1週","V501","SS","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2258,2024-02-28,"3月第1週","B919","SS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2147,2024-02-28,"3月第1週","V501","SS","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
1193,2024-02-28,"3月第1週","B919","SS","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2609,2024-02-28,"3月第1週","B919","SS","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2221,2024-02-28,"3月第1週","B919","TH","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3497,2024-02-28,"3月第1週","L701","TH","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
464,2024-02-28,"3月第1週","V501","TH","住所変更",0,0,0,0,0
2216,2024-02-28,"3月第1週","B919","TH","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
14,2024-02-28,"3月第1週","L701","TM","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1218,2024-02-28,"3月第1週","V501","TM","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2492,2024-02-28,"3月第1週","V501","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1443,2024-02-28,"3月第1週","B919","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2013,2024-02-28,"3月第1週","B919","TM","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2602,2024-02-28,"3月第1週","V501","TM","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2695,2024-02-28,"3月第1週","L701","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
