CUSTID,購入金額合計,クリーム,クレンジング,ネイル,ベースメイク,メイクアップ,化粧水,年代,入会後年数,顧客評価
103060,45283,0.083,0.312,0.154,0.277,0.000,0.174,"30代",8,"MrankC"
103061,10070,0.000,0.626,0.000,0.000,0.374,0.000,"50代",7,"MrankB"
103062,16039,0.440,0.000,0.560,0.000,0.000,0.000,"40代",7,"MrankA"
103066,27239,0.000,0.000,0.045,0.910,0.000,0.045,"30代",0,"MrankA"
103068,47676,0.000,0.127,0.202,0.393,0.082,0.196,"20代",10,"MrankB"
103069,54863,0.000,0.000,0.774,0.226,0.000,0.000,"40代",10,"MrankA"
103074,35560,0.610,0.078,0.000,0.266,0.046,0.000,"20代",7,"MrankB"
103077,45034,0.071,0.254,0.434,0.135,0.000,0.106,"50代",9,"MrankB"
103078,23477,0.000,0.000,0.000,0.089,0.305,0.605,"20代",0,"MrankA"
103082,38189,0.167,0.270,0.064,0.072,0.427,0.000,"30代",7,"MrankC"
103083,57091,0.000,0.000,0.646,0.062,0.219,0.073,"50代",2,"MrankC"
103084,135646,0.229,0.470,0.000,0.258,0.043,0.000,"50代",6,"MrankC"
103087,104900,0.000,0.000,0.000,0.000,1.000,0.000,"20代",8,"MrankB"
103088,10658,0.000,0.000,0.000,0.000,1.000,0.000,"20代",6,"MrankC"
103090,99866,0.099,0.066,0.000,0.127,0.268,0.440,"30代",4,"MrankC"
103091,22905,0.060,0.130,0.000,0.106,0.244,0.459,"50代",10,"MrankC"
103096,29955,0.000,0.000,0.000,0.867,0.133,0.000,"30代",7,"MrankB"
103097,59170,0.207,0.107,0.220,0.409,0.039,0.018,"50代",7,"MrankC"
103098,51302,0.294,0.130,0.299,0.155,0.122,0.000,"20代",0,"MrankC"
103104,32753,0.000,0.000,0.175,0.189,0.393,0.244,"50代",5,"MrankC"
103106,13662,0.121,0.000,0.000,0.384,0.495,0.000,"20代",11,"MrankB"
103107,29483,0.000,0.000,0.000,0.406,0.075,0.520,"40代",0,"MrankC"
103112,51561,0.000,0.000,0.040,0.894,0.000,0.066,"20代",3,"MrankC"
103115,63546,0.023,0.000,0.501,0.026,0.204,0.246,"20代",10,"MrankB"
103116,13800,0.000,0.000,0.000,0.000,1.000,0.000,"50代",6,"MrankA"
103120,63119,0.383,0.034,0.108,0.323,0.034,0.118,"50代",6,"MrankC"
103121,25997,0.000,0.184,0.273,0.090,0.107,0.346,"50代",2,"MrankC"
103122,30479,0.000,0.159,0.155,0.560,0.126,0.000,"40代",4,"MrankB"
103123,111917,0.225,0.000,0.131,0.145,0.056,0.442,"40代",9,"MrankA"
103125,39245,0.000,0.000,0.000,0.411,0.249,0.340,"30代",8,"MrankA"
103129,20858,0.000,0.182,0.000,0.298,0.520,0.000,"50代",6,"MrankB"
103131,25666,0.000,0.366,0.000,0.634,0.000,0.000,"50代",10,"MrankB"
103132,42952,0.039,0.329,0.082,0.065,0.485,0.000,"20代",11,"MrankB"
103133,13747,0.000,0.000,0.318,0.682,0.000,0.000,"20代",0,"MrankA"
103134,10920,0.000,0.366,0.500,0.134,0.000,0.000,"30代",7,"MrankB"
103135,25293,0.071,0.293,0.000,0.576,0.060,0.000,"20代",7,"MrankA"
103141,39174,0.401,0.417,0.116,0.065,0.000,0.000,"20代",1,"MrankB"
103142,23293,0.000,0.393,0.000,0.000,0.607,0.000,"30代",6,"MrankA"
103145,28036,0.000,0.000,0.000,1.000,0.000,0.000,"30代",8,"MrankA"
103153,43827,0.059,0.703,0.072,0.166,0.000,0.000,"30代",11,"MrankB"
103154,7814,0.000,0.486,0.000,0.226,0.000,0.288,"40代",0,"MrankA"
103155,7633,0.837,0.000,0.000,0.000,0.163,0.000,"50代",7,"MrankB"
103156,40182,0.000,0.184,0.241,0.398,0.178,0.000,"50代",2,"MrankA"
103157,36120,0.040,0.095,0.000,0.708,0.157,0.000,"40代",8,"MrankB"
103159,20464,0.000,0.000,0.242,0.623,0.135,0.000,"40代",4,"MrankC"
103162,19668,0.478,0.000,0.307,0.089,0.000,0.127,"20代",0,"MrankC"
103163,56143,0.210,0.049,0.168,0.189,0.131,0.253,"50代",9,"MrankC"
103166,39403,0.000,0.067,0.293,0.130,0.167,0.343,"20代",3,"MrankC"
103168,51910,0.000,0.342,0.411,0.049,0.198,0.000,"40代",6,"MrankC"
103169,72989,0.000,0.025,0.000,0.794,0.109,0.072,"40代",8,"MrankC"
103171,47216,0.054,0.000,0.055,0.545,0.184,0.161,"50代",0,"MrankB"
103173,53875,0.530,0.281,0.000,0.079,0.074,0.035,"40代",1,"MrankB"
103174,197708,0.513,0.000,0.036,0.008,0.029,0.413,"50代",2,"MrankB"
103176,27431,0.000,0.162,0.261,0.000,0.000,0.577,"30代",2,"MrankB"
103177,100365,0.084,0.513,0.000,0.146,0.171,0.086,"20代",7,"MrankB"
103181,24207,0.000,0.070,0.000,0.812,0.118,0.000,"20代",2,"MrankC"
103182,14756,0.161,0.000,0.073,0.000,0.508,0.258,"30代",9,"MrankC"
103183,49746,0.081,0.234,0.194,0.154,0.312,0.025,"50代",4,"MrankA"
103185,63032,0.016,0.000,0.135,0.268,0.581,0.000,"40代",8,"MrankB"
103192,64180,0.019,0.059,0.028,0.410,0.286,0.198,"30代",1,"MrankB"
103193,76656,0.585,0.000,0.090,0.242,0.000,0.082,"50代",5,"MrankC"
103198,95451,0.225,0.084,0.245,0.220,0.142,0.084,"30代",4,"MrankB"
103199,47794,0.000,0.069,0.369,0.031,0.489,0.041,"20代",9,"MrankC"
103203,45340,0.000,0.000,0.036,0.629,0.265,0.070,"50代",1,"MrankB"
103205,26217,0.323,0.000,0.161,0.094,0.422,0.000,"40代",8,"MrankB"
103210,14275,0.000,0.000,0.193,0.325,0.293,0.189,"40代",4,"MrankB"
103211,27262,0.088,0.269,0.236,0.310,0.000,0.097,"40代",5,"MrankC"
103213,73124,0.044,0.741,0.000,0.139,0.077,0.000,"40代",8,"MrankB"
103214,66273,0.266,0.000,0.527,0.078,0.086,0.043,"50代",0,"MrankC"
103215,95152,0.172,0.111,0.000,0.139,0.456,0.121,"50代",5,"MrankA"
103217,75854,0.000,0.065,0.000,0.017,0.000,0.919,"50代",1,"MrankC"
103223,72272,0.406,0.000,0.390,0.184,0.021,0.000,"30代",2,"MrankC"
103226,47861,0.237,0.091,0.279,0.199,0.145,0.050,"50代",11,"MrankC"
103229,43997,0.000,0.233,0.000,0.178,0.589,0.000,"50代",9,"MrankB"
103230,9628,0.327,0.296,0.000,0.000,0.129,0.248,"20代",9,"MrankB"
103233,148272,0.000,0.018,0.000,0.927,0.055,0.000,"50代",2,"MrankB"
103236,47620,0.000,0.181,0.390,0.378,0.000,0.051,"20代",10,"MrankB"
103243,6033,0.000,0.000,0.000,0.625,0.375,0.000,"20代",8,"MrankC"
103246,45287,0.151,0.025,0.277,0.361,0.129,0.057,"30代",9,"MrankB"
103247,24791,0.000,0.052,0.098,0.493,0.204,0.152,"30代",11,"MrankA"
103250,35775,0.460,0.136,0.234,0.045,0.035,0.090,"50代",9,"MrankB"
103253,39521,0.000,0.000,0.476,0.194,0.162,0.168,"20代",10,"MrankB"
103254,35070,0.000,0.058,0.000,0.000,0.942,0.000,"20代",8,"MrankC"
103255,30175,0.000,0.000,0.049,0.108,0.000,0.843,"50代",11,"MrankC"
103256,28336,0.073,0.063,0.216,0.113,0.380,0.154,"40代",10,"MrankC"
103257,26610,0.184,0.000,0.473,0.137,0.040,0.166,"40代",11,"MrankB"
103258,18071,0.000,0.000,0.097,0.618,0.000,0.284,"50代",7,"MrankC"
103261,48703,0.000,0.000,0.206,0.142,0.628,0.025,"50代",5,"MrankC"
103262,17605,0.102,0.129,0.000,0.617,0.151,0.000,"50代",2,"MrankB"
103264,99929,0.010,0.210,0.444,0.258,0.078,0.000,"30代",11,"MrankC"
103265,22539,0.061,0.182,0.000,0.152,0.270,0.336,"50代",10,"MrankA"
103266,15342,0.000,0.000,0.000,0.083,0.682,0.235,"30代",2,"MrankB"
103269,82034,0.000,0.000,0.000,0.974,0.000,0.026,"20代",8,"MrankB"
103271,42934,0.356,0.000,0.000,0.386,0.069,0.188,"40代",9,"MrankB"
103272,14390,0.094,0.000,0.000,0.823,0.083,0.000,"50代",4,"MrankC"
103273,57756,0.065,0.129,0.051,0.469,0.062,0.224,"50代",9,"MrankC"
103274,25740,0.000,0.000,0.067,0.507,0.426,0.000,"20代",3,"MrankB"
103281,33001,0.089,0.000,0.613,0.133,0.060,0.105,"30代",8,"MrankA"
103285,47533,0.000,0.034,0.000,0.183,0.645,0.138,"30代",7,"MrankA"
103286,95100,0.000,0.091,0.000,0.909,0.000,0.000,"20代",1,"MrankC"
103287,61285,0.000,0.000,0.038,0.417,0.545,0.000,"30代",8,"MrankB"
103288,9548,0.000,0.000,0.233,0.415,0.131,0.221,"40代",8,"MrankA"
103290,2775,0.000,0.000,0.000,1.000,0.000,0.000,"30代",7,"MrankC"
103291,6972,0.340,0.000,0.000,0.660,0.000,0.000,"50代",6,"MrankB"
103295,64676,0.252,0.234,0.000,0.514,0.000,0.000,"20代",10,"MrankA"
103296,11780,0.144,0.000,0.540,0.316,0.000,0.000,"40代",9,"MrankB"
103300,14392,0.000,0.307,0.294,0.142,0.000,0.257,"20代",6,"MrankB"
103301,42766,0.260,0.000,0.161,0.523,0.030,0.026,"30代",11,"MrankC"
103302,19875,0.000,0.000,0.000,0.624,0.376,0.000,"20代",5,"MrankC"
103303,49721,0.068,0.200,0.447,0.284,0.000,0.000,"20代",6,"MrankC"
103304,34889,0.085,0.399,0.133,0.208,0.111,0.065,"50代",4,"MrankC"
103307,44978,0.000,0.044,0.049,0.698,0.184,0.025,"40代",11,"MrankC"
103308,67420,0.000,0.020,0.170,0.345,0.465,0.000,"20代",4,"MrankB"
103309,56446,0.000,0.146,0.676,0.177,0.000,0.000,"50代",8,"MrankB"
103311,18940,0.000,0.000,0.000,0.881,0.119,0.000,"40代",9,"MrankB"
103312,28222,0.000,0.150,0.137,0.309,0.345,0.058,"40代",6,"MrankA"
103315,44532,0.000,0.187,0.000,0.055,0.731,0.026,"40代",8,"MrankC"
103316,40737,0.000,0.303,0.079,0.295,0.049,0.275,"20代",8,"MrankC"
103317,85988,0.264,0.000,0.227,0.154,0.356,0.000,"30代",11,"MrankC"
103322,6095,0.000,0.000,0.000,1.000,0.000,0.000,"20代",10,"MrankB"
103323,67588,0.000,0.000,0.000,0.950,0.034,0.016,"50代",0,"MrankB"
103324,3200,0.000,0.000,0.000,1.000,0.000,0.000,"20代",1,"MrankC"
103330,26826,0.000,0.045,0.691,0.000,0.164,0.101,"50代",6,"MrankC"
103332,33028,0.181,0.118,0.162,0.234,0.206,0.098,"50代",7,"MrankB"
103337,30017,0.000,0.000,0.272,0.728,0.000,0.000,"40代",3,"MrankC"
103339,36700,0.190,0.000,0.447,0.112,0.250,0.000,"30代",8,"MrankB"
103341,76394,0.199,0.000,0.160,0.217,0.044,0.380,"50代",2,"MrankC"
103343,43116,0.000,0.000,0.374,0.626,0.000,0.000,"40代",3,"MrankA"
103344,31719,0.069,0.347,0.000,0.427,0.000,0.158,"50代",6,"MrankC"
103345,26808,0.000,0.093,0.306,0.280,0.109,0.213,"20代",4,"MrankB"
103346,11480,0.000,0.000,0.000,0.233,0.767,0.000,"50代",1,"MrankC"
103347,30288,0.000,0.000,0.000,1.000,0.000,0.000,"40代",3,"MrankA"
103348,72557,0.168,0.056,0.557,0.056,0.107,0.056,"20代",11,"MrankC"
103349,62980,0.000,0.413,0.000,0.042,0.275,0.270,"40代",3,"MrankB"
103350,70612,0.000,0.143,0.539,0.102,0.215,0.000,"50代",3,"MrankC"
103352,82679,0.260,0.024,0.031,0.191,0.440,0.054,"50代",2,"MrankB"
103353,21513,0.000,0.000,0.472,0.060,0.098,0.369,"30代",3,"MrankC"
103354,13538,0.000,0.000,0.211,0.185,0.603,0.000,"50代",11,"MrankC"
103355,25568,0.000,0.260,0.116,0.077,0.000,0.546,"50代",9,"MrankA"
103356,47434,0.000,0.000,0.082,0.173,0.602,0.143,"40代",6,"MrankC"
103360,83011,0.023,0.272,0.638,0.048,0.019,0.000,"40代",6,"MrankC"
103361,8304,0.000,0.000,0.000,0.652,0.000,0.348,"30代",3,"MrankA"
103363,44152,0.000,0.325,0.000,0.136,0.151,0.387,"20代",3,"MrankB"
103364,62082,0.319,0.070,0.173,0.232,0.060,0.147,"30代",2,"MrankC"
103365,23700,0.073,0.000,0.000,0.698,0.000,0.230,"50代",7,"MrankB"
103366,45427,0.369,0.000,0.218,0.317,0.097,0.000,"50代",4,"MrankB"
103367,23948,0.148,0.000,0.000,0.000,0.000,0.852,"50代",2,"MrankB"
103369,100318,0.059,0.036,0.704,0.169,0.000,0.032,"40代",7,"MrankC"
103372,33034,0.301,0.065,0.136,0.498,0.000,0.000,"50代",9,"MrankB"
103373,29582,0.122,0.248,0.000,0.176,0.416,0.038,"20代",5,"MrankA"
103374,9983,0.000,0.244,0.309,0.000,0.157,0.290,"50代",3,"MrankA"
103378,78708,0.198,0.195,0.093,0.325,0.189,0.000,"40代",10,"MrankA"
103380,11320,0.000,0.000,0.611,0.389,0.000,0.000,"30代",1,"MrankC"
103382,27833,0.049,0.512,0.248,0.190,0.000,0.000,"30代",0,"MrankA"
103383,15399,0.331,0.000,0.498,0.171,0.000,0.000,"20代",3,"MrankA"
103385,44323,0.000,0.536,0.000,0.000,0.000,0.464,"50代",0,"MrankA"
103390,2435,0.000,0.493,0.000,0.507,0.000,0.000,"50代",6,"MrankB"
103392,17297,0.000,0.000,0.363,0.448,0.000,0.189,"50代",6,"MrankB"
103394,36777,0.323,0.165,0.202,0.310,0.000,0.000,"40代",2,"MrankC"
103396,36861,0.218,0.000,0.158,0.592,0.000,0.033,"30代",3,"MrankC"
103399,6173,0.000,0.000,0.000,0.813,0.187,0.000,"20代",4,"MrankC"
103400,98267,0.012,0.036,0.000,0.144,0.139,0.668,"30代",0,"MrankA"
103402,10925,0.000,0.494,0.000,0.293,0.213,0.000,"50代",1,"MrankC"
103403,13989,0.104,0.087,0.000,0.441,0.000,0.369,"30代",7,"MrankA"
103404,94163,0.044,0.044,0.029,0.319,0.021,0.543,"50代",2,"MrankA"
103406,46714,0.549,0.107,0.049,0.238,0.000,0.057,"30代",9,"MrankB"
103408,42888,0.161,0.000,0.322,0.360,0.157,0.000,"30代",4,"MrankB"
103409,2400,0.000,1.000,0.000,0.000,0.000,0.000,"20代",2,"MrankA"
103410,18696,0.000,0.087,0.000,0.517,0.195,0.201,"20代",9,"MrankB"
103411,52947,0.000,0.000,0.562,0.214,0.063,0.161,"20代",2,"MrankB"
103412,114689,0.000,0.000,0.000,0.000,1.000,0.000,"30代",1,"MrankB"
103413,152580,0.000,0.000,0.091,0.000,0.547,0.362,"30代",9,"MrankC"
103417,23680,0.186,0.000,0.333,0.179,0.303,0.000,"50代",11,"MrankC"
103418,56808,0.330,0.030,0.235,0.000,0.031,0.374,"20代",10,"MrankB"
103421,34378,0.000,0.000,0.555,0.275,0.170,0.000,"40代",0,"MrankC"
103422,98400,0.000,0.000,0.439,0.228,0.284,0.050,"50代",6,"MrankC"
103423,25185,0.000,0.000,0.000,0.000,1.000,0.000,"30代",1,"MrankC"
103425,49436,0.254,0.000,0.000,0.632,0.084,0.030,"20代",7,"MrankC"
103426,18506,0.000,0.000,0.000,0.893,0.107,0.000,"40代",1,"MrankA"
103429,14595,0.000,0.137,0.644,0.097,0.122,0.000,"30代",1,"MrankC"
103431,1578,0.000,0.000,0.000,1.000,0.000,0.000,"50代",6,"MrankB"
103433,84053,0.091,0.119,0.491,0.300,0.000,0.000,"50代",8,"MrankC"
103435,9206,0.000,0.000,0.000,0.536,0.464,0.000,"20代",2,"MrankB"
103436,90326,0.000,0.000,0.163,0.491,0.109,0.237,"20代",7,"MrankC"
103437,144896,0.154,0.675,0.016,0.110,0.044,0.000,"40代",2,"MrankC"
103441,41626,0.000,0.365,0.156,0.094,0.078,0.307,"20代",5,"MrankB"
103443,47523,0.000,0.369,0.280,0.118,0.118,0.116,"50代",3,"MrankC"
103444,66626,0.016,0.207,0.404,0.271,0.017,0.086,"30代",6,"MrankB"
103446,37270,0.000,0.000,0.000,0.000,0.837,0.163,"40代",9,"MrankC"
103449,65669,0.000,0.000,0.352,0.189,0.133,0.327,"50代",4,"MrankB"
103452,30653,0.000,0.073,0.200,0.417,0.226,0.083,"50代",4,"MrankA"
103453,28046,0.000,0.123,0.070,0.346,0.404,0.057,"50代",7,"MrankB"
103454,25367,0.049,0.000,0.456,0.000,0.495,0.000,"30代",10,"MrankA"
103455,29955,0.000,0.300,0.000,0.143,0.192,0.365,"30代",6,"MrankB"
103456,33480,0.941,0.000,0.000,0.000,0.000,0.059,"40代",3,"MrankB"
103458,11740,0.000,0.102,0.182,0.564,0.152,0.000,"30代",3,"MrankA"
103459,56755,0.000,0.119,0.000,0.303,0.578,0.000,"30代",9,"MrankA"
103460,10327,0.000,0.368,0.279,0.000,0.353,0.000,"40代",2,"MrankC"
103461,116332,0.122,0.000,0.099,0.144,0.400,0.234,"40代",0,"MrankC"
103462,17969,0.000,0.144,0.167,0.117,0.573,0.000,"40代",4,"MrankC"
103463,10420,0.000,0.158,0.603,0.239,0.000,0.000,"40代",2,"MrankA"
103465,31780,0.088,0.000,0.068,0.349,0.438,0.058,"50代",11,"MrankC"
103466,29155,0.000,0.000,0.000,0.363,0.637,0.000,"30代",8,"MrankC"
103467,24772,0.222,0.385,0.000,0.181,0.000,0.212,"20代",10,"MrankC"
103472,45160,0.000,0.000,0.167,0.626,0.159,0.048,"40代",4,"MrankA"
103473,39037,0.000,0.000,0.000,0.539,0.461,0.000,"20代",5,"MrankB"
103475,27460,0.000,0.000,0.000,0.408,0.000,0.592,"50代",7,"MrankB"
103476,55628,0.000,0.255,0.243,0.199,0.181,0.122,"40代",7,"MrankC"
103477,22671,0.000,0.291,0.000,0.512,0.197,0.000,"20代",3,"MrankC"
103483,19047,0.139,0.089,0.474,0.200,0.000,0.098,"20代",9,"MrankA"
103484,79957,0.053,0.365,0.294,0.111,0.062,0.115,"40代",2,"MrankC"
103486,69726,0.016,0.000,0.148,0.836,0.000,0.000,"20代",4,"MrankC"
103488,26315,0.000,0.000,0.000,0.251,0.749,0.000,"50代",11,"MrankC"
103489,58050,0.000,0.093,0.721,0.153,0.000,0.033,"40代",11,"MrankB"
103491,28035,0.059,0.040,0.238,0.614,0.000,0.049,"30代",10,"MrankC"
103493,45007,0.058,0.000,0.636,0.238,0.067,0.000,"40代",2,"MrankA"
103494,23920,0.160,0.000,0.404,0.115,0.236,0.084,"40代",4,"MrankC"
103495,23346,0.000,0.000,0.000,0.244,0.640,0.116,"50代",10,"MrankB"
103496,10305,0.343,0.000,0.000,0.000,0.657,0.000,"40代",0,"MrankC"
103497,3760,0.000,0.000,0.000,0.000,1.000,0.000,"40代",2,"MrankB"
103501,48901,0.085,0.066,0.399,0.374,0.077,0.000,"20代",8,"MrankB"
103503,32530,0.181,0.167,0.070,0.583,0.000,0.000,"40代",8,"MrankA"
103504,23140,0.000,0.000,0.000,1.000,0.000,0.000,"20代",0,"MrankA"
103509,8935,0.000,0.000,0.000,0.560,0.440,0.000,"20代",9,"MrankA"
103511,66008,0.000,0.030,0.114,0.047,0.735,0.074,"50代",5,"MrankB"
103512,36685,0.053,0.090,0.267,0.077,0.512,0.000,"40代",0,"MrankA"
103516,58777,0.024,0.042,0.473,0.245,0.000,0.216,"40代",7,"MrankA"
103518,17741,0.369,0.248,0.000,0.383,0.000,0.000,"20代",5,"MrankA"
103521,19472,0.637,0.179,0.000,0.000,0.184,0.000,"40代",8,"MrankB"
103522,97483,0.013,0.023,0.042,0.432,0.331,0.160,"20代",10,"MrankC"
103524,33042,0.000,0.000,0.136,0.385,0.479,0.000,"20代",9,"MrankC"
103527,6633,0.823,0.000,0.000,0.177,0.000,0.000,"40代",11,"MrankC"
103528,27003,0.000,0.000,0.891,0.000,0.109,0.000,"20代",0,"MrankB"
103529,15702,0.000,0.000,0.723,0.000,0.200,0.076,"40代",7,"MrankC"
103530,24105,0.000,0.000,0.114,0.739,0.044,0.103,"40代",8,"MrankC"
103532,47248,0.097,0.282,0.000,0.218,0.337,0.066,"30代",4,"MrankB"
103533,17513,0.000,0.000,0.489,0.290,0.000,0.221,"40代",5,"MrankB"
103539,37088,0.000,0.000,0.165,0.534,0.085,0.215,"40代",11,"MrankB"
103541,19042,0.000,1.000,0.000,0.000,0.000,0.000,"30代",4,"MrankA"
103552,49543,0.029,0.000,0.225,0.000,0.746,0.000,"30代",10,"MrankC"
103556,47295,0.069,0.114,0.576,0.183,0.057,0.000,"40代",2,"MrankC"
103557,137151,0.000,0.036,0.117,0.378,0.211,0.257,"20代",6,"MrankA"
103559,100123,0.223,0.000,0.037,0.463,0.240,0.037,"20代",10,"MrankA"
103560,28766,0.000,0.120,0.000,0.563,0.218,0.100,"40代",0,"MrankC"
103562,19625,0.137,0.000,0.000,0.863,0.000,0.000,"30代",0,"MrankA"
103563,75137,0.136,0.000,0.468,0.169,0.072,0.156,"50代",1,"MrankB"
103564,44031,0.065,0.288,0.175,0.235,0.237,0.000,"40代",1,"MrankC"
103565,84550,0.039,0.000,0.186,0.646,0.080,0.049,"40代",5,"MrankA"
103566,25686,0.000,0.000,0.834,0.166,0.000,0.000,"30代",5,"MrankA"
103567,58256,0.000,0.166,0.000,0.595,0.238,0.000,"30代",2,"MrankB"
103569,21793,0.000,0.000,0.208,0.586,0.206,0.000,"40代",4,"MrankC"
103570,18146,0.000,0.157,0.077,0.273,0.493,0.000,"40代",6,"MrankC"
103571,54686,0.000,0.000,0.000,0.024,0.900,0.076,"40代",7,"MrankC"
103580,12970,0.000,0.000,0.000,1.000,0.000,0.000,"30代",7,"MrankC"
103585,54290,0.052,0.000,0.089,0.662,0.173,0.024,"40代",6,"MrankB"
103587,58094,0.000,0.000,0.670,0.330,0.000,0.000,"50代",4,"MrankC"
103589,3231,0.000,0.000,1.000,0.000,0.000,0.000,"20代",11,"MrankB"
103590,50390,0.054,0.260,0.000,0.060,0.143,0.484,"40代",0,"MrankC"
103595,36425,0.028,0.145,0.196,0.383,0.247,0.000,"50代",6,"MrankA"
103596,41946,0.000,0.150,0.697,0.153,0.000,0.000,"20代",4,"MrankA"
103598,32980,0.099,0.300,0.600,0.000,0.000,0.000,"30代",8,"MrankC"
103600,62167,0.000,0.397,0.159,0.361,0.063,0.020,"40代",6,"MrankC"
103601,55860,0.000,0.000,0.038,0.339,0.623,0.000,"40代",1,"MrankB"
103602,13759,0.000,0.443,0.000,0.305,0.000,0.252,"20代",8,"MrankC"
103604,85231,0.027,0.213,0.419,0.121,0.081,0.139,"50代",1,"MrankB"
103608,96848,0.000,0.000,0.044,0.071,0.868,0.017,"40代",3,"MrankC"
103609,14980,0.000,0.000,0.000,0.668,0.332,0.000,"20代",7,"MrankB"
103613,70140,0.152,0.139,0.140,0.454,0.018,0.097,"50代",3,"MrankC"
103614,43211,0.225,0.000,0.338,0.192,0.072,0.173,"20代",3,"MrankC"
103615,78152,0.000,0.576,0.212,0.212,0.000,0.000,"50代",0,"MrankA"
103616,15959,0.191,0.000,0.088,0.425,0.000,0.296,"20代",11,"MrankB"
103618,32870,0.000,0.000,0.000,1.000,0.000,0.000,"20代",9,"MrankC"
103621,5975,0.000,0.000,0.680,0.000,0.320,0.000,"50代",5,"MrankB"
103622,39699,0.077,0.000,0.079,0.224,0.620,0.000,"20代",6,"MrankB"
103626,32458,0.000,0.000,0.044,0.836,0.120,0.000,"20代",7,"MrankC"
103628,43900,0.000,0.000,0.000,1.000,0.000,0.000,"30代",5,"MrankC"
103629,45291,0.000,0.000,0.534,0.072,0.274,0.120,"50代",2,"MrankC"
103630,7164,0.000,0.000,0.000,0.000,1.000,0.000,"50代",5,"MrankC"
103634,52076,0.000,0.048,0.850,0.024,0.078,0.000,"50代",2,"MrankA"
103636,40315,0.000,0.028,0.153,0.704,0.062,0.053,"20代",10,"MrankC"
103638,14091,0.000,0.099,0.000,0.637,0.156,0.108,"30代",11,"MrankA"
103639,9632,0.000,0.280,0.000,0.000,0.720,0.000,"50代",1,"MrankB"
103645,26800,0.000,0.000,0.000,0.244,0.000,0.756,"30代",6,"MrankB"
103647,31234,0.033,0.398,0.487,0.000,0.048,0.035,"50代",8,"MrankA"
103648,2700,0.000,1.000,0.000,0.000,0.000,0.000,"40代",11,"MrankC"
103649,26129,0.000,0.000,0.039,0.308,0.375,0.278,"40代",10,"MrankC"
103650,68688,0.434,0.000,0.000,0.000,0.566,0.000,"40代",11,"MrankA"
103653,11548,0.099,0.000,0.000,0.327,0.430,0.144,"50代",4,"MrankA"
103655,14190,0.000,1.000,0.000,0.000,0.000,0.000,"50代",2,"MrankA"
103657,47741,0.095,0.000,0.363,0.341,0.179,0.021,"20代",0,"MrankC"
103660,44143,0.244,0.053,0.114,0.387,0.100,0.103,"40代",6,"MrankC"
103663,10077,0.000,0.000,0.000,0.191,0.809,0.000,"50代",0,"MrankC"
103665,60713,0.000,0.000,0.037,0.068,0.442,0.453,"20代",11,"MrankB"
103667,70060,0.046,0.000,0.247,0.654,0.030,0.023,"30代",4,"MrankA"
103669,18088,0.338,0.000,0.305,0.000,0.252,0.105,"30代",7,"MrankB"
103670,29919,0.000,0.000,0.638,0.174,0.000,0.189,"30代",5,"MrankB"
103671,22900,0.000,0.052,0.130,0.732,0.000,0.086,"40代",3,"MrankC"
103676,17690,0.000,0.000,0.592,0.338,0.000,0.070,"20代",9,"MrankA"
103677,35729,0.084,0.000,0.410,0.336,0.170,0.000,"40代",4,"MrankB"
103678,21684,0.000,0.000,0.000,1.000,0.000,0.000,"50代",11,"MrankC"
103679,17780,0.000,0.000,0.000,0.118,0.882,0.000,"50代",8,"MrankB"
103680,28043,0.000,0.000,0.000,0.926,0.074,0.000,"20代",9,"MrankC"
103681,23301,0.000,0.000,0.218,0.296,0.486,0.000,"20代",5,"MrankB"
103682,29691,0.000,0.101,0.482,0.308,0.109,0.000,"50代",10,"MrankB"
103684,5636,0.293,0.000,0.000,0.525,0.000,0.182,"50代",7,"MrankC"
103687,72559,0.060,0.407,0.061,0.378,0.055,0.039,"50代",10,"MrankA"
103688,78385,0.755,0.000,0.135,0.000,0.000,0.110,"40代",0,"MrankB"
103689,40595,0.000,0.348,0.029,0.471,0.152,0.000,"50代",11,"MrankA"
103690,27101,0.000,0.104,0.756,0.000,0.000,0.140,"40代",5,"MrankA"
103691,23410,0.000,0.000,0.137,0.000,0.152,0.711,"30代",9,"MrankC"
103692,8949,0.000,0.211,0.000,0.518,0.126,0.145,"30代",8,"MrankA"
103695,34520,0.503,0.000,0.000,0.084,0.413,0.000,"20代",5,"MrankB"
103696,133918,0.079,0.000,0.434,0.000,0.112,0.375,"20代",11,"MrankC"
103697,31966,0.000,0.295,0.000,0.637,0.069,0.000,"40代",10,"MrankB"
103698,73627,0.047,0.000,0.000,0.538,0.415,0.000,"20代",2,"MrankB"
103699,25106,0.000,0.194,0.000,0.065,0.463,0.278,"20代",7,"MrankC"
103701,41895,0.084,0.052,0.032,0.415,0.418,0.000,"40代",4,"MrankB"
103702,45548,0.026,0.000,0.552,0.064,0.000,0.358,"30代",5,"MrankB"
103703,21825,0.000,0.251,0.000,0.000,0.749,0.000,"50代",5,"MrankC"
103704,9362,0.314,0.000,0.153,0.176,0.214,0.143,"20代",9,"MrankB"
103705,11702,0.000,0.000,0.000,0.337,0.663,0.000,"20代",11,"MrankB"
103708,64411,0.000,0.070,0.371,0.442,0.098,0.018,"40代",9,"MrankC"
103710,37097,0.159,0.047,0.000,0.291,0.119,0.385,"40代",5,"MrankA"
103712,22360,0.000,0.000,0.250,0.750,0.000,0.000,"20代",3,"MrankA"
