取引日,取引時刻,店舗ID,レジID,取引番号,行番号,商品コード,商品名,カテゴリ,数量,本体単価(税抜),割引額,税率,税額,小計(税抜),小計(税込)
2025-12-22,14:30:24,"TOKYO001","R05","T004047",3,"SKU00480","ゼリー (小)","デザート",1,369,0,0.080,30,369,399
2025-12-22,14:30:55,"TOKYO001","R02","T002714",1,"SKU00307","ロールケーキ 2個入り","デザート",1,344,0,0.080,28,344,372
2025-12-22,14:31:19,"TOKYO001","R05","T003092",1,"SKU01981","コーンスナック 1000ml","スナック菓子",1,262,0,0.080,21,262,283
2025-12-22,14:31:19,"TOKYO001","R05","T003092",2,"SKU01816","ラテ 200ml","コーヒー",1,150,0,0.080,12,150,162
2025-12-22,14:31:19,"TOKYO001","R05","T003092",3,"SKU00995","ツナマヨおにぎり 500ml","おにぎり",1,168,0,0.080,13,168,181
2025-12-22,14:31:23,"TOKYO001","R01","T004026",1,"SKU02432","ワイン ハーフ (小)","酒類",1,506,0,0.100,51,506,557
2025-12-22,14:31:38,"TOKYO001","R03","T004657",1,"SKU00520","スポーツドリンク 2個入り","飲料",1,171,0,0.080,14,171,185
2025-12-22,14:31:38,"TOKYO001","R03","T004657",2,"SKU00632","カップラーメン 醤油 500ml","即席麺",1,200,0,0.080,16,200,216
2025-12-22,14:31:38,"TOKYO001","R03","T004657",3,"SKU02930","昆布おにぎり ハーフ","おにぎり",1,120,0,0.080,10,120,130
2025-12-22,14:31:38,"TOKYO001","R03","T004657",4,"SKU01340","ミネラルウォーター (大)","飲料",1,161,0,0.080,13,161,174
2025-12-22,14:31:45,"TOKYO001","R02","T003478",1,"SKU00749","カップ焼きそば (大)","即席麺",1,152,0,0.080,12,152,164
2025-12-22,14:31:45,"TOKYO001","R02","T003478",2,"SKU00656","炭酸水 2個入り","飲料",1,136,0,0.080,11,136,147
2025-12-22,14:31:45,"TOKYO001","R02","T003478",3,"SKU02311","チーズケーキ (大)","デザート",1,140,0,0.080,11,140,151
2025-12-22,14:31:45,"TOKYO001","R02","T003478",4,"SKU01252","クリームパン ハーフ","ベーカリー",1,136,20,0.080,9,116,125
2025-12-22,14:31:45,"TOKYO001","R02","T003478",5,"SKU01892","ツナマヨおにぎり (小)","おにぎり",1,170,0,0.080,14,170,184
2025-12-22,14:31:55,"TOKYO001","R07","T004429",1,"SKU01886","メロンパン 1000ml","ベーカリー",1,243,0,0.080,19,243,262
2025-12-22,14:31:55,"TOKYO001","R07","T004429",2,"SKU01163","チキン南蛮弁当 (小)","弁当・惣菜",1,516,0,0.080,41,516,557
2025-12-22,14:31:55,"TOKYO001","R07","T004429",3,"SKU00711","ライト 1000ml","たばこ",1,615,0,0.100,62,615,677
2025-12-22,14:31:55,"TOKYO001","R07","T004429",4,"SKU02306","明太子おにぎり ハーフ","おにぎり",1,178,0,0.080,14,178,192
2025-12-22,14:31:57,"TOKYO001","R05","T004909",1,"SKU00775","発泡酒 500ml","酒類",1,1314,0,0.100,131,1314,1445
2025-12-22,14:31:57,"TOKYO001","R05","T004909",2,"SKU00630","ポテトチップス コンソメ 200ml","スナック菓子",1,202,0,0.080,16,202,218
2025-12-22,14:31:57,"TOKYO001","R05","T004909",3,"SKU02673","メンソール 2個入り","たばこ",1,726,0,0.100,73,726,799
2025-12-22,14:31:57,"TOKYO001","R05","T004909",4,"SKU01478","ライト (小)","たばこ",1,727,0,0.100,73,727,800
2025-12-22,14:32:02,"TOKYO001","R02","T003471",1,"SKU01603","ナッツミックス (小)","スナック菓子",1,295,0,0.080,24,295,319
2025-12-22,14:32:02,"TOKYO001","R02","T003471",2,"SKU01779","コーンスナック (大)","スナック菓子",1,179,0,0.080,14,179,193
2025-12-22,14:33:16,"TOKYO001","R06","T003194",1,"SKU00075","メンソール (小)","たばこ",1,635,0,0.100,64,635,699
2025-12-22,14:33:30,"TOKYO001","R04","T001227",1,"SKU02609","メンソール (小)","たばこ",1,614,0,0.100,61,614,675
2025-12-22,14:33:30,"TOKYO001","R04","T001227",2,"SKU01783","カレーパン ハーフ","ベーカリー",1,154,15,0.080,11,139,150
2025-12-22,14:33:30,"TOKYO001","R04","T001227",3,"SKU01125","文庫本 200ml","雑誌・書籍",1,456,0,0.100,46,456,502
2025-12-22,14:33:30,"TOKYO001","R04","T001227",4,"SKU00628","メンソール (小)","たばこ",1,642,0,0.100,64,642,706
2025-12-22,14:33:30,"TOKYO001","R04","T001227",5,"SKU00975","スポーツドリンク (大)","飲料",1,148,0,0.080,12,148,160
2025-12-22,14:33:30,"TOKYO001","R04","T001227",6,"SKU01287","烏龍茶 1000ml","飲料",1,152,0,0.080,12,152,164
2025-12-22,14:33:32,"TOKYO001","R03","T000079",1,"SKU00933","アイスコーヒー 500ml","コーヒー",1,102,0,0.080,8,102,110
2025-12-22,14:33:32,"TOKYO001","R03","T000079",2,"SKU00639","チキン南蛮弁当","弁当・惣菜",1,390,0,0.080,31,390,421
2025-12-22,14:33:49,"TOKYO001","R05","T001483",1,"SKU00032","クラッカー 1個","スナック菓子",1,276,0,0.080,22,276,298
2025-12-22,14:33:49,"TOKYO001","R05","T001483",2,"SKU02408","ナッツミックス 2個入り","スナック菓子",1,234,0,0.080,19,234,253
2025-12-22,14:33:55,"TOKYO001","R07","T001732",1,"SKU01278","アイスコーヒー (小)","コーヒー",1,116,0,0.080,9,116,125
2025-12-22,14:33:55,"TOKYO001","R07","T001732",2,"SKU01423","コーラ (大)","飲料",1,157,0,0.080,13,157,170
2025-12-22,14:34:07,"TOKYO001","R01","T000427",1,"SKU02926","カップラーメン 醤油 1000ml","即席麺",1,279,0,0.080,22,279,301
2025-12-22,14:34:07,"TOKYO001","R01","T000427",2,"SKU02963","生姜焼き弁当 200ml","弁当・惣菜",1,428,0,0.080,34,428,462
2025-12-22,14:34:07,"TOKYO001","R01","T000427",3,"SKU00179","チキンサラダ 200ml","サラダ",3,335,0,0.080,80,1005,1085
2025-12-22,14:34:07,"TOKYO001","R06","T003648",1,"SKU01551","ツナサラダ 2個入り","サラダ",1,309,0,0.080,25,309,334
2025-12-22,14:34:07,"TOKYO001","R06","T003648",2,"SKU01528","幕の内弁当 ハーフ","弁当・惣菜",1,353,0,0.080,28,353,381
2025-12-22,14:34:07,"TOKYO001","R06","T003648",3,"SKU01406","チョココロネ 1個","ベーカリー",1,132,0,0.080,11,132,143
2025-12-22,14:34:07,"TOKYO001","R06","T003648",4,"SKU01315","カレーパン","ベーカリー",1,257,0,0.080,21,257,278
2025-12-22,14:34:07,"TOKYO001","R06","T003648",5,"SKU00753","ティッシュ 1個","日用品",1,472,0,0.100,47,472,519
2025-12-22,14:34:54,"TOKYO001","R02","T002006",1,"SKU00049","チョコアイス ハーフ","アイスクリーム",1,291,0,0.080,23,291,314
2025-12-22,14:34:59,"TOKYO001","R06","T004402",1,"SKU02172","オレンジジュース 2個入り","飲料",3,167,0,0.080,40,501,541
2025-12-22,14:34:59,"TOKYO001","R06","T004402",2,"SKU02673","メンソール 2個入り","たばこ",1,726,0,0.100,73,726,799
2025-12-22,14:35:06,"TOKYO001","R07","T004709",1,"SKU02362","クロワッサン ハーフ","ベーカリー",1,156,0,0.080,12,156,168
2025-12-22,14:35:06,"TOKYO001","R07","T004709",2,"SKU00097","シュークリーム 500ml","デザート",1,238,36,0.080,16,202,218
2025-12-22,14:35:17,"TOKYO001","R08","T001740",1,"SKU02876","カレーパン 500ml","ベーカリー",2,146,58,0.080,19,234,253
2025-12-22,14:35:17,"TOKYO001","R08","T001740",2,"SKU02831","メロンパン (小)","ベーカリー",1,160,0,0.080,13,160,173
2025-12-22,14:35:20,"TOKYO001","R06","T001348",1,"SKU02275","チキンサラダ 1000ml","サラダ",1,206,0,0.080,16,206,222
2025-12-22,14:35:20,"TOKYO001","R06","T001348",2,"SKU02459","プリン (小)","デザート",1,301,0,0.080,24,301,325
2025-12-22,14:35:28,"TOKYO001","R07","T004398",1,"SKU01886","メロンパン 1000ml","ベーカリー",1,243,0,0.080,19,243,262
2025-12-22,14:35:28,"TOKYO001","R07","T004398",2,"SKU01203","オレンジジュース 200ml","飲料",1,163,0,0.080,13,163,176
2025-12-22,14:35:28,"TOKYO001","R07","T004398",3,"SKU00746","カップうどん 2個入り","即席麺",1,276,0,0.080,22,276,298
2025-12-22,14:35:28,"TOKYO001","R07","T004398",4,"SKU02433","ホットコーヒー ハーフ","コーヒー",1,153,0,0.080,12,153,165
2025-12-22,14:36:43,"TOKYO001","R02","T004603",1,"SKU00530","フライドポテト 2個入り","ホットスナック",2,273,0,0.080,44,546,590
2025-12-22,14:36:43,"TOKYO001","R02","T004603",2,"SKU00928","アイスバー (小)","アイスクリーム",1,155,0,0.080,12,155,167
2025-12-22,14:36:59,"TOKYO001","R01","T004185",1,"SKU00797","ツナサラダ (小)","サラダ",1,204,41,0.080,13,163,176
2025-12-22,14:36:59,"TOKYO001","R01","T004185",2,"SKU01123","アメリカンドッグ (小)","ホットスナック",1,345,0,0.080,28,345,373
2025-12-22,14:36:59,"TOKYO001","R01","T004185",3,"SKU01416","コーンサラダ ハーフ","サラダ",2,400,0,0.080,64,800,864
2025-12-22,14:36:59,"TOKYO001","R01","T004185",4,"SKU02900","スポーツドリンク (大)","飲料",1,105,0,0.080,8,105,113
2025-12-22,14:37:09,"TOKYO001","R03","T004922",1,"SKU00872","パスタサラダ 1000ml","弁当・惣菜",1,496,0,0.080,40,496,536
2025-12-22,14:37:09,"TOKYO001","R03","T004922",2,"SKU02407","昆布おにぎり 1個","おにぎり",1,132,13,0.080,10,119,129
2025-12-22,14:37:09,"TOKYO001","R03","T004922",3,"SKU01218","月刊誌 500ml","雑誌・書籍",1,886,0,0.100,89,886,975
2025-12-22,14:37:27,"TOKYO001","R02","T004743",1,"SKU02255","フライドポテト 200ml","ホットスナック",1,270,0,0.080,22,270,292
2025-12-22,14:37:27,"TOKYO001","R02","T004743",2,"SKU02759","ライト","たばこ",1,604,0,0.100,60,604,664
2025-12-22,14:37:27,"TOKYO001","R02","T004743",3,"SKU02799","カフェオレ (大)","コーヒー",1,108,0,0.080,9,108,117
2025-12-22,14:37:27,"TOKYO001","R02","T004743",4,"SKU02743","ポテトチップス しお (小)","スナック菓子",1,245,0,0.080,20,245,265
2025-12-22,14:37:27,"TOKYO001","R02","T004743",5,"SKU00849","ロールケーキ 2個入り","デザート",1,213,0,0.080,17,213,230
2025-12-22,14:37:31,"TOKYO001","R06","T001762",1,"SKU01413","サンドイッチ 200ml","弁当・惣菜",1,521,0,0.080,42,521,563
2025-12-22,14:37:52,"TOKYO001","R07","T003501",1,"SKU02091","ワイン ハーフ (大)","酒類",1,902,0,0.100,90,902,992
2025-12-22,14:37:52,"TOKYO001","R07","T003501",2,"SKU02374","あんパン 2個入り","ベーカリー",1,202,0,0.080,16,202,218
2025-12-22,14:37:55,"TOKYO001","R01","T001322",1,"SKU01512","ライト 200ml","たばこ",1,764,0,0.100,76,764,840
2025-12-22,14:38:03,"TOKYO001","R04","T004692",1,"SKU00541","ツナサラダ (大)","サラダ",1,330,0,0.080,26,330,356
2025-12-22,14:38:11,"TOKYO001","R08","T002039",1,"SKU02046","メンソール (小)","たばこ",1,622,0,0.100,62,622,684
2025-12-22,14:38:27,"TOKYO001","R04","T003953",1,"SKU02669","メンソール 1000ml","たばこ",1,669,0,0.100,67,669,736
2025-12-22,14:38:27,"TOKYO001","R04","T003953",2,"SKU02873","カップラーメン 醤油 (大)","即席麺",1,132,26,0.080,8,106,114
2025-12-22,14:38:27,"TOKYO001","R04","T003953",3,"SKU02854","カップうどん (小)","即席麺",1,177,35,0.080,11,142,153
2025-12-22,14:38:27,"TOKYO001","R04","T003953",4,"SKU02216","パスタサラダ 1000ml","弁当・惣菜",1,584,0,0.080,47,584,631
2025-12-22,14:39:06,"TOKYO001","R07","T003387",1,"SKU00309","チューハイ レモン ハーフ","酒類",2,1191,0,0.100,238,2382,2620
2025-12-22,14:39:21,"TOKYO001","R03","T001857",1,"SKU02172","オレンジジュース 2個入り","飲料",1,167,0,0.080,13,167,180
2025-12-22,14:39:21,"TOKYO001","R03","T001857",2,"SKU02814","オレンジジュース (小)","飲料",1,103,0,0.080,8,103,111
2025-12-22,14:39:22,"TOKYO001","R01","T002852",1,"SKU02737","ラテ (小)","コーヒー",1,100,0,0.080,8,100,108
2025-12-22,14:39:22,"TOKYO001","R01","T002852",2,"SKU00399","ライト","たばこ",1,725,0,0.100,72,725,797
2025-12-22,14:39:22,"TOKYO001","R01","T002852",3,"SKU02349","スポンジ 2個入り","日用品",1,294,0,0.100,29,294,323
2025-12-22,14:39:55,"TOKYO001","R08","T003346",1,"SKU00027","せんべい ハーフ","スナック菓子",1,143,0,0.080,11,143,154
2025-12-22,14:39:55,"TOKYO001","R08","T003346",2,"SKU00454","カップうどん 1個","即席麺",2,172,0,0.080,28,344,372
2025-12-22,14:39:55,"TOKYO001","R03","T004459",1,"SKU01953","歯ブラシ","日用品",1,770,0,0.100,77,770,847
2025-12-22,14:39:55,"TOKYO001","R03","T004459",2,"SKU01767","メンソール 1個","たばこ",1,766,0,0.100,77,766,843
2025-12-22,14:39:55,"TOKYO001","R03","T004459",3,"SKU01506","高菜おにぎり 500ml","おにぎり",1,195,0,0.080,16,195,211
2025-12-22,14:39:55,"TOKYO001","R03","T004459",4,"SKU02582","カップうどん","即席麺",1,274,0,0.080,22,274,296
2025-12-22,14:40:04,"TOKYO001","R03","T003474",1,"SKU02950","ポテトサラダ 1個","サラダ",1,372,0,0.080,30,372,402
2025-12-22,14:40:04,"TOKYO001","R03","T003474",2,"SKU01978","チョココロネ 2個入り","ベーカリー",1,176,0,0.080,14,176,190
2025-12-22,14:40:04,"TOKYO001","R03","T003474",3,"SKU02771","烏龍茶 (大)","飲料",1,101,0,0.080,8,101,109
2025-12-22,14:40:10,"TOKYO001","R06","T004535",1,"SKU00054","カップうどん (大)","即席麺",1,296,0,0.080,24,296,320
2025-12-22,14:40:10,"TOKYO001","R06","T004535",2,"SKU02250","炭酸水","飲料",1,144,0,0.080,12,144,156
2025-12-22,14:40:19,"TOKYO001","R06","T001835",1,"SKU02536","チューハイ ライム (大)","酒類",2,226,45,0.100,41,407,448
2025-12-22,14:40:19,"TOKYO001","R06","T001835",2,"SKU02430","カップうどん 200ml","即席麺",1,240,0,0.080,19,240,259
2025-12-22,14:40:25,"TOKYO001","R06","T000817",1,"SKU00750","ティッシュ 1個","日用品",1,470,0,0.100,47,470,517
2025-12-22,14:40:25,"TOKYO001","R06","T000817",2,"SKU01885","レモンティー (大)","飲料",1,144,0,0.080,12,144,156
2025-12-22,14:40:27,"TOKYO001","R02","T003966",1,"SKU01391","せんべい 200ml","スナック菓子",1,251,0,0.080,20,251,271
2025-12-22,14:40:27,"TOKYO001","R02","T003966",2,"SKU02903","ほうじ茶 (大)","飲料",1,172,0,0.080,14,172,186
2025-12-22,14:40:27,"TOKYO001","R02","T003966",3,"SKU00256","アイスバー 2個入り","アイスクリーム",1,283,0,0.080,23,283,306
2025-12-22,14:40:27,"TOKYO001","R02","T003966",4,"SKU00307","ロールケーキ 2個入り","デザート",2,344,0,0.080,55,688,743
2025-12-22,14:40:37,"TOKYO001","R02","T002371",1,"SKU01040","焼きそば","弁当・惣菜",2,779,0,0.080,125,1558,1683
2025-12-22,14:40:37,"TOKYO001","R02","T002371",2,"SKU01157","コーラ (大)","飲料",1,116,0,0.080,9,116,125
2025-12-22,14:40:37,"TOKYO001","R02","T002371",3,"SKU01995","ライト 500ml","たばこ",1,763,38,0.100,72,725,797
2025-12-22,14:40:37,"TOKYO001","R02","T002371",4,"SKU01049","アメリカンドッグ","ホットスナック",1,340,0,0.080,27,340,367
2025-12-22,14:40:39,"TOKYO001","R01","T004435",1,"SKU01087","ティッシュ 1個","日用品",1,675,0,0.100,68,675,743
2025-12-22,14:40:48,"TOKYO001","R06","T000418",1,"SKU00713","チョココロネ 200ml","ベーカリー",1,132,0,0.080,11,132,143
2025-12-22,14:40:48,"TOKYO001","R06","T000418",2,"SKU02023","コーンサラダ 2個入り","サラダ",1,329,0,0.080,26,329,355
2025-12-22,14:40:48,"TOKYO001","R06","T000418",3,"SKU01380","乾電池 (小)","日用品",1,788,0,0.100,79,788,867
2025-12-22,14:40:48,"TOKYO001","R06","T000418",4,"SKU02026","ナッツミックス 500ml","スナック菓子",1,222,0,0.080,18,222,240
2025-12-22,14:40:48,"TOKYO001","R04","T000822",1,"SKU00840","乾電池 1個","日用品",1,778,0,0.100,78,778,856
2025-12-22,14:40:48,"TOKYO001","R04","T000822",2,"SKU02308","歯ブラシ (大)","日用品",1,255,0,0.100,26,255,281
2025-12-22,14:40:48,"TOKYO001","R04","T000822",3,"SKU00838","梅おにぎり","おにぎり",1,118,0,0.080,9,118,127
2025-12-22,14:40:48,"TOKYO001","R04","T000822",4,"SKU00696","スポンジ 2個入り","日用品",1,555,0,0.100,56,555,611
2025-12-22,14:40:48,"TOKYO001","R04","T000822",5,"SKU01843","あんパン (小)","ベーカリー",1,239,0,0.080,19,239,258
2025-12-22,14:40:48,"TOKYO001","R07","T001758",1,"SKU02629","バウムクーヘン 1個","デザート",1,213,0,0.080,17,213,230
2025-12-22,14:40:48,"TOKYO001","R07","T001758",2,"SKU01639","ホットコーヒー (大)","コーヒー",1,120,0,0.080,10,120,130
2025-12-22,14:40:48,"TOKYO001","R07","T001758",3,"SKU02851","週刊誌 2個入り","雑誌・書籍",1,1011,0,0.100,101,1011,1112
2025-12-22,14:40:48,"TOKYO001","R07","T001758",4,"SKU01427","オレンジジュース (大)","飲料",2,141,0,0.080,23,282,305
2025-12-22,14:40:52,"TOKYO001","R08","T002675",1,"SKU02669","メンソール 1000ml","たばこ",1,669,0,0.100,67,669,736
2025-12-22,14:40:52,"TOKYO001","R08","T002675",2,"SKU00901","ポテトチップス しお","スナック菓子",1,269,0,0.080,22,269,291
2025-12-22,14:40:52,"TOKYO001","R08","T002675",3,"SKU01562","コーンスナック 1000ml","スナック菓子",1,221,0,0.080,18,221,239
2025-12-22,14:40:52,"TOKYO001","R08","T002675",4,"SKU00755","炭酸水 (小)","飲料",1,114,0,0.080,9,114,123
2025-12-22,14:40:57,"TOKYO001","R04","T001803",1,"SKU02734","ツナサラダ 1000ml","サラダ",1,334,0,0.080,27,334,361
2025-12-22,14:40:57,"TOKYO001","R08","T003898",1,"SKU00722","クラッカー ハーフ","スナック菓子",1,284,14,0.080,22,270,292
2025-12-22,14:40:57,"TOKYO001","R08","T003898",2,"SKU00473","炭酸水 ハーフ","飲料",1,96,0,0.080,8,96,104
2025-12-22,14:40:57,"TOKYO001","R08","T003898",3,"SKU00516","烏龍茶 500ml","飲料",1,94,0,0.080,8,94,102
2025-12-22,14:41:02,"TOKYO001","R07","T000655",1,"SKU02307","炭酸水 (小)","飲料",2,153,0,0.080,24,306,330
2025-12-22,14:41:07,"TOKYO001","R08","T001336",1,"SKU01267","鮭おにぎり 200ml","おにぎり",1,178,9,0.080,14,169,183
2025-12-22,14:41:07,"TOKYO001","R08","T001336",2,"SKU02716","パスタサラダ (大)","弁当・惣菜",1,419,0,0.080,34,419,453
2025-12-22,14:41:07,"TOKYO001","R08","T001336",3,"SKU02091","ワイン ハーフ (大)","酒類",1,902,0,0.100,90,902,992
2025-12-22,14:41:25,"TOKYO001","R04","T003532",1,"SKU02569","缶ビール 1個","酒類",1,351,18,0.100,33,333,366
2025-12-22,14:41:25,"TOKYO001","R04","T003532",2,"SKU01835","チューハイ レモン 2個入り","酒類",1,1169,0,0.100,117,1169,1286
2025-12-22,14:41:35,"TOKYO001","R07","T001990",1,"SKU01426","ホットコーヒー (小)","コーヒー",1,163,0,0.080,13,163,176
2025-12-22,14:41:46,"TOKYO001","R04","T002985",1,"SKU02886","コーンサラダ 1000ml","サラダ",1,307,0,0.080,25,307,332
2025-12-22,14:41:52,"TOKYO001","R03","T002426",1,"SKU00998","スポーツドリンク 1000ml","飲料",1,136,0,0.080,11,136,147
2025-12-22,14:41:52,"TOKYO001","R03","T002426",2,"SKU00491","カレーパン (小)","ベーカリー",1,166,17,0.080,12,149,161
2025-12-22,14:41:52,"TOKYO001","R03","T002426",3,"SKU02191","コーンスナック 2個入り","スナック菓子",1,240,0,0.080,19,240,259
2025-12-22,14:42:02,"TOKYO001","R06","T004060",1,"SKU01371","アイスコーヒー 1000ml","コーヒー",1,116,0,0.080,9,116,125
2025-12-22,14:42:02,"TOKYO001","R06","T004060",2,"SKU02202","ほうじ茶 (小)","飲料",1,178,0,0.080,14,178,192
2025-12-22,14:42:02,"TOKYO001","R06","T004060",3,"SKU00481","スポンジ (大)","日用品",1,667,0,0.100,67,667,734
2025-12-22,14:42:02,"TOKYO001","R06","T004060",4,"SKU02369","唐揚げ弁当 500ml","弁当・惣菜",1,672,67,0.080,48,605,653
2025-12-22,14:42:02,"TOKYO001","R06","T004060",5,"SKU01809","クラッカー ハーフ","スナック菓子",1,295,0,0.080,24,295,319
2025-12-22,14:42:13,"TOKYO001","R03","T001287",1,"SKU02373","月刊誌 ハーフ","雑誌・書籍",1,350,0,0.100,35,350,385
2025-12-22,14:42:13,"TOKYO001","R03","T001287",2,"SKU02760","炭酸水 1000ml","飲料",1,130,0,0.080,10,130,140
2025-12-22,14:42:13,"TOKYO001","R03","T001287",3,"SKU00776","烏龍茶 2個入り","飲料",1,172,0,0.080,14,172,186
2025-12-22,14:42:13,"TOKYO001","R03","T001287",4,"SKU00924","日本酒 小瓶 (小)","酒類",1,921,0,0.100,92,921,1013
2025-12-22,14:42:13,"TOKYO001","R03","T001287",5,"SKU02548","梅おにぎり 2個入り","おにぎり",1,170,0,0.080,14,170,184
2025-12-22,14:42:18,"TOKYO001","R01","T004569",1,"SKU02134","チーズケーキ (小)","デザート",1,173,0,0.080,14,173,187
2025-12-22,14:42:27,"TOKYO001","R02","T000329",1,"SKU02084","カップ焼きそば (大)","即席麺",1,126,0,0.080,10,126,136
2025-12-22,14:42:27,"TOKYO001","R02","T000329",2,"SKU00130","シュークリーム 1000ml","デザート",1,126,0,0.080,10,126,136
2025-12-22,14:42:27,"TOKYO001","R02","T000329",3,"SKU02123","カフェオレ 200ml","コーヒー",1,109,0,0.080,9,109,118
2025-12-22,14:42:32,"TOKYO001","R02","T004840",1,"SKU02764","クリームパン 1000ml","ベーカリー",1,257,0,0.080,21,257,278
2025-12-22,14:42:32,"TOKYO001","R02","T004840",2,"SKU00644","幕の内弁当 (大)","弁当・惣菜",1,543,0,0.080,43,543,586
2025-12-22,14:42:32,"TOKYO001","R02","T004840",3,"SKU01804","サンドイッチ","弁当・惣菜",1,379,0,0.080,30,379,409
2025-12-22,14:42:32,"TOKYO001","R02","T004840",4,"SKU02897","チョコアイス 1個","アイスクリーム",1,131,0,0.080,10,131,141
2025-12-22,14:42:32,"TOKYO001","R02","T004840",5,"SKU02391","昆布おにぎり 1個","おにぎり",1,139,0,0.080,11,139,150
2025-12-22,14:42:42,"TOKYO001","R05","T003162",1,"SKU02836","カップラーメン 味噌 (小)","即席麺",1,155,31,0.080,10,124,134
2025-12-22,14:42:42,"TOKYO001","R05","T003162",2,"SKU02006","メンソール 200ml","たばこ",1,747,0,0.100,75,747,822
2025-12-22,14:42:42,"TOKYO001","R05","T003162",3,"SKU01925","ワイン ハーフ 200ml","酒類",1,921,0,0.100,92,921,1013
2025-12-22,14:42:42,"TOKYO001","R05","T003162",4,"SKU01104","チキンサラダ ハーフ","サラダ",1,289,0,0.080,23,289,312
2025-12-22,14:42:43,"TOKYO001","R03","T002373",1,"SKU00858","クリームパン 1個","ベーカリー",1,143,0,0.080,11,143,154
2025-12-22,14:42:48,"TOKYO001","R08","T002171",1,"SKU00126","カレーパン 1000ml","ベーカリー",1,157,0,0.080,13,157,170
2025-12-22,14:42:48,"TOKYO001","R08","T002171",2,"SKU00901","ポテトチップス しお","スナック菓子",1,269,40,0.080,18,229,247
2025-12-22,14:42:55,"TOKYO001","R03","T004748",1,"SKU02946","ミネラルウォーター 500ml","飲料",1,103,0,0.080,8,103,111
2025-12-22,14:42:55,"TOKYO001","R03","T004748",2,"SKU00872","パスタサラダ 1000ml","弁当・惣菜",1,496,0,0.080,40,496,536
2025-12-22,14:42:55,"TOKYO001","R03","T004748",3,"SKU01484","レモンティー","飲料",1,93,0,0.080,7,93,100
2025-12-22,14:42:59,"TOKYO001","R05","T002567",1,"SKU02756","パスタサラダ 2個入り","弁当・惣菜",1,652,0,0.080,52,652,704
2025-12-22,14:42:59,"TOKYO001","R05","T002567",2,"SKU00842","文庫本 2個入り","雑誌・書籍",1,505,0,0.100,50,505,555
2025-12-22,14:42:59,"TOKYO001","R05","T002567",3,"SKU02166","ホットコーヒー 500ml","コーヒー",1,110,0,0.080,9,110,119
2025-12-22,14:43:10,"TOKYO001","R05","T004314",1,"SKU02163","梅おにぎり (小)","おにぎり",1,151,0,0.080,12,151,163
2025-12-22,14:43:10,"TOKYO001","R05","T004314",2,"SKU00739","あんパン","ベーカリー",1,175,0,0.080,14,175,189
2025-12-22,14:43:16,"TOKYO001","R01","T003420",1,"SKU00933","アイスコーヒー 500ml","コーヒー",3,102,0,0.080,24,306,330
2025-12-22,14:43:20,"TOKYO001","R03","T001794",1,"SKU00686","バニラアイス 200ml","アイスクリーム",1,286,0,0.080,23,286,309
2025-12-22,14:43:44,"TOKYO001","R08","T002029",1,"SKU01044","洗剤 500ml","日用品",1,617,0,0.100,62,617,679
2025-12-22,14:43:44,"TOKYO001","R08","T002029",2,"SKU00424","ゼリー ハーフ","デザート",1,175,0,0.080,14,175,189
2025-12-22,14:43:58,"TOKYO001","R06","T000752",1,"SKU01631","メンソール ハーフ","たばこ",1,773,0,0.100,77,773,850
2025-12-22,14:44:35,"TOKYO001","R08","T003184",1,"SKU02283","カレーパン 2個入り","ベーカリー",2,256,0,0.080,41,512,553
2025-12-22,14:44:35,"TOKYO001","R08","T003184",2,"SKU02839","レギュラー 200ml","たばこ",1,767,115,0.100,65,652,717
2025-12-22,14:44:47,"TOKYO001","R04","T004878",1,"SKU01655","烏龍茶 200ml","飲料",2,115,0,0.080,18,230,248
2025-12-22,14:44:53,"TOKYO001","R07","T002508",1,"SKU00302","シュークリーム 1個","デザート",1,169,0,0.080,14,169,183
2025-12-22,14:44:53,"TOKYO001","R07","T002508",2,"SKU02182","せんべい (大)","スナック菓子",2,190,0,0.080,30,380,410
2025-12-22,14:44:53,"TOKYO001","R07","T002508",3,"SKU01840","ポテトチップス しお 200ml","スナック菓子",1,115,0,0.080,9,115,124
2025-12-22,14:45:06,"TOKYO001","R08","T000341",1,"SKU00108","メンソール 1000ml","たばこ",1,723,0,0.100,72,723,795
2025-12-22,14:45:06,"TOKYO001","R08","T000341",2,"SKU02673","メンソール 2個入り","たばこ",2,726,0,0.100,145,1452,1597
2025-12-22,14:45:06,"TOKYO001","R08","T000341",3,"SKU01520","カップうどん ハーフ","即席麺",1,195,0,0.080,16,195,211
2025-12-22,14:45:06,"TOKYO001","R08","T000341",4,"SKU00460","スポーツドリンク 200ml","飲料",1,109,0,0.080,9,109,118
2025-12-22,14:45:06,"TOKYO001","R08","T000341",5,"SKU01323","フライドチキン ハーフ","ホットスナック",1,303,0,0.080,24,303,327
2025-12-22,14:45:08,"TOKYO001","R07","T003577",1,"SKU01033","クラッカー 200ml","スナック菓子",1,176,0,0.080,14,176,190
2025-12-22,14:45:27,"TOKYO001","R02","T004200",1,"SKU02852","ナッツミックス (大)","スナック菓子",2,133,40,0.080,18,226,244
2025-12-22,14:45:27,"TOKYO001","R02","T004200",2,"SKU01077","ツナマヨおにぎり (大)","おにぎり",1,151,0,0.080,12,151,163
2025-12-22,14:45:38,"TOKYO001","R03","T002147",1,"SKU02989","ライト 1000ml","たばこ",2,740,0,0.100,148,1480,1628
