顧客_ID,キャンペーン,$LRP-キャンペーン,ゴールドカード
8591,1,0.318,0
8602,0,0.266,0
8606,0,0.256,0
8622,0,0.168,0
8631,1,0.270,0
8656,0,0.159,0
8658,0,0.259,0
8658,0,0.259,0
8671,0,0.025,0
8677,0,0.282,0
8677,0,0.282,0
8678,1,0.240,0
8698,0,0.027,0
8718,0,0.059,0
8725,0,0.179,0
8727,0,0.232,0
8744,0,0.028,0
8746,0,0.025,0
8754,0,0.163,0
8756,0,0.033,0
8758,0,0.000,0
8771,0,0.029,0
8801,0,0.264,0
8802,0,0.029,0
8805,1,0.181,0
8805,0,0.181,0
8820,1,0.337,0
8820,0,0.337,0
8858,0,0.013,0
8859,0,0.168,0
8862,0,0.164,0
8863,0,0.024,0
8870,0,0.160,0
8870,1,0.160,0
8885,1,0.226,0
8888,0,0.345,0
8899,0,0.026,0
8907,0,0.242,0
8912,0,0.032,0
8915,1,0.172,0
8915,0,0.172,0
8926,0,0.218,0
8929,0,0.016,0
8956,1,0.165,0
8962,0,0.127,0
8967,0,0.313,0
8983,0,0.000,0
8999,0,0.014,0
9000,0,0.277,0
9001,0,0.000,0
9003,0,0.324,0
9014,0,0.318,0
9015,0,0.028,0
9021,0,0.034,0
9036,0,0.028,0
9043,1,0.168,0
9045,0,0.032,0
9053,0,0.032,0
9057,1,0.157,0
9062,0,0.226,0
9074,0,0.353,0
9096,0,0.266,0
9096,1,0.266,0
9105,0,0.028,0
9128,1,0.031,1
9142,0,0.164,1
9143,0,0.204,0
9145,1,0.272,0
9145,0,0.272,0
9147,1,0.327,0
9152,0,0.015,0
9154,0,0.031,0
9160,0,0.000,0
9165,0,0.013,0
9167,0,0.095,0
9168,0,0.000,0
9179,1,0.175,0
9179,0,0.175,0
9180,1,0.386,0
9189,1,0.412,0
9189,0,0.412,0
9224,0,0.184,0
9231,0,0.023,0
9234,0,0.171,0
9242,0,0.223,0
9242,1,0.223,0
9279,0,0.309,0
9279,1,0.309,0
9281,1,0.162,0
9281,0,0.162,0
9282,0,0.256,0
9282,0,0.256,0
9285,0,0.255,0
9296,0,0.149,0
9301,0,0.294,0
9303,1,0.189,0
9314,0,0.166,0
9318,0,0.029,0
9323,1,0.234,0
9360,0,0.030,0
9365,1,0.013,1
9367,0,0.209,0
9369,1,0.196,0
9378,0,0.027,0
9391,0,0.032,0
9395,1,0.157,0
9399,1,0.228,0
9418,0,0.030,0
9419,0,0.238,0
9421,0,0.419,0
9433,0,0.253,0
9444,1,0.190,0
9444,0,0.190,0
9457,0,0.252,0
9457,0,0.252,0
9466,0,0.026,0
9467,0,0.000,0
9476,0,0.014,0
9481,1,0.026,1
9496,0,0.158,0
9511,1,0.000,1
9524,0,0.024,0
9529,0,0.144,0
9530,0,0.157,0
9532,0,0.026,0
9534,0,0.077,0
9540,0,0.026,0
9542,0,0.030,0
9554,0,0.208,0
9555,0,0.262,0
9569,0,0.026,0
9570,0,0.029,0
9584,0,0.332,0
9596,0,0.027,0
9598,0,0.146,0
9604,0,0.274,0
9605,0,0.204,0
9607,0,0.205,0
9607,0,0.205,0
9616,0,0.114,0
9620,0,0.023,0
9631,0,0.000,0
9634,0,0.241,0
9635,0,0.187,0
9644,0,0.251,0
9652,0,0.341,0
9652,0,0.341,0
9655,1,0.174,0
9662,0,0.104,0
9667,0,0.095,0
9673,0,0.253,0
9677,1,0.260,0
9691,0,0.208,0
9698,0,0.000,1
9706,1,0.206,0
9721,0,0.359,0
9721,0,0.359,0
9723,0,0.000,0
9729,0,0.020,0
9733,1,0.238,0
9733,0,0.238,0
9735,0,0.345,0
9735,0,0.345,0
9742,1,0.209,0
9742,0,0.209,0
9743,0,0.313,0
9755,0,0.116,0
9774,0,0.014,0
9785,0,0.341,0
9794,0,0.019,0
9799,0,0.020,0
9824,0,0.309,0
9824,0,0.309,0
9831,0,0.029,0
9843,0,0.117,0
9848,0,0.193,0
9868,0,0.033,0
9870,0,0.031,0
9874,1,0.246,0
9886,1,0.269,0
9891,0,0.023,0
9893,0,0.027,0
9901,0,0.345,0
9901,1,0.345,0
9902,0,0.201,0
9909,0,0.031,0
9910,0,0.030,0
9940,0,0.263,0
9943,0,0.027,0
9965,0,0.025,0
9969,1,0.292,0
9976,0,0.209,0
9995,0,0.024,0
9998,0,0.025,0
9999,0,0.203,0
10001,0,0.030,0
10005,0,0.020,0
10006,0,0.320,0
10017,0,0.098,0
10020,0,0.184,1
10029,0,0.219,0
10029,1,0.219,0
10047,0,0.000,0
10050,0,0.297,0
10050,1,0.297,0
10055,0,0.168,0
10057,0,0.284,0
10059,0,0.000,0
10065,0,0.225,0
10105,0,0.153,0
10126,0,0.378,0
10126,0,0.378,0
10135,1,0.184,0
10143,0,0.029,0
10146,0,0.270,1
10146,1,0.270,1
10147,1,0.220,0
10148,0,0.025,0
10150,0,0.024,0
10169,1,0.337,1
10191,1,0.160,1
10192,0,0.230,0
10193,0,0.194,0
10196,0,0.199,0
10226,0,0.184,0
10232,0,0.000,0
10256,1,0.026,1
10259,0,0.024,0
10293,1,0.378,0
10293,0,0.378,0
10307,0,0.228,0
10313,0,0.295,0
10320,1,0.255,0
10320,0,0.255,0
10331,0,0.192,0
10331,0,0.192,0
10337,0,0.000,0
10349,0,0.000,0
10352,0,0.016,0
10373,1,0.323,0
10375,0,0.188,0
10376,1,0.000,1
10397,0,0.226,0
10412,0,0.148,0
10421,0,0.169,0
10429,1,0.436,0
10434,0,0.201,0
10439,0,0.267,0
10440,0,0.033,0
10450,0,0.028,0
10470,0,0.036,0
10476,0,0.183,0
10485,0,0.214,1
10488,1,0.148,1
10493,1,0.000,1
10495,0,0.205,0
10531,1,0.033,1
10532,0,0.387,0
10546,0,0.113,0
10554,1,0.218,0
10559,1,0.189,0
10559,0,0.189,0
10564,0,0.310,0
10565,0,0.268,1
10591,0,0.014,0
10595,0,0.126,0
10599,0,0.136,0
10602,1,0.224,0
10613,1,0.307,0
10634,0,0.000,0
10650,0,0.030,0
10652,1,0.244,1
10662,0,0.026,0
10671,1,0.311,1
10687,1,0.219,0
10697,1,0.300,0
10699,0,0.000,0
10701,0,0.152,0
10708,1,0.205,0
10711,0,0.020,0
10718,1,0.380,0
10723,1,0.193,0
10726,0,0.013,0
10738,1,0.148,0
10755,0,0.012,0
10760,0,0.032,0
10772,0,0.019,0
10774,0,0.150,0
10774,1,0.150,0
10787,0,0.252,0
10795,0,0.417,0
10795,1,0.417,0
10798,0,0.018,0
10811,0,0.220,0
10812,0,0.279,0
10812,1,0.279,0
10820,0,0.000,0
10831,1,0.311,0
10831,0,0.311,0
10832,0,0.236,0
10832,1,0.236,0
10887,1,0.000,1
10916,0,0.039,0
10933,1,0.221,0
10940,0,0.016,0
10944,0,0.172,0
10944,0,0.172,0
10961,1,0.249,0
10961,0,0.249,0
10968,0,0.024,0
10974,0,0.258,0
10979,0,0.031,0
10989,1,0.363,0
10999,0,0.147,0
11013,0,0.026,0
11021,0,0.256,0
11049,1,0.304,0
11074,0,0.000,0
11088,0,0.027,0
11103,0,0.152,0
11111,0,0.151,0
11111,1,0.151,0
11112,1,0.271,0
11114,1,0.253,0
11114,0,0.253,0
11117,0,0.294,0
11140,0,0.242,0
11145,1,0.256,0
11147,0,0.030,0
11163,0,0.282,0
11164,1,0.310,0
11166,1,0.660,0
11184,1,0.381,0
11199,0,0.220,0
11213,1,0.228,0
11216,1,0.239,1
11228,0,0.136,0
11235,0,0.029,0
11262,1,0.324,0
11275,0,0.036,0
11276,1,0.210,0
11315,0,0.023,0
11321,0,0.417,0
11321,0,0.417,0
11326,0,0.033,0
11347,1,0.418,0
11361,0,0.113,0
11365,1,0.137,0
11366,1,0.137,0
11374,0,0.000,0
11387,0,0.025,0
11389,0,0.015,0
11405,0,0.138,1
11406,1,0.143,0
11413,1,0.219,0
11413,0,0.219,0
11416,0,0.028,0
11417,1,0.418,0
11425,0,0.214,0
11425,0,0.214,0
11431,1,0.028,1
11435,0,0.035,0
11437,1,0.379,0
11445,0,0.031,0
11474,0,0.232,0
11485,1,0.014,1
11505,0,0.185,0
11507,0,0.027,0
11526,0,0.037,0
11535,0,0.279,0
11557,0,0.025,0
11569,0,0.028,0
11585,0,0.198,0
11619,1,0.157,0
11631,0,0.030,0
11649,0,0.032,0
11650,0,0.198,0
11653,1,0.259,0
11662,1,0.225,0
11679,1,0.287,0
11685,1,0.390,0
11695,0,0.227,0
11702,1,0.193,0
11707,1,0.241,0
11707,0,0.241,0
11713,0,0.309,0
11714,1,0.217,0
11735,1,0.196,0
11736,0,0.019,0
11763,0,0.034,0
11766,1,0.241,0
11806,1,0.000,1
11807,1,0.011,1
11851,0,0.036,0
11861,0,0.234,0
11862,0,0.014,0
11865,1,0.334,0
11873,0,0.025,0
11877,0,0.223,1
11886,0,0.029,0
11897,0,0.013,0
11899,0,0.000,0
11906,0,0.015,0
11924,1,0.000,1
11933,1,0.160,1
11935,0,0.244,0
11942,0,0.034,0
11948,0,0.139,1
11958,0,0.028,0
11964,0,0.025,0
11966,1,0.000,1
11967,0,0.240,0
11970,1,0.477,0
11979,0,0.017,0
12022,0,0.200,0
12034,0,0.189,0
12034,1,0.189,0
12035,1,0.000,1
12052,1,0.240,0
12055,1,0.191,0
12058,1,0.208,1
12063,1,0.208,0
12068,0,0.028,0
12070,0,0.203,0
12079,0,0.024,0
12084,1,0.248,0
12090,0,0.325,0
12090,0,0.325,0
12093,0,0.239,0
12116,0,0.027,0
12121,1,0.174,0
12128,0,0.320,0
12134,1,0.209,0
12146,0,0.030,0
12159,0,0.019,0
12160,1,0.157,0
12173,0,0.018,0
12176,1,0.383,1
12197,0,0.029,0
12221,0,0.024,0
12222,0,0.025,0
12224,1,0.220,0
12228,1,0.235,0
12255,0,0.218,0
12270,0,0.033,0
12271,0,0.113,0
12272,0,0.238,0
12277,0,0.021,0
12307,0,0.023,0
12308,0,0.347,0
12315,1,0.000,1
12399,0,0.163,0
12408,0,0.224,0
12418,1,0.162,0
12423,0,0.029,0
12453,0,0.000,0
12454,1,0.293,0
12467,0,0.136,0
12490,0,0.027,0
12518,0,0.384,0
12526,0,0.176,0
12532,0,0.267,0
12536,1,0.274,0
12554,0,0.194,0
12556,0,0.167,0
12556,0,0.167,0
12562,0,0.031,0
12567,0,0.217,0
12569,1,0.251,0
12583,0,0.170,0
12587,1,0.253,0
12588,0,0.270,0
12612,0,0.378,0
12616,1,0.375,0
12629,1,0.121,0
12635,1,0.223,0
12642,0,0.172,0
12643,0,0.245,0
12643,0,0.245,0
12657,0,0.000,0
12675,1,0.324,0
12676,0,0.125,0
12677,1,0.222,0
12682,0,0.357,0
12698,1,0.215,0
12706,1,0.275,0
12711,1,0.320,1
12719,0,0.303,0
12736,0,0.029,0
12746,0,0.030,0
12775,0,0.397,0
12775,1,0.397,0
12786,1,0.285,0
12786,0,0.285,0
12811,1,0.157,1
12815,0,0.023,0
12819,0,0.210,0
12819,1,0.210,0
12820,0,0.232,0
12825,0,0.225,0
12860,0,0.076,0
12900,1,0.145,0
12903,0,0.217,1
12904,1,0.291,0
12904,0,0.291,0
12916,0,0.225,0
12923,1,0.011,1
12924,0,0.014,0
12926,0,0.297,0
12953,0,0.155,0
12958,0,0.199,0
12958,1,0.199,0
12959,0,0.032,0
12968,0,0.000,0
12988,1,0.177,0
12989,0,0.321,0
12993,0,0.026,0
13024,0,0.333,0
13026,0,0.401,0
13031,0,0.215,0
13031,0,0.215,0
13034,0,0.246,1
13048,0,0.184,0
13060,1,0.326,1
13063,0,0.030,0
13081,1,0.345,0
13094,0,0.035,0
13101,1,0.000,1
13103,1,0.262,0
13121,0,0.027,0
13130,0,0.182,0
13134,0,0.108,0
13134,0,0.108,0
13138,1,0.170,0
13151,0,0.030,0
13175,0,0.370,0
13196,0,0.027,0
13211,0,0.209,0
13211,0,0.209,0
13227,0,0.192,0
13227,0,0.192,0
13231,0,0.034,0
13239,0,0.000,0
13249,0,0.000,0
13280,1,0.122,0
13286,0,0.000,0
13300,0,0.025,0
13302,1,0.188,0
13302,0,0.188,0
13305,0,0.024,0
13311,0,0.029,0
13316,0,0.177,0
13318,1,0.000,1
13322,0,0.021,0
13331,0,0.310,0
13354,0,0.324,0
13363,0,0.194,0
13363,1,0.194,0
13377,0,0.282,0
13379,0,0.033,0
13382,0,0.036,0
13398,0,0.015,0
13399,0,0.168,0
13405,0,0.033,0
13413,0,0.123,0
13425,0,0.010,0
13426,1,0.300,0
13451,0,0.035,0
13493,0,0.000,0
13496,0,0.025,0
13516,0,0.149,0
13516,0,0.149,0
13520,0,0.215,0
13545,0,0.146,0
13546,0,0.216,0
13546,1,0.216,0
13563,1,0.251,0
13563,0,0.251,0
13567,0,0.029,0
13579,0,0.028,0
13588,0,0.032,0
13589,0,0.178,0
13593,0,0.000,0
13597,0,0.226,0
13614,0,0.188,0
13632,0,0.031,0
13639,1,0.062,1
13657,0,0.142,0
13666,0,0.015,0
13669,0,0.342,0
13669,0,0.342,0
13671,0,0.179,0
13671,0,0.179,0
13675,0,0.326,0
13679,0,0.154,0
13679,0,0.154,0
13682,1,0.171,0
13694,1,0.160,0
13709,0,0.033,0
13723,0,0.164,0
13726,0,0.031,0
13743,1,0.198,0
13750,0,0.027,0
13768,0,0.014,0
13771,1,0.219,0
13783,0,0.024,0
13788,0,0.094,0
13792,0,0.169,0
13792,0,0.169,0
13793,1,0.342,0
13794,0,0.109,0
13794,1,0.109,0
13795,0,0.329,0
13809,1,0.000,1
13811,0,0.274,0
13811,1,0.274,0
13816,0,0.259,0
13820,0,0.043,0
13823,0,0.366,0
13831,0,0.254,0
13831,0,0.254,0
13832,0,0.249,0
13832,0,0.249,0
13871,0,0.029,0
13885,0,0.230,0
13885,1,0.230,0
13914,0,0.027,0
13932,1,0.283,0
13946,0,0.226,0
13961,1,0.156,0
13964,0,0.286,0
13964,1,0.286,0
13966,0,0.312,0
13971,1,0.175,0
13972,0,0.228,0
13999,0,0.031,0
14012,0,0.331,0
14019,1,0.236,0
14019,0,0.236,0
14030,0,0.416,0
14030,0,0.416,0
14038,0,0.367,0
14055,0,0.027,0
14061,0,0.289,0
14086,0,0.000,0
14087,0,0.256,0
14087,0,0.256,0
14088,0,0.028,0
14095,0,0.173,0
14095,0,0.173,0
14102,0,0.311,0
14103,1,0.406,0
14105,0,0.033,0
14115,0,0.227,0
14127,0,0.030,0
14129,0,0.034,0
14142,0,0.211,0
14142,0,0.211,0
14151,1,0.000,1
14153,0,0.120,0
14166,1,0.292,0
14166,0,0.292,0
14179,1,0.218,0
14195,0,0.118,0
14203,1,0.244,0
14206,0,0.329,0
14216,0,0.027,0
14236,1,0.341,0
14238,0,0.028,0
14248,0,0.171,0
14249,0,0.147,0
14260,0,0.016,0
14262,0,0.000,1
14269,0,0.030,0
14285,0,0.213,0
14285,0,0.213,0
14288,0,0.179,0
14311,1,0.412,0
14331,1,0.221,0
14339,0,0.030,0
14370,0,0.000,0
14373,0,0.174,0
14373,0,0.174,0
14376,0,0.263,0
14376,0,0.263,0
14433,0,0.032,0
14439,0,0.162,0
14440,0,0.110,0
14447,0,0.304,0
14447,1,0.304,0
14466,0,0.000,0
14472,0,0.000,0
14477,0,0.216,0
14480,0,0.186,0
14480,0,0.186,0
14490,0,0.471,0
14490,1,0.471,0
14500,0,0.000,0
14502,1,0.321,0
14511,0,0.189,0
14516,0,0.036,0
14520,1,0.265,0
14532,0,0.121,0
14546,0,0.269,0
14546,0,0.269,0
14554,0,0.402,1
14555,1,0.000,1
14560,1,0.305,0
14560,0,0.305,0
14574,0,0.133,0
14591,0,0.238,0
14598,0,0.209,0
14617,0,0.250,1
14630,0,0.213,0
14632,0,0.221,0
14644,0,0.194,0
14651,0,0.025,0
14660,0,0.214,0
14662,0,0.167,0
14671,0,0.029,0
14679,0,0.025,0
14682,0,0.025,0
14684,0,0.200,0
14684,0,0.200,0
14716,0,0.032,0
14729,1,0.171,0
14734,0,0.028,0
14740,0,0.377,0
14741,0,0.111,0
14742,1,0.366,0
14757,0,0.000,0
14769,0,0.036,0
14779,1,0.735,0
14787,0,0.204,0
14796,0,0.330,0
14796,0,0.330,0
14838,0,0.030,0
14863,0,0.385,0
14863,0,0.385,0
14866,0,0.216,0
14868,0,0.201,0
14868,0,0.201,0
14877,0,0.027,0
14879,0,0.237,0
14889,0,0.282,0
14894,1,0.288,0
14894,0,0.288,0
14907,0,0.178,0
14910,0,0.015,0
14913,0,0.269,0
14914,0,0.000,0
14923,0,0.443,0
14923,1,0.443,0
14936,0,0.221,0
14936,0,0.221,0
14938,0,0.360,0
14942,0,0.025,0
14953,0,0.178,0
14958,0,0.342,0
14958,1,0.342,0
14960,0,0.286,0
14972,0,0.171,0
14976,0,0.294,0
14978,0,0.316,0
14986,0,0.226,0
14986,0,0.226,0
14993,0,0.029,0
14994,0,0.194,0
15018,1,0.173,0
15022,0,0.213,0
15028,1,0.171,0
15030,0,0.276,0
15033,1,0.217,0
15035,0,0.233,0
15050,0,0.128,0
15051,0,0.302,0
15051,0,0.302,0
15065,0,0.180,0
15066,1,0.229,0
15084,0,0.404,0
15084,0,0.404,0
15104,0,0.000,0
15107,1,0.278,1
15113,0,0.030,0
15118,0,0.029,0
15126,1,0.146,0
15132,0,0.025,0
15138,0,0.034,0
15139,1,0.012,1
15162,0,0.085,0
15163,0,0.186,0
15185,1,0.471,0
15197,0,0.228,0
15205,1,0.179,0
15209,0,0.161,0
15238,0,0.037,0
15245,1,0.253,0
15271,1,0.000,1
15299,0,0.215,0
15299,1,0.215,0
15322,1,0.224,1
15322,1,0.224,1
15349,0,0.029,0
15355,0,0.038,0
15363,1,0.312,0
15367,0,0.172,0
15372,0,0.331,0
15383,0,0.017,0
15389,0,0.103,0
15392,0,0.037,1
15397,0,0.014,0
15398,0,0.225,0
15399,0,0.000,0
15400,0,0.326,0
15403,0,0.035,0
15404,0,0.323,0
15410,0,0.243,0
15410,0,0.243,0
15414,1,0.274,0
15414,0,0.274,0
15417,1,0.378,0
15419,1,0.000,1
15425,0,0.303,0
15428,0,0.028,0
15431,0,0.029,0
15439,1,0.164,0
15442,0,0.000,0
15453,0,0.384,0
15453,0,0.384,0
15461,0,0.333,0
15461,0,0.333,0
15468,0,0.033,0
15471,0,0.329,0
15476,0,0.000,0
15486,0,0.031,0
15488,0,0.357,0
15488,0,0.357,0
15489,0,0.033,0
15498,1,0.350,0
15499,0,0.029,0
15510,0,0.177,0
15518,0,0.141,0
15518,1,0.141,0
15523,0,0.450,0
15526,0,0.324,0
15539,0,0.378,0
15544,1,0.273,0
15544,0,0.273,0
15547,0,0.302,0
15561,1,0.000,1
15562,0,0.033,0
15593,1,0.026,1
15606,0,0.000,0
15624,0,0.146,0
15626,0,0.028,0
15631,0,0.266,0
15645,0,0.016,0
15654,0,0.029,0
15660,1,0.239,0
15661,0,0.024,0
15664,0,0.184,0
15665,1,0.329,0
15669,1,0.217,0
15673,0,0.036,0
15687,0,0.035,0
15688,0,0.425,0
15692,1,0.220,0
15692,0,0.220,0
15703,1,0.000,1
15709,0,0.162,0
15716,0,0.029,0
15718,0,0.214,0
15724,0,0.288,0
15729,0,0.315,0
15729,0,0.315,0
15735,0,0.205,0
15736,1,0.179,0
15743,0,0.226,0
15744,1,0.370,0
15747,0,0.034,0
15748,0,0.254,0
15748,0,0.254,0
15751,0,0.290,0
15768,0,0.170,0
15778,0,0.029,0
15798,0,0.427,0
15801,0,0.346,0
15801,1,0.346,0
15804,1,0.287,0
15814,0,0.372,0
15816,0,0.173,0
15825,1,0.192,0
15825,0,0.192,0
15837,0,0.034,0
15840,1,0.247,0
15861,0,0.027,0
15865,1,0.218,0
15871,0,0.191,0
15897,1,0.218,0
15898,0,0.037,0
15911,0,0.038,0
15915,0,0.142,0
15924,0,0.394,0
15924,0,0.394,0
15926,0,0.154,0
15926,0,0.154,0
15927,0,0.300,0
15937,0,0.406,0
15948,0,0.255,0
15985,0,0.027,0
15990,1,0.390,0
15991,0,0.037,0
16005,0,0.260,0
16010,1,0.203,0
16011,0,0.025,0
16037,0,0.033,0
16040,0,0.025,0
16045,0,0.211,0
16045,1,0.211,0
16047,0,0.027,0
16056,0,0.015,0
16061,1,0.206,0
16061,0,0.206,0
16078,1,0.000,1
16083,1,0.222,1
16116,0,0.237,1
16121,1,0.263,1
16161,1,0.215,0
16176,0,0.038,0
16179,0,0.202,0
16187,0,0.280,0
16187,0,0.280,0
16197,1,0.294,0
16198,1,0.000,1
16204,0,0.096,0
16206,0,0.216,0
16212,1,0.032,1
16213,0,0.260,0
16217,1,0.210,0
16217,0,0.210,0
16222,0,0.038,0
16229,0,0.035,0
16242,1,0.270,1
16244,0,0.026,0
16256,0,0.033,0
16257,0,0.378,0
16258,0,0.444,0
16258,1,0.444,0
16268,0,0.197,0
16268,1,0.197,0
16270,1,0.034,1
16278,1,0.381,0
16299,0,0.025,0
16305,0,0.120,0
16312,0,0.251,0
16312,0,0.251,0
16333,0,0.257,0
16337,0,0.017,0
16344,0,0.301,1
16350,1,0.129,0
16354,0,0.332,0
16362,0,0.019,0
16364,0,0.000,0
16370,1,0.192,0
16382,0,0.192,0
16395,0,0.047,0
16402,0,0.307,0
16404,0,0.028,0
16406,1,0.015,1
16428,0,0.308,1
16440,1,0.000,1
16446,0,0.037,0
16449,0,0.296,0
16462,0,0.168,0
16462,1,0.168,0
16472,0,0.031,0
16489,0,0.246,0
16504,0,0.027,0
16524,0,0.248,0
16533,0,0.017,0
16534,0,0.191,0
16534,0,0.191,0
16538,0,0.015,0
16548,0,0.029,0
16552,0,0.000,0
16554,0,0.204,0
16563,0,0.000,0
16566,0,0.030,0
16576,0,0.040,0
16580,1,0.404,0
16591,0,0.181,0
16627,0,0.109,0
16631,0,0.113,0
16637,0,0.000,0
16662,0,0.000,0
16692,0,0.256,0
16694,0,0.224,0
16695,1,0.200,0
16698,0,0.199,0
16702,0,0.000,0
16705,0,0.107,0
16715,0,0.182,0
16716,0,0.165,0
16719,0,0.209,0
16719,0,0.209,0
16726,0,0.193,0
16731,1,0.000,1
16759,0,0.255,0
16763,0,0.028,0
16769,0,0.035,0
16773,0,0.498,0
16773,0,0.498,0
16784,1,0.032,1
16787,0,0.000,0
16794,0,0.188,0
16807,0,0.029,0
16818,0,0.026,0
16821,1,0.320,0
16824,1,0.320,0
16824,0,0.320,0
16831,0,0.241,0
16834,1,0.248,0
16851,0,0.214,0
16854,0,0.035,0
16856,1,0.269,0
16869,0,0.031,0
16894,0,0.211,0
16897,0,0.035,0
16900,0,0.000,0
16905,0,0.027,0
16909,0,0.039,0
16913,0,0.413,0
16913,1,0.413,0
16918,0,0.000,0
16940,0,0.027,0
16952,0,0.000,0
16958,0,0.231,0
17010,0,0.225,0
17010,1,0.225,0
17015,0,0.029,0
17023,0,0.030,0
17033,1,0.393,0
17037,0,0.025,0
17043,1,0.285,0
17069,0,0.027,0
17077,0,0.036,0
17090,0,0.177,0
17110,0,0.269,0
17115,0,0.455,0
17131,0,0.117,0
17139,0,0.028,0
17146,1,0.000,1
17155,1,0.407,0
17163,0,0.318,0
17188,0,0.274,0
17199,0,0.284,0
17217,0,0.028,0
17230,1,0.381,0
17234,1,0.360,0
17239,0,0.144,0
17239,0,0.144,0
17252,1,0.300,0
17258,0,0.140,0
17261,1,0.250,0
17265,1,0.283,0
17268,1,0.172,0
17274,0,0.213,0
17274,1,0.213,0
17294,0,0.028,0
17302,1,0.280,0
17302,0,0.280,0
17311,0,0.000,0
17317,0,0.092,0
17321,0,0.028,0
17328,1,0.309,0
17337,0,0.241,0
17338,0,0.382,1
17347,0,0.032,0
17354,0,0.242,0
17356,0,0.027,0
17389,0,0.400,0
17394,0,0.366,0
17394,0,0.366,0
17416,0,0.028,0
17421,1,0.000,1
17423,0,0.176,0
17426,0,0.031,0
17428,0,0.028,0
17434,0,0.037,0
17439,1,0.256,0
17444,0,0.037,0
17450,0,0.209,0
17456,0,0.000,0
17467,0,0.024,0
17474,0,0.029,0
17489,0,0.165,0
17489,1,0.165,0
17491,0,0.016,0
17494,0,0.214,0
17499,1,0.000,1
17501,1,0.014,1
17502,0,0.000,0
17511,1,0.279,0
17512,1,0.321,0
17519,0,0.015,0
17527,0,0.000,0
17536,0,0.016,0
17549,0,0.206,0
17558,0,0.395,0
17566,1,0.315,0
17568,1,0.250,0
17572,0,0.032,0
17574,0,0.034,0
17586,0,0.397,0
17587,0,0.037,0
17598,0,0.031,0
17612,1,0.339,0
17614,0,0.331,0
17620,0,0.265,0
17631,0,0.034,0
17632,0,0.291,0
17635,0,0.036,0
17637,0,0.410,0
17637,0,0.410,0
17640,0,0.170,0
17653,0,0.028,0
17671,0,0.167,0
17671,1,0.167,0
17676,0,0.036,0
17686,0,0.036,0
17701,0,0.295,0
17701,0,0.295,0
17709,0,0.028,0
17712,0,0.031,0
17714,0,0.036,0
17733,1,0.269,0
17733,0,0.269,0
17748,1,0.200,0
17754,0,0.019,0
17758,0,0.157,0
17764,0,0.027,0
17768,0,0.392,0
17777,0,0.013,0
17780,0,0.033,0
17784,1,0.000,1
17788,0,0.016,0
17789,0,0.180,0
17789,1,0.180,0
17791,0,0.426,0
17815,0,0.458,0
17815,0,0.458,0
17823,1,0.165,0
17836,0,0.196,0
17837,0,0.357,0
17837,1,0.357,0
17843,1,0.000,1
17844,0,0.170,0
17844,0,0.170,0
17848,0,0.143,0
17849,0,0.040,0
17861,0,0.189,0
17863,0,0.033,0
17868,0,0.018,0
17882,0,0.178,0
17883,1,0.290,0
17885,0,0.038,0
17886,0,0.346,0
17886,0,0.346,0
17902,1,0.224,0
17918,1,0.180,0
17932,0,0.393,0
17939,1,0.303,0
17948,0,0.209,0
17955,0,0.165,0
17956,1,0.427,0
17957,0,0.404,0
17957,0,0.404,0
17961,1,0.290,0
17961,0,0.290,0
17963,0,0.229,0
17966,0,0.033,0
17970,0,0.335,0
17972,1,0.154,0
17982,0,0.397,0
17986,0,0.032,0
18001,0,0.025,0
18031,0,0.230,0
18031,0,0.230,0
18046,0,0.201,0
18046,1,0.201,0
18048,0,0.228,0
18063,0,0.000,0
18074,1,0.306,0
18080,1,0.237,1
18081,0,0.031,0
18100,0,0.148,0
18109,0,0.024,0
18117,1,0.208,0
18118,0,0.207,0
18120,0,0.032,0
18128,0,0.036,0
18129,0,0.082,0
18133,0,0.000,0
18134,0,0.033,0
18143,0,0.000,0
18145,1,0.000,1
18158,0,0.182,0
18165,1,0.262,0
18170,1,0.469,1
18197,0,0.000,0
18207,0,0.035,0
18218,0,0.028,0
18242,0,0.027,0
18244,0,0.325,0
18244,1,0.325,0
18261,0,0.033,0
18282,0,0.189,0
18296,1,0.365,0
18298,1,0.183,0
18321,0,0.016,0
18326,0,0.167,0
18326,0,0.167,0
18348,0,0.011,0
18349,0,0.232,0
18372,1,0.015,1
18379,0,0.214,0
18380,0,0.261,0
18387,0,0.254,0
18394,1,0.308,0
18403,0,0.023,0
18404,0,0.173,0
18406,0,0.027,0
18408,1,0.215,0
18425,0,0.414,0
18425,0,0.414,0
18426,0,0.174,0
18463,0,0.173,0
18463,0,0.173,0
18472,1,0.270,1
18473,0,0.384,0
18478,0,0.270,0
18488,0,0.220,0
18489,0,0.017,0
18490,0,0.228,0
18490,1,0.228,0
18494,1,0.125,0
18496,1,0.241,0
18497,1,0.000,1
18511,0,0.030,0
18515,0,0.198,0
18522,0,0.197,0
18523,0,0.242,0
18527,0,0.326,0
18527,0,0.326,0
18536,0,0.179,0
18548,0,0.244,0
18548,0,0.244,0
18554,1,0.254,0
18558,0,0.000,1
18566,0,0.037,0
18570,0,0.185,0
18570,0,0.185,0
18578,0,0.036,0
18579,1,0.211,0
18579,0,0.211,0
18582,0,0.585,0
18582,0,0.585,0
18599,1,0.338,0
18604,1,0.000,1
